"idsensore","tipologia","unit_dimisura","idstazione","nomestazione","quota","provincia","datastart","datastop","storico","cgb_nord","cgb_est","lng","lat","location"
"6476","Radiazione Globale","W/m²","559","Somma Lombardo v.Facchinetti","210","VA","2000-03-20T00:00:00.000","2020-10-30T00:00:00.000","S","5055150","477613","8.71269145828479","45.649537127292405","
,  
(45.649537127292405, 8.71269145828479)"
"6588","Radiazione Globale","W/m²","574","Lecco v. Amendola","214","LC","1998-01-01T00:00:00.000","2008-07-15T00:00:00.000","S","5077479","530713","9.395577066893223","45.850191194578535","
,  
(45.850191194578535, 9.395577066893223)"
"6597","Umidità Relativa","%","501","Milano v.Marche","129","MI","2002-03-21T00:00:00.000",,"N","5038105","514918","9.190933555313624","45.49631644365102","
,  
(45.49631644365102, 9.190933555313624)"
"6603","Umidità Relativa","%","555","Busto Arsizio v.Magenta","222","VA","1991-11-07T00:00:00.000","2018-12-10T00:00:00.000","S","5050810","488313","8.850115752092071","45.610736040012604","
,  
(45.610736040012604, 8.850115752092071)"
"6694","Precipitazione","mm","642","Pavia v. Folperti","77","PV","2002-06-01T00:00:00.000",,"N","5004590","512932","9.164638300630086","45.19467609907785","
,  
(45.19467609907785, 9.164638300630086)"
"6696","Radiazione Globale","W/m²","642","Pavia v. Folperti","77","PV","2002-06-01T00:00:00.000",,"N","5004590","512932","9.164638300630086","45.19467609907785","
,  
(45.19467609907785, 9.164638300630086)"
"6698","Temperatura","°C","642","Pavia v. Folperti","77","PV","2002-06-01T00:00:00.000",,"N","5004590","512932","9.164638300630086","45.19467609907785","
,  
(45.19467609907785, 9.164638300630086)"
"6699","Umidità Relativa","%","642","Pavia v. Folperti","77","PV","2002-06-01T00:00:00.000",,"N","5004590","512932","9.164638300630086","45.19467609907785","
,  
(45.19467609907785, 9.164638300630086)"
"6717","Direzione Vento","°","644","Vigevano v.Petrarca","107","PV","2004-01-24T00:00:00.000","2013-10-09T00:00:00.000","S","5019220","489053","8.860310253579987","45.326401500542325","
,  
(45.326401500542325, 8.860310253579987)"
"6723","Precipitazione","mm","644","Vigevano v.Petrarca","107","PV","2004-01-24T00:00:00.000","2013-10-09T00:00:00.000","S","5019220","489053","8.860310253579987","45.326401500542325","
,  
(45.326401500542325, 8.860310253579987)"
"6725","Radiazione Globale","W/m²","644","Vigevano v.Petrarca","107","PV","2004-01-24T00:00:00.000","2013-10-09T00:00:00.000","S","5019220","489053","8.860310253579987","45.326401500542325","
,  
(45.326401500542325, 8.860310253579987)"
"6727","Temperatura","°C","644","Vigevano v.Petrarca","107","PV","2004-01-24T00:00:00.000","2013-10-09T00:00:00.000","S","5019220","489053","8.860310253579987","45.326401500542325","
,  
(45.326401500542325, 8.860310253579987)"
"6728","Umidità Relativa","%","644","Vigevano v.Petrarca","107","PV","2004-01-24T00:00:00.000","2013-10-09T00:00:00.000","S","5019220","489053","8.860310253579987","45.326401500542325","
,  
(45.326401500542325, 8.860310253579987)"
"6729","Velocità Vento","m/s","644","Vigevano v.Petrarca","107","PV","2004-01-24T00:00:00.000","2013-10-09T00:00:00.000","S","5019220","489053","8.860310253579987","45.326401500542325","
,  
(45.326401500542325, 8.860310253579987)"
"6792","Precipitazione","mm","653","Brescia v.Ziziola","125","BS","1997-10-15T00:00:00.000",,"N","5040836","595170","10.218463502801265","45.51455919056731","
,  
(45.51455919056731, 10.218463502801265)"
"6795","Temperatura","°C","653","Brescia v.Ziziola","125","BS","1997-10-17T00:00:00.000",,"N","5040836","595170","10.218463502801265","45.51455919056731","
,  
(45.51455919056731, 10.218463502801265)"
"6796","Umidità Relativa","%","653","Brescia v.Ziziola","125","BS","2003-11-18T00:00:00.000",,"N","5040836","595170","10.218463502801265","45.51455919056731","
,  
(45.51455919056731, 10.218463502801265)"
"6819","Precipitazione","mm","656","Gambara v.Parma","47","BS","1990-01-01T00:00:00.000",,"N","5011493","601945","10.299119496064078","45.24954362474624","
,  
(45.24954362474624, 10.299119496064078)"
"6823","Temperatura","°C","656","Gambara v.Parma","47","BS","1990-01-01T00:00:00.000",,"N","5011493","601945","10.299119496064078","45.24954362474624","
,  
(45.24954362474624, 10.299119496064078)"
"6824","Umidità Relativa","%","656","Gambara v.Parma","47","BS","1999-01-01T00:00:00.000",,"N","5011493","601945","10.299119496064078","45.24954362474624","
,  
(45.24954362474624, 10.299119496064078)"
"6834","Temperatura","°C","657","Lonato del Garda v.del Marchesino","180","BS","1990-01-01T00:00:00.000",,"N","5035536","615762","10.480772043571283","45.463753136210265","
,  
(45.463753136210265, 10.480772043571283)"
"6835","Umidità Relativa","%","657","Lonato del Garda v.del Marchesino","180","BS","1999-01-01T00:00:00.000",,"N","5035536","615762","10.480772043571283","45.463753136210265","
,  
(45.463753136210265, 10.480772043571283)"
"6846","Precipitazione","mm","659","Odolo v.Praes","349","BS","2006-02-22T00:00:00.000",,"N","5055661","608260","10.38929530279196","45.64604963372525","
,  
(45.64604963372525, 10.38929530279196)"
"6849","Temperatura","°C","659","Odolo v.Praes","349","BS","1990-10-08T00:00:00.000",,"N","5055661","608260","10.38929530279196","45.64604963372525","
,  
(45.64604963372525, 10.38929530279196)"
"6850","Umidità Relativa","%","659","Odolo v.Praes","349","BS","1999-01-01T00:00:00.000",,"N","5055661","608260","10.38929530279196","45.64604963372525","
,  
(45.64604963372525, 10.38929530279196)"
"6986","Precipitazione","mm","679","Valmadrera v.Pozzi","247","LC","2006-01-21T00:00:00.000",,"N","5076576","527307","9.351658166127958","45.842207261022544","
,  
(45.842207261022544, 9.351658166127958)"
"6987","Direzione Vento","°","679","Valmadrera v.Pozzi","247","LC","2006-03-01T00:00:00.000",,"N","5076576","527307","9.351658166127958","45.842207261022544","
,  
(45.842207261022544, 9.351658166127958)"
"6992","Temperatura","°C","679","Valmadrera v.Pozzi","247","LC","2006-02-02T00:00:00.000",,"N","5076576","527307","9.351658166127958","45.842207261022544","
,  
(45.842207261022544, 9.351658166127958)"
"6994","Umidità Relativa","%","679","Valmadrera v.Pozzi","247","LC","2006-02-02T00:00:00.000",,"N","5076576","527307","9.351658166127958","45.842207261022544","
,  
(45.842207261022544, 9.351658166127958)"
"7028","Radiazione Globale","W/m²","687","Ferno v.Di Dio","215","VA","2006-11-21T00:00:00.000",,"N","5051773","481053","8.756970445453431","45.61924377994763","
,  
(45.61924377994763, 8.756970445453431)"
"7029","Temperatura","°C","687","Ferno v.Di Dio","215","VA","2006-11-05T00:00:00.000",,"N","5051773","481053","8.756970445453431","45.61924377994763","
,  
(45.61924377994763, 8.756970445453431)"
"7030","Umidità Relativa","%","687","Ferno v.Di Dio","215","VA","2006-11-05T00:00:00.000",,"N","5051773","481053","8.756970445453431","45.61924377994763","
,  
(45.61924377994763, 8.756970445453431)"
"7042","Direzione Vento","°","695","Ponti sul Mincio v.San Martino","113","MN","2006-12-19T00:00:00.000",,"N","5030184","631718","10.683357343786835","45.41277169168634","
,  
(45.41277169168634, 10.683357343786835)"
"7043","Precipitazione","mm","695","Ponti sul Mincio v.San Martino","113","MN","2006-12-19T00:00:00.000",,"N","5030184","631718","10.683357343786835","45.41277169168634","
,  
(45.41277169168634, 10.683357343786835)"
"7045","Radiazione Globale","W/m²","695","Ponti sul Mincio v.San Martino","113","MN","2006-12-19T00:00:00.000",,"N","5030184","631718","10.683357343786835","45.41277169168634","
,  
(45.41277169168634, 10.683357343786835)"
"7046","Temperatura","°C","695","Ponti sul Mincio v.San Martino","113","MN","2006-12-19T00:00:00.000",,"N","5030184","631718","10.683357343786835","45.41277169168634","
,  
(45.41277169168634, 10.683357343786835)"
"7047","Umidità Relativa","%","695","Ponti sul Mincio v.San Martino","113","MN","2006-12-19T00:00:00.000",,"N","5030184","631718","10.683357343786835","45.41277169168634","
,  
(45.41277169168634, 10.683357343786835)"
"7048","Velocità Vento","m/s","695","Ponti sul Mincio v.San Martino","113","MN","2006-12-19T00:00:00.000",,"N","5030184","631718","10.683357343786835","45.41277169168634","
,  
(45.41277169168634, 10.683357343786835)"
"8001","Precipitazione","mm","855","Varzi v.Mazzini","485","PV","1998-01-01T00:00:00.000","2018-09-19T00:00:00.000","S","4963189","515657","9.198041879809711","44.82193482377759","
,  
(44.82193482377759, 9.198041879809711)"
"8002","Temperatura","°C","855","Varzi v.Mazzini","485","PV","1998-01-01T00:00:00.000","2018-09-19T00:00:00.000","S","4963189","515657","9.198041879809711","44.82193482377759","
,  
(44.82193482377759, 9.198041879809711)"
"8004","Precipitazione","mm","857","Santa Margherita di Staffora Passo del Giovà","1363","PV","1998-01-01T00:00:00.000",,"N","4947846","517168","9.216637428084992","44.68377850348632","
,  
(44.68377850348632, 9.216637428084992)"
"8005","Temperatura","°C","857","Santa Margherita di Staffora Passo del Giovà","1363","PV","1998-01-01T00:00:00.000",,"N","4947846","517168","9.216637428084992","44.68377850348632","
,  
(44.68377850348632, 9.216637428084992)"
"8006","Precipitazione","mm","856","Fortunago","501","PV","1998-01-01T00:00:00.000",,"N","4973248","515391","9.19498278361842","44.91249258331864","
,  
(44.91249258331864, 9.19498278361842)"
"8007","Temperatura","°C","856","Fortunago","501","PV","1998-01-01T00:00:00.000",,"N","4973248","515391","9.19498278361842","44.91249258331864","
,  
(44.91249258331864, 9.19498278361842)"
"8008","Temperatura","°C","835","Valdisotto Oga S. Colombano","2300","SO","1992-01-01T00:00:00.000",,"N","5145272","600293","10.305951823970043","46.45356305894081","
,  
(46.45356305894081, 10.305951823970043)"
"8009","Altezza Neve","cm","835","Valdisotto Oga S. Colombano","2300","SO","1992-01-01T00:00:00.000",,"N","5145272","600293","10.305951823970043","46.45356305894081","
,  
(46.45356305894081, 10.305951823970043)"
"8010","Precipitazione","mm","835","Valdisotto Oga S. Colombano","2300","SO","1992-01-01T00:00:00.000",,"N","5145272","600293","10.305951823970043","46.45356305894081","
,  
(46.45356305894081, 10.305951823970043)"
"8011","Umidità Relativa","%","835","Valdisotto Oga S. Colombano","2300","SO","1992-01-01T00:00:00.000",,"N","5145272","600293","10.305951823970043","46.45356305894081","
,  
(46.45356305894081, 10.305951823970043)"
"8013","Temperatura","°C","833","Gerola Alta Pescegallo","1875","SO","1992-01-01T00:00:00.000",,"N","5097116","544202","9.571116796075925","46.0261906266171","
,  
(46.0261906266171, 9.571116796075925)"
"8014","Altezza Neve","cm","833","Gerola Alta Pescegallo","1875","SO","1992-01-01T00:00:00.000",,"N","5097116","544202","9.571116796075925","46.0261906266171","
,  
(46.0261906266171, 9.571116796075925)"
"8015","Precipitazione","mm","833","Gerola Alta Pescegallo","1875","SO","1992-01-01T00:00:00.000",,"N","5097116","544202","9.571116796075925","46.0261906266171","
,  
(46.0261906266171, 9.571116796075925)"
"8016","Temperatura","°C","836","Aprica","1950","SO","1992-01-01T00:00:00.000",,"N","5109097","588704","10.148256664341748","46.1296816331299","
,  
(46.1296816331299, 10.148256664341748)"
"8017","Altezza Neve","cm","836","Aprica","1950","SO","1992-01-01T00:00:00.000",,"N","5109097","588704","10.148256664341748","46.1296816331299","
,  
(46.1296816331299, 10.148256664341748)"
"8018","Precipitazione","mm","836","Aprica","1950","SO","1992-01-01T00:00:00.000",,"N","5109097","588704","10.148256664341748","46.1296816331299","
,  
(46.1296816331299, 10.148256664341748)"
"8019","Temperatura","°C","846","Edolo Pantano d`Avio","2108","BS","1993-05-01T00:00:00.000",,"N","5114768","613679","10.472817754713557","46.1770002163179","
,  
(46.1770002163179, 10.472817754713557)"
"8020","Altezza Neve","cm","846","Edolo Pantano d`Avio","2108","BS","1993-05-01T00:00:00.000",,"N","5114768","613679","10.472817754713557","46.1770002163179","
,  
(46.1770002163179, 10.472817754713557)"
"8021","Precipitazione","mm","846","Edolo Pantano d`Avio","2108","BS","1993-05-01T00:00:00.000",,"N","5114768","613679","10.472817754713557","46.1770002163179","
,  
(46.1770002163179, 10.472817754713557)"
"8024","Altezza Neve","cm","847","Carona Carisole","1954","BG","1993-09-27T00:00:00.000",,"N","5098634","561423","9.793799590056548","46.03852339399498","
,  
(46.03852339399498, 9.793799590056548)"
"8025","Precipitazione","mm","847","Carona Carisole","1954","BG","1993-07-01T00:00:00.000",,"N","5098634","561423","9.793799590056548","46.03852339399498","
,  
(46.03852339399498, 9.793799590056548)"
"8027","Temperatura","°C","848","Livigno La Vallaccia","2660","SO","1993-09-11T00:00:00.000",,"N","5147768","591251","10.188728513795667","46.47730494291044","
,  
(46.47730494291044, 10.188728513795667)"
"8028","Altezza Neve","cm","848","Livigno La Vallaccia","2660","SO","1993-09-13T00:00:00.000",,"N","5147768","591251","10.188728513795667","46.47730494291044","
,  
(46.47730494291044, 10.188728513795667)"
"8029","Precipitazione","mm","848","Livigno La Vallaccia","2660","SO","1993-09-11T00:00:00.000",,"N","5147768","591251","10.188728513795667","46.47730494291044","
,  
(46.47730494291044, 10.188728513795667)"
"8030","Umidità Relativa","%","848","Livigno La Vallaccia","2660","SO","1993-09-11T00:00:00.000",,"N","5147768","591251","10.188728513795667","46.47730494291044","
,  
(46.47730494291044, 10.188728513795667)"
"8092","Temperatura","°C","832","Lanzada Palù","2151","SO","1992-01-01T00:00:00.000",,"N","5126972","568128","9.884519789844443","46.29290281845888","
,  
(46.29290281845888, 9.884519789844443)"
"8093","Altezza Neve","cm","832","Lanzada Palù","2151","SO","1992-01-01T00:00:00.000",,"N","5126972","568128","9.884519789844443","46.29290281845888","
,  
(46.29290281845888, 9.884519789844443)"
"8094","Precipitazione","mm","832","Lanzada Palù","2151","SO","1992-01-01T00:00:00.000",,"N","5126972","568128","9.884519789844443","46.29290281845888","
,  
(46.29290281845888, 9.884519789844443)"
"8095","Precipitazione","mm","912","Foppolo","1682","BG","1998-01-01T00:00:00.000",,"N","5099046","558502","9.756104062898737","46.04248712086998","
,  
(46.04248712086998, 9.756104062898737)"
"8096","Temperatura","°C","912","Foppolo","1682","BG","1998-01-01T00:00:00.000",,"N","5099046","558502","9.756104062898737","46.04248712086998","
,  
(46.04248712086998, 9.756104062898737)"
"8097","Precipitazione","mm","822","Valtorta","982","BG","1998-01-01T00:00:00.000",,"N","5091256","541747","9.538885913106554","45.9736050452045","
,  
(45.9736050452045, 9.538885913106554)"
"8098","Precipitazione","mm","823","Piazza Brembana vivaio","510","BG","1998-01-01T00:00:00.000",,"N","5088280","552145","9.672774505299234","45.94610999784736","
,  
(45.94610999784736, 9.672774505299234)"
"8099","Livello Idrometrico","cm","815","Arena Po Spessa","64","PV","1998-01-01T00:00:00.000",,"N","4994306","527217","9.345938883580919","45.101697434433746","
,  
(45.101697434433746, 9.345938883580919)"
"8101","Livello Idrometrico","cm","849","Borgoforte SS 12","18","MN","1998-01-01T00:00:00.000",,"N","4989487","638276","10.755816426143896","45.0453426917665","
,  
(45.0453426917665, 10.755816426143896)"
"8103","Precipitazione","mm","851","Treviso Bresciano Cavacca","1147","BS","1998-01-01T00:00:00.000",,"N","5064493","616659","10.49916508690631","45.724156472747715","
,  
(45.724156472747715, 10.49916508690631)"
"8104","Temperatura","°C","851","Treviso Bresciano Cavacca","1147","BS","1998-01-01T00:00:00.000",,"N","5064493","616659","10.49916508690631","45.724156472747715","
,  
(45.724156472747715, 10.49916508690631)"
"8105","Livello Idrometrico","cm","852","Lavenone Galleria Agricoltori - fiume","370","BS","1998-01-01T00:00:00.000",,"N","5065630","612858","10.450600005181231","45.735017491359756","
,  
(45.735017491359756, 10.450600005181231)"
"8107","Livello Idrometrico","cm","853","Idro SS 237","388","BS","1998-01-01T00:00:00.000",,"N","5065944","613772","10.46241785538694","45.73769306662462","
,  
(45.73769306662462, 10.46241785538694)"
"8110","Livello Idrometrico","cm","826","Gavardo SP 116","205","BS","1998-01-01T00:00:00.000",,"N","5049767","612403","10.44108604357676","45.59235602705005","
,  
(45.59235602705005, 10.44108604357676)"
"8111","Precipitazione","mm","818","Gera Lario Fuentes","199","CO","1998-01-01T00:00:00.000",,"N","5110832","531836","9.41226415814798","46.150320945462944","
,  
(46.150320945462944, 9.41226415814798)"
"8112","Livello Idrometrico","cm","818","Gera Lario Fuentes","199","CO","1998-01-01T00:00:00.000",,"N","5110832","531836","9.41226415814798","46.150320945462944","
,  
(46.150320945462944, 9.41226415814798)"
"8113","Livello Idrometrico","cm","861","Golasecca Miorina","204","VA","1998-07-24T00:00:00.000","2019-01-08T00:00:00.000","S","5060406","472667","8.648921285325104","45.69666750450433","
,  
(45.69666750450433, 8.648921285325104)"
"8114","Livello Idrometrico","cm","862","Lodi v. X Maggio","64","LO","1998-07-24T00:00:00.000",,"N","5018523","539869","9.50868492406451","45.31908017313","
,  
(45.31908017313, 9.50868492406451)"
"8115","Precipitazione","mm","863","Lozza Ponte Vedano","276","VA","1998-07-24T00:00:00.000","2013-03-26T00:00:00.000","S","5069163","489791","8.868684818029294","45.77595113062985","
,  
(45.77595113062985, 8.868684818029294)"
"8116","Temperatura","°C","863","Lozza Ponte Vedano","276","VA","1998-07-24T00:00:00.000","2013-03-26T00:00:00.000","S","5069163","489791","8.868684818029294","45.77595113062985","
,  
(45.77595113062985, 8.868684818029294)"
"8117","Livello Idrometrico","cm","863","Lozza Ponte Vedano","276","VA","1998-07-24T00:00:00.000","2013-03-26T00:00:00.000","S","5069163","489791","8.868684818029294","45.77595113062985","
,  
(45.77595113062985, 8.868684818029294)"
"8118","Livello Idrometrico","cm","864","Castellanza C.so G. Matteotti","206","VA","1998-07-24T00:00:00.000",,"N","5050408","492783","8.907448770265438","45.607178487256796","
,  
(45.607178487256796, 8.907448770265438)"
"8119","Livello Idrometrico","cm","865","Cantù Asnago","244","CO","1998-07-24T00:00:00.000",,"N","5062780","507811","9.100367495780826","45.718530753325425","
,  
(45.718530753325425, 9.100367495780826)"
"8120","Livello Idrometrico","cm","868","Lesmo Peregallo","180","MB","1998-07-24T00:00:00.000",,"N","5053558","523312","9.299103315757197","45.635177402635755","
,  
(45.635177402635755, 9.299103315757197)"
"8121","Livello Idrometrico","cm","866","Paderno Dugnano Palazzolo","168","MI","1998-07-24T00:00:00.000",,"N","5047708","512402","9.158975133893636","45.58280270109661","
,  
(45.58280270109661, 9.158975133893636)"
"8122","Precipitazione","mm","867","Caslino d'Erba v. 4 novembre","427","CO","1998-07-24T00:00:00.000",,"N","5075784","518046","9.232367048211152","45.83538363837243","
,  
(45.83538363837243, 9.232367048211152)"
"8123","Temperatura","°C","867","Caslino d'Erba v. 4 novembre","427","CO","1998-07-24T00:00:00.000",,"N","5075784","518046","9.232367048211152","45.83538363837243","
,  
(45.83538363837243, 9.232367048211152)"
"8124","Livello Idrometrico","cm","867","Caslino d'Erba v. 4 novembre","427","CO","1998-07-24T00:00:00.000",,"N","5075784","518046","9.232367048211152","45.83538363837243","
,  
(45.83538363837243, 9.232367048211152)"
"8125","Livello Idrometrico","cm","869","Milano v.Feltre","127","MI","1998-07-24T00:00:00.000",,"N","5037597","519436","9.248738238564373","45.49163261583995","
,  
(45.49163261583995, 9.248738238564373)"
"8126","Precipitazione","mm","872","Brembate di Sopra Ponte Briolo","260","BG","1998-07-24T00:00:00.000","2011-08-23T00:00:00.000","S","5062019","545719","9.58737970194277","45.71021531324666","
,  
(45.71021531324666, 9.58737970194277)"
"8127","Temperatura","°C","872","Brembate di Sopra Ponte Briolo","260","BG","1998-07-24T00:00:00.000","2011-08-23T00:00:00.000","S","5062019","545719","9.58737970194277","45.71021531324666","
,  
(45.71021531324666, 9.58737970194277)"
"8128","Livello Idrometrico","cm","872","Brembate di Sopra Ponte Briolo","260","BG","1998-07-24T00:00:00.000",,"N","5062019","545719","9.58737970194277","45.71021531324666","
,  
(45.71021531324666, 9.58737970194277)"
"8129","Livello Idrometrico","cm","891","ISOLA S.ANTONIO SS 211","84","AL","2001-04-18T00:00:00.000",,"N","4986960","485996","8.822207521772977","45.03595562068677","
,  
(45.03595562068677, 8.822207521772977)"
"8131","Precipitazione","mm","888","Sonico centrale Edolo","623","BS","2001-11-21T00:00:00.000","2011-11-16T00:00:00.000","S","5113810","603547","10.341376896701949","46.16999622529856","
,  
(46.16999622529856, 10.341376896701949)"
"8133","Temperatura","°C","819","Lozio","994","BS","2001-11-21T00:00:00.000",,"N","5093242","597570","10.259749527330223","45.985806882663645","
,  
(45.985806882663645, 10.259749527330223)"
"8134","Temperatura","°C","820","Pisogne","842","BS","2001-11-21T00:00:00.000",,"N","5074267","589881","10.156944059526895","45.81610845411331","
,  
(45.81610845411331, 10.156944059526895)"
"8135","Precipitazione","mm","874","Sarnico v. Roma","197","BG","2001-04-12T00:00:00.000",,"N","5057377","574538","9.956880147525977","45.6659359725519","
,  
(45.6659359725519, 9.956880147525977)"
"8136","Temperatura","°C","874","Sarnico v. Roma","197","BG","2001-04-12T00:00:00.000",,"N","5057377","574538","9.956880147525977","45.6659359725519","
,  
(45.6659359725519, 9.956880147525977)"
"8137","Precipitazione","mm","875","Bagolino Valle Dorizzo","1226","BS","2001-06-06T00:00:00.000","2012-11-13T00:00:00.000","S","5081485","612286","10.446939834207004","45.877770447155235","
,  
(45.877770447155235, 10.446939834207004)"
"8138","Temperatura","°C","875","Bagolino Valle Dorizzo","1226","BS","2001-06-06T00:00:00.000","2012-11-14T00:00:00.000","S","5081485","612286","10.446939834207004","45.877770447155235","
,  
(45.877770447155235, 10.446939834207004)"
"8139","Precipitazione","mm","876","Caino","428","BS","2001-02-01T00:00:00.000",,"N","5051536","603100","10.32222236530351","45.609716699915786","
,  
(45.609716699915786, 10.32222236530351)"
"8140","Temperatura","°C","876","Caino","428","BS","2001-02-01T00:00:00.000",,"N","5051536","603100","10.32222236530351","45.609716699915786","
,  
(45.609716699915786, 10.32222236530351)"
"8141","Livello Idrometrico","cm","877","Bovegno ponte Zigole","572","BS","2001-06-06T00:00:00.000",,"N","5070534","598195","10.263176916054862","45.78138358113339","
,  
(45.78138358113339, 10.263176916054862)"
"8142","Livello Idrometrico","cm","878","Darfo Boario Terme SS 42","205","BS","2001-11-21T00:00:00.000","2015-12-13T00:00:00.000","S","5080335","589760","10.156517904580568","45.87072867351144","
,  
(45.87072867351144, 10.156517904580568)"
"8143","Livello Idrometrico","cm","879","Capriolo SP12","178","BS","2001-02-01T00:00:00.000",,"N","5055325","571386","9.916120527651652","45.64780024585513","
,  
(45.64780024585513, 9.916120527651652)"
"8145","Temperatura","°C","889","Torre Boldone","311","BG","2001-11-21T00:00:00.000",,"N","5063070","555269","9.710185460541974","45.718977777624474","
,  
(45.718977777624474, 9.710185460541974)"
"8146","Temperatura","°C","824","Clusone Campo Sportivo","591","BG","2001-11-21T00:00:00.000","2015-07-21T00:00:00.000","S","5081860","573451","9.94664890837357","45.88638608740617","
,  
(45.88638608740617, 9.94664890837357)"
"8147","Livello Idrometrico","cm","882","Montodine ponte","63","CR","2000-07-06T00:00:00.000",,"N","5014643","555776","9.71119063801226","45.28307307128212","
,  
(45.28307307128212, 9.71119063801226)"
"8148","Livello Idrometrico","cm","883","Costa Masnaga Lambrugo","248","LC","2001-10-17T00:00:00.000",,"N","5067757","519381","9.249234526547621","45.76309975910976","
,  
(45.76309975910976, 9.249234526547621)"
"8149","Precipitazione","mm","890","Milano v.Confalonieri","122","MI","2006-06-28T00:00:00.000","2012-04-02T00:00:00.000","S","5037078","515100","9.19323132277657","45.487068399194094","
,  
(45.487068399194094, 9.19323132277657)"
"8150","Precipitazione","mm","884","Cuveglio","294","VA","2000-07-06T00:00:00.000",,"N","5083338","480047","8.742764505384635","45.90332054442589","
,  
(45.90332054442589, 8.742764505384635)"
"8151","Temperatura","°C","884","Cuveglio","294","VA","2000-07-06T00:00:00.000",,"N","5083338","480047","8.742764505384635","45.90332054442589","
,  
(45.90332054442589, 8.742764505384635)"
"8152","Precipitazione","mm","885","Arcisate","383","VA","2000-07-05T00:00:00.000",,"N","5076955","491501","8.890542676800244","45.84610717798399","
,  
(45.84610717798399, 8.890542676800244)"
"8153","Livello Idrometrico","cm","886","Vigevano SS494","94","PV","2000-05-25T00:00:00.000",,"N","5020886","490573","8.879674491227794","45.341419871961165","
,  
(45.341419871961165, 8.879674491227794)"
"8154","Livello Idrometrico","cm","816","Sermide e Felonica SP 91","10","MN","2000-01-20T00:00:00.000",,"N","4987208","680433","11.289925972511382","45.015363087231634","
,  
(45.015363087231634, 11.289925972511382)"
"8155","Precipitazione","mm","817","Pavia SS 35","71","PV","2000-05-04T00:00:00.000",,"N","5003026","511523","9.14666411623237","45.18062204522296","
,  
(45.18062204522296, 9.14666411623237)"
"8157","Temperatura","°C","817","Pavia SS 35","71","PV","2000-05-04T00:00:00.000",,"N","5003026","511523","9.14666411623237","45.18062204522296","
,  
(45.18062204522296, 9.14666411623237)"
"8158","Livello Idrometrico","cm","887","Cremona SP 10","40","CR","2001-02-01T00:00:00.000",,"N","4997693","578223","9.994708945906094","45.128378332379725","
,  
(45.128378332379725, 9.994708945906094)"
"8160","Precipitazione","mm","824","Clusone Campo Sportivo","591","BG","2001-11-21T00:00:00.000","2015-07-21T00:00:00.000","S","5081860","573451","9.94664890837357","45.88638608740617","
,  
(45.88638608740617, 9.94664890837357)"
"8161","Precipitazione","mm","889","Torre Boldone","311","BG","2001-11-21T00:00:00.000",,"N","5063070","555269","9.710185460541974","45.718977777624474","
,  
(45.718977777624474, 9.710185460541974)"
"8162","Temperatura","°C","869","Milano v.Feltre","127","MI","2000-07-05T00:00:00.000",,"N","5037597","519436","9.248738238564373","45.49163261583995","
,  
(45.49163261583995, 9.248738238564373)"
"8163","Precipitazione","mm","859","Luino v. Piero Chiara","205","VA","2000-07-05T00:00:00.000",,"N","5094539","480080","8.742723870723832","46.004134164051614","
,  
(46.004134164051614, 8.742723870723832)"
"8164","Temperatura","°C","859","Luino v. Piero Chiara","205","VA","2000-07-05T00:00:00.000",,"N","5094539","480080","8.742723870723832","46.004134164051614","
,  
(46.004134164051614, 8.742723870723832)"
"8165","Precipitazione","mm","870","Como viale Geno","200","CO","2000-07-05T00:00:00.000",,"N","5074080","506207","9.079902000578425","45.82025491696097","
,  
(45.82025491696097, 9.079902000578425)"
"8166","Temperatura","°C","870","Como viale Geno","200","CO","2000-07-05T00:00:00.000",,"N","5074080","506207","9.079902000578425","45.82025491696097","
,  
(45.82025491696097, 9.079902000578425)"
"8167","Precipitazione","mm","860","Angera v.le Repubblica","202","VA","2000-07-05T00:00:00.000",,"N","5068671","466871","8.573911118839293","45.77080375800646","
,  
(45.77080375800646, 8.573911118839293)"
"8168","Temperatura","°C","885","Arcisate","383","VA","2000-07-05T00:00:00.000",,"N","5076955","491501","8.890542676800244","45.84610717798399","
,  
(45.84610717798399, 8.890542676800244)"
"8169","Precipitazione","mm","820","Pisogne","842","BS","2001-11-21T00:00:00.000",,"N","5074267","589881","10.156944059526895","45.81610845411331","
,  
(45.81610845411331, 10.156944059526895)"
"8170","Precipitazione","mm","819","Lozio","994","BS","2001-11-21T00:00:00.000",,"N","5093242","597570","10.259749527330223","45.985806882663645","
,  
(45.985806882663645, 10.259749527330223)"
"8171","Precipitazione","mm","821","Azzone Dezzo di Scalve","746","BG","2001-12-31T00:00:00.000",,"N","5092134","585424","10.102763140848895","45.97745722373163","
,  
(45.97745722373163, 10.102763140848895)"
"8172","Precipitazione","mm","877","Bovegno ponte Zigole","572","BS","2001-06-06T00:00:00.000",,"N","5070534","598195","10.263176916054862","45.78138358113339","
,  
(45.78138358113339, 10.263176916054862)"
"8173","Precipitazione","mm","905","Cevo","1128","BS","2003-06-18T00:00:00.000",,"N","5103920","606529","10.377774775825152","46.080550839800345","
,  
(46.080550839800345, 10.377774775825152)"
"8174","Precipitazione","mm","909","Bienno","501","BS","2003-01-01T00:00:00.000","2017-03-22T00:00:00.000","S","5088803","599748","10.28693769034457","45.94555081704556","
,  
(45.94555081704556, 10.28693769034457)"
