ANNO,CODICE_ATS_EROGAZIONE,DESCRIZIONE_ATS_EROGAZIONE,COORDINATA_GEOGRAFICA_X,COORDINATA_GEOGRAFICA_Y,POSIZIONE_ATS,CODICE_EROGATORE,DESCRIZIONE_EROGATORE,DESCRIZIONE_TIPOLOGIA_EROGATORE,DESCRIZIONE_TIPO_ENTE,CODICE_BRANCA,DESCRIZIONE_BRANCA,DESCRIZIONE_MACRO_TIPO,PRESTAZIONI_TOT
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",936,OSPEDALE S. LUCA - MI,PRIVATO,IRCCS PRIVATO,265,VISITA GENERALE,ATTIVITA CLINICA,1636
2017,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",727,ASST DI PAVIA,PUBBLICO,ASST,111,ANATOMIA ISTOLOGIA PATOLOGICA-GENETICA,LABORATORIO,42898
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",323,ATS DELLA MONTAGNA,PRIVATO,ATS,251,UROLOGIA,ATTIVITA CLINICA,3441
2017,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",328,ATS DI PAVIA,PRIVATO,ATS,221,PNEUMOLOGIA,ATTIVITA CLINICA,7605
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",704,ASST CENTRO SPECIALISTICO ORTOPEDICO TRAUMATOLOGICO GAETANO PINI/CTO,PUBBLICO,ASST,151,NEUROLOGIA,ATTIVITA CLINICA,7824
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",925,IRCCS OSPEDALE POLICLINICO DI MILANO,PUBBLICO,IRCCS PUBBLICO,101,GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA,ATTIVITA CLINICA,7768
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,"(45.65171815, 10.25368782)",326,ATS DI BRESCIA,PRIVATO,ATS,81,DIAGNOSTICA PER IMMAGINI: RADIOLOGIA DIAGNOSTICA,DIAGNOSTICA PER IMMAGINI,196876
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",327,ATS DELLA VAL PADANA,PRIVATO,ATS,191,ORTOPEDIA E TRAUMATOLOGIA,ATTIVITA CLINICA,37763
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",323,ATS DELLA MONTAGNA,PRIVATO,ATS,115,LABORATORIO IN GENERE,LABORATORIO,46849
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",943,ISTITUTO CLINICO HUMANITAS - ROZZANO,PRIVATO,IRCCS PRIVATO,11,ANESTESIA,ATTIVITA CLINICA,1397
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",717,ASST DI VIMERCATE,PUBBLICO,ASST,231,PSICHIATRIA,ATTIVITA CLINICA,6461
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",718,ASST PAPA GIOVANNI XXIII,PUBBLICO,ASST,85,DIAGNOSTICA PER IMMAGINI: TAC,DIAGNOSTICA PER IMMAGINI,12817
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",720,ASST DI BERGAMO EST,PUBBLICO,ASST,271,NEUROPSICHIATRIA INFANTILE,ATTIVITA CLINICA,29043
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",705,ASST OVEST MILANESE,PUBBLICO,ASST,111,ANATOMIA ISTOLOGIA PATOLOGICA-GENETICA,LABORATORIO,63320
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",714,ASST DELLA VALCAMONICA,PUBBLICO,ATS,112,CHIMICA CLINICA,LABORATORIO,515138
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",718,ASST PAPA GIOVANNI XXIII,PUBBLICO,ASST,113,IMMUNOEMATOLOGIA-TRASFUSIONALE,LABORATORIO,605695
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",322,ATS DELL'INSUBRIA,PRIVATO,ATS,171,ODONTOSTOMATOLOGIA - CHIRURGIA MAXILLO FACCIALE,ATTIVITA CLINICA,61916
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",923,ISTITUTO NEUROLOGICO BESTA - MI,PUBBLICO,IRCCS PUBBLICO,41,CHIRURGIA PLASTICA,ATTIVITA CLINICA,1
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",935,S. RAFFAELE- MI,PRIVATO,IRCCS PRIVATO,83,DIAGNOSTICA PER IMMAGINI: ECOGRAFIA,DIAGNOSTICA PER IMMAGINI,11534
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",941,ISTITUTO EUROPEO DI ONCOLOGIA,PRIVATO,IRCCS PRIVATO,113,IMMUNOEMATOLOGIA-TRASFUSIONALE,LABORATORIO,56777
2017,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",727,ASST DI PAVIA,PUBBLICO,ASST,141,NEUROCHIRURGIA,ATTIVITA CLINICA,35
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",713,ASST DELLA VALTELLINA E DELL'ALTO LARIO,PUBBLICO,ASST,21,CARDIOLOGIA,ATTIVITA CLINICA,59507
2013,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",328,ATS DI PAVIA,PRIVATO,ATS,111,ANATOMIA ISTOLOGIA PATOLOGICA-GENETICA,LABORATORIO,40897
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",323,ATS DELLA MONTAGNA,PRIVATO,ATS,71,DIAGNOSTICA PER IMMAGINI: MEDICINA NUCLEARE,DIAGNOSTICA PER IMMAGINI,1389
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",943,ISTITUTO CLINICO HUMANITAS - ROZZANO,PRIVATO,IRCCS PRIVATO,11,ANESTESIA,ATTIVITA CLINICA,1054
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",701,ASST GRANDE OSPEDALE METROPOLITANO NIGUARDA,PUBBLICO,ASST,261,ALTRO IN GENERE,ATTIVITA CLINICA,26954
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",710,ASST DEI SETTE LAGHI,PUBBLICO,ASST,133,DIALISI IN REGIME DI RICOVERO,ATTIVITA CLINICA,1034
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",710,ASST DEI SETTE LAGHI,PUBBLICO,ASST,85,DIAGNOSTICA PER IMMAGINI: TAC,DIAGNOSTICA PER IMMAGINI,23774
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",943,ISTITUTO CLINICO HUMANITAS - ROZZANO,PRIVATO,IRCCS PRIVATO,113,IMMUNOEMATOLOGIA-TRASFUSIONALE,LABORATORIO,188079
2017,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",940,FOND. CL. DEL LAVORO - MONTESCANO,PRIVATO,IRCCS PRIVATO,121,MEDICINA FISICA E RIABILITAZIONE,ATTIVITA CLINICA,7237
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",323,ATS DELLA MONTAGNA,PRIVATO,ATS,81,DIAGNOSTICA PER IMMAGINI: RADIOLOGIA DIAGNOSTICA,DIAGNOSTICA PER IMMAGINI,19649
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",724,ASST DI CREMONA,PUBBLICO,ASST,261,ALTRO IN GENERE,MAC,11090
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",715,ASST DI LECCO,PUBBLICO,ASST,221,PNEUMOLOGIA,ATTIVITA CLINICA,3469
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",714,ASST DELLA VALCAMONICA,PUBBLICO,ATS,111,ANATOMIA ISTOLOGIA PATOLOGICA-GENETICA,LABORATORIO,15944
2017,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",924,POLICLINICO S. MATTEO - PV,PUBBLICO,IRCCS PUBBLICO,71,DIAGNOSTICA PER IMMAGINI: MEDICINA NUCLEARE,DIAGNOSTICA PER IMMAGINI,6372
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",936,OSPEDALE S. LUCA - MI,PRIVATO,IRCCS PRIVATO,83,DIAGNOSTICA PER IMMAGINI: ECOGRAFIA,DIAGNOSTICA PER IMMAGINI,60117
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",701,ASST GRANDE OSPEDALE METROPOLITANO NIGUARDA,PUBBLICO,ASST,261,ALTRO IN GENERE,MAC,39891
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",725,ASST DI MANTOVA,PUBBLICO,ASST,264,VISITA DI CONTROLLO,ATTIVITA CLINICA,101675
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",705,ASST OVEST MILANESE,PUBBLICO,ASST,83,DIAGNOSTICA PER IMMAGINI: ECOGRAFIA,DIAGNOSTICA PER IMMAGINI,35566
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",713,ASST DELLA VALTELLINA E DELL'ALTO LARIO,PUBBLICO,ASST,161,OCULISTICA,ATTIVITA CLINICA,29308
2012,30,REGIONE LOMBARDIA,,,,,,PUBBLICO,,263,CONSULTO COMPLESSIVO,ATTIVITA CLINICA,17385
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",711,ASST DELLA VALLE OLONA,PUBBLICO,ASST,131,NEFROLOGIA,ATTIVITA CLINICA,52698
2017,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",924,POLICLINICO S. MATTEO - PV,PUBBLICO,IRCCS PUBBLICO,191,ORTOPEDIA E TRAUMATOLOGIA,ATTIVITA CLINICA,29566
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",725,ASST DI MANTOVA,PUBBLICO,ASST,151,NEUROLOGIA,ATTIVITA CLINICA,16372
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,"(45.65171815, 10.25368782)",326,ATS DI BRESCIA,PRIVATO,ATS,85,DIAGNOSTICA PER IMMAGINI: TAC,DIAGNOSTICA PER IMMAGINI,39103
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",322,ATS DELL'INSUBRIA,PRIVATO,ATS,131,NEFROLOGIA,ATTIVITA CLINICA,12386
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",321,ATS DELLA CITTA' METROPOLITANA DI MILANO,PRIVATO,ATS,271,NEUROPSICHIATRIA INFANTILE,ATTIVITA CLINICA,7103
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",706,ASST RHODENSE,PUBBLICO,ASST,41,CHIRURGIA PLASTICA,ATTIVITA CLINICA,5225
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",725,ASST DI MANTOVA,PUBBLICO,ASST,31,CHIRURGIA GENERALE,ATTIVITA CLINICA,9552
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",714,ASST DELLA VALCAMONICA,PUBBLICO,ATS,51,CHIRURGIA VASCOLARE  - ANGIOLOGIA,ATTIVITA CLINICA,258
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,"(45.65171815, 10.25368782)",326,ATS DI BRESCIA,PRIVATO,ATS,211,OTORINOLARINGOIATRIA,ATTIVITA CLINICA,31605
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",931,IST.SCIENT. E. MEDEA - BOSISIO PARINI,PRIVATO,IRCCS PRIVATO,161,OCULISTICA,ATTIVITA CLINICA,7407
2013,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",938,FOND. CLINICA DEL LAVORO - PAVIA,PRIVATO,IRCCS PRIVATO,61,DERMOSIFILOPATIA,ATTIVITA CLINICA,39742
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",701,ASST GRANDE OSPEDALE METROPOLITANO NIGUARDA,PUBBLICO,ASST,71,DIAGNOSTICA PER IMMAGINI: MEDICINA NUCLEARE,DIAGNOSTICA PER IMMAGINI,9389
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",707,ASST NORD MILANO,PUBBLICO,ASST,82,DIAGNOSTICA PER IMMAGINI: INTERVENTISTICA,DIAGNOSTICA PER IMMAGINI,106
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",714,ASST DELLA VALCAMONICA,PUBBLICO,ATS,91,ENDOCRINOLOGIA,ATTIVITA CLINICA,9699
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",931,IST.SCIENT. E. MEDEA - BOSISIO PARINI,PRIVATO,IRCCS PRIVATO,21,CARDIOLOGIA,ATTIVITA CLINICA,49
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",324,ATS DELLA BRIANZA,PRIVATO,ATS,132,DIALISI,ATTIVITA CLINICA,9576
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",710,ASST DEI SETTE LAGHI,PUBBLICO,ASST,51,CHIRURGIA VASCOLARE  - ANGIOLOGIA,ATTIVITA CLINICA,2373
2017,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",939,ISTITUTO MONDINO - PAVIA,PRIVATO,IRCCS PRIVATO,111,ANATOMIA ISTOLOGIA PATOLOGICA-GENETICA,LABORATORIO,989
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",325,ATS DI BERGAMO,PRIVATO,ATS,51,CHIRURGIA VASCOLARE  - ANGIOLOGIA,ATTIVITA CLINICA,7990
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",720,ASST DI BERGAMO EST,PUBBLICO,ASST,71,DIAGNOSTICA PER IMMAGINI: MEDICINA NUCLEARE,DIAGNOSTICA PER IMMAGINI,3448
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",937,PRO JOVENTUDE DON C. GNOCCHI - MI,PRIVATO,IRCCS PRIVATO,264,VISITA DI CONTROLLO,ATTIVITA CLINICA,3465
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",947,ISTITUTO POLICLINICO SAN DONATO MILANESE,PRIVATO,IRCCS PRIVATO,181,ONCOLOGIA,ATTIVITA CLINICA,5655
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",726,ASST DI CREMA,PUBBLICO,ASST,113,IMMUNOEMATOLOGIA-TRASFUSIONALE,LABORATORIO,283018
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",943,ISTITUTO CLINICO HUMANITAS - ROZZANO,PRIVATO,IRCCS PRIVATO,BIC,BIC,BIC,4308
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",725,ASST DI MANTOVA,PUBBLICO,ASST,261,ALTRO IN GENERE,MAC,20754
2017,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",727,ASST DI PAVIA,PUBBLICO,ASST,121,MEDICINA FISICA E RIABILITAZIONE,ATTIVITA CLINICA,76904
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",712,ASST LARIANA,PUBBLICO,ASST,83,DIAGNOSTICA PER IMMAGINI: ECOGRAFIA,DIAGNOSTICA PER IMMAGINI,21127
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",716,ASST DI MONZA,PUBBLICO,ASST,21,CARDIOLOGIA,ATTIVITA CLINICA,102659
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",713,ASST DELLA VALTELLINA E DELL'ALTO LARIO,PUBBLICO,ASST,261,ALTRO IN GENERE,ATTIVITA CLINICA,20251
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",713,ASST DELLA VALTELLINA E DELL'ALTO LARIO,PUBBLICO,ASST,271,NEUROPSICHIATRIA INFANTILE,ATTIVITA CLINICA,24932
2013,30,REGIONE LOMBARDIA,,,,,,PRIVATO,,251,UROLOGIA,ATTIVITA CLINICA,181790
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",708,ASST MELEGNANO E DELLA MARTESANA,PUBBLICO,ASST,84,DIAGNOSTICA PER IMMAGINI: RMN,DIAGNOSTICA PER IMMAGINI,2438
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",922,ISTITUTO NAZIONALE DEI TUMORI- MI,PUBBLICO,IRCCS PUBBLICO,BIC,BIC,BIC,3
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",324,ATS DELLA BRIANZA,PRIVATO,ATS,111,ANATOMIA ISTOLOGIA PATOLOGICA-GENETICA,LABORATORIO,85768
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",323,ATS DELLA MONTAGNA,PRIVATO,ATS,101,GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA,ATTIVITA CLINICA,1516
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",934,FOND. MONZINO - CENTRO CARDIOLOGICO- MI,PRIVATO,IRCCS PRIVATO,264,VISITA DI CONTROLLO,ATTIVITA CLINICA,10834
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",322,ATS DELL'INSUBRIA,PRIVATO,ATS,263,CONSULTO COMPLESSIVO,ATTIVITA CLINICA,352
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",325,ATS DI BERGAMO,PRIVATO,ATS,112,CHIMICA CLINICA,LABORATORIO,1993146
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",709,ASST DI LODI,PUBBLICO,ASST,271,NEUROPSICHIATRIA INFANTILE,ATTIVITA CLINICA,23897
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",949,"I.R.C.C.S. ""FOND.NE  S.MAUGERI - IST. DI RIABILITAZIONE",PRIVATO,IRCCS PRIVATO,221,PNEUMOLOGIA,ATTIVITA CLINICA,1798
2017,30,REGIONE LOMBARDIA,,,,,,PRIVATO,,115,LABORATORIO IN GENERE,LABORATORIO,4824676
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",714,ASST DELLA VALCAMONICA,PUBBLICO,ASST,113,IMMUNOEMATOLOGIA-TRASFUSIONALE,LABORATORIO,2
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",720,ASST DI BERGAMO EST,PUBBLICO,ASST,85,DIAGNOSTICA PER IMMAGINI: TAC,DIAGNOSTICA PER IMMAGINI,11335
2017,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",328,ATS DI PAVIA,PRIVATO,ATS,85,DIAGNOSTICA PER IMMAGINI: TAC,DIAGNOSTICA PER IMMAGINI,12246
2017,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",328,ATS DI PAVIA,PRIVATO,ATS,131,NEFROLOGIA,ATTIVITA CLINICA,386
2013,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",727,ASST DI PAVIA,PUBBLICO,ASST,132,DIALISI,ATTIVITA CLINICA,44676
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",948,MULTIMEDICA HOLDING SPA-SESTO S.G.,PRIVATO,IRCCS PRIVATO,132,DIALISI,ATTIVITA CLINICA,20593
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",718,ASST PAPA GIOVANNI XXIII,PUBBLICO,ASST,131,NEFROLOGIA,ATTIVITA CLINICA,26046
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",726,ASST DI CREMA,PUBBLICO,ASST,31,CHIRURGIA GENERALE,ATTIVITA CLINICA,2818
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,"(45.65171815, 10.25368782)",721,ASST DEGLI SPEDALI CIVILI DI BRESCIA,PUBBLICO,ASST,221,PNEUMOLOGIA,ATTIVITA CLINICA,33493
2017,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",938,FOND. CLINICA DEL LAVORO - PAVIA,PRIVATO,IRCCS PRIVATO,261,ALTRO IN GENERE,ATTIVITA CLINICA,3186
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",946,ISTITUTO ORTOPEDICO GALEAZZI SPA,PRIVATO,IRCCS PRIVATO,113,IMMUNOEMATOLOGIA-TRASFUSIONALE,LABORATORIO,18675
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",713,ASST DELLA VALTELLINA E DELL'ALTO LARIO,PUBBLICO,ASST,201,OSTETRICIA E GINECOLOGIA,ATTIVITA CLINICA,14811
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",923,ISTITUTO NEUROLOGICO BESTA - MI,PUBBLICO,IRCCS PUBBLICO,21,CARDIOLOGIA,ATTIVITA CLINICA,1108
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",703,ASST FATEBENEFRATELLI SACCO,PUBBLICO,ASST,41,CHIRURGIA PLASTICA,ATTIVITA CLINICA,5355
2017,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",328,ATS DI PAVIA,PRIVATO,ATS,151,NEUROLOGIA,ATTIVITA CLINICA,6161
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",711,ASST DELLA VALLE OLONA,PUBBLICO,ASST,251,UROLOGIA,ATTIVITA CLINICA,18669
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",716,ASST DI MONZA,PUBBLICO,ASST,231,PSICHIATRIA,ATTIVITA CLINICA,8445
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",923,ISTITUTO NEUROLOGICO BESTA - MI,PUBBLICO,IRCCS PUBBLICO,261,ALTRO IN GENERE,MAC,1747
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",714,ASST DELLA VALCAMONICA,PUBBLICO,ATS,112,CHIMICA CLINICA,LABORATORIO,503587
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",714,ASST DELLA VALCAMONICA,PUBBLICO,ATS,191,ORTOPEDIA E TRAUMATOLOGIA,ATTIVITA CLINICA,8580
2013,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",328,ATS DI PAVIA,PRIVATO,ATS,181,ONCOLOGIA,ATTIVITA CLINICA,10637
2017,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",938,FOND. CLINICA DEL LAVORO - PAVIA,PRIVATO,IRCCS PRIVATO,264,VISITA DI CONTROLLO,ATTIVITA CLINICA,487
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",922,ISTITUTO NAZIONALE DEI TUMORI- MI,PUBBLICO,IRCCS PUBBLICO,131,NEFROLOGIA,ATTIVITA CLINICA,5875
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,"(45.68701679, 9.63853045)",718,ASST PAPA GIOVANNI XXIII,PUBBLICO,ASST,211,OTORINOLARINGOIATRIA,ATTIVITA CLINICA,25359
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",327,ATS DELLA VAL PADANA,PRIVATO,ATS,31,CHIRURGIA GENERALE,ATTIVITA CLINICA,13040
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",925,IRCCS OSPEDALE POLICLINICO DI MILANO,PUBBLICO,IRCCS PUBBLICO,141,NEUROCHIRURGIA,ATTIVITA CLINICA,470
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",715,ASST DI LECCO,PUBBLICO,ASST,264,VISITA DI CONTROLLO,ATTIVITA CLINICA,100867
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",705,ASST OVEST MILANESE,PUBBLICO,ASST,201,OSTETRICIA E GINECOLOGIA,ATTIVITA CLINICA,21928
2013,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",727,ASST DI PAVIA,PUBBLICO,ASST,161,OCULISTICA,ATTIVITA CLINICA,46220
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,"(46.33431031, 10.32968894)",714,ASST DELLA VALCAMONICA,PUBBLICO,ATS,264,VISITA DI CONTROLLO,ATTIVITA CLINICA,8789
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",935,S. RAFFAELE- MI,PRIVATO,IRCCS PRIVATO,61,DERMOSIFILOPATIA,ATTIVITA CLINICA,12025
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",707,ASST NORD MILANO,PUBBLICO,ASST,11,ANESTESIA,ATTIVITA CLINICA,19506
