ANNO,PROVINCIA,GENERE,GRUPPO CAUSA DI MORTE,CAUSA DI MORTE,COORDINATA X,COORDINATA Y,NUMERO DECESSI POPOLAZIONE,POSIZIONE
2012,REGIONE LOMBARDIA,M,Cause esterne di traumatismo e avvelenamento,accidenti-di cui accidenti di trasporto,,,471,
2015,ITALIA,F,Malattie del sistema osteomuscolare e del tessuto connettivo,altre malattie del sistema osteomuscolare e del tessuto connettivo,,,1734,
2012,COMO,M,"Sintomi, segni, risultati anomali e cause mal definite",sindrome della morte improvvisa nell'infanzia,9.039360974,45.80216962,,"(45.80216962, 9.039360974)"
2013,MANTOVA,M,Malattie del sistema respiratorio,polmonite,10.77086348,45.14135331,18,"(45.14135331, 10.77086348)"
2012,PAVIA,M,Disturbi psichici e comportamentali,altri disturbi psichici e comportamentali,9.14034225,45.18407925,2,"(45.18407925, 9.14034225)"
2012,REGIONE LOMBARDIA,F,Malattie del sistema circolatorio,malattie ischemiche del cuore-di cui altre malattie ischemiche del cuore,,,3382,
2013,SONDRIO,F,Malattie dell'apparato digerente,altre malattie dell'apparato digerente,9.879429303,46.1707552,21,"(46.1707552, 9.879429303)"
2013,PAVIA,M,Malattie del sistema circolatorio,malattie cerebrovascolari,9.14034225,45.18407925,247,"(45.18407925, 9.14034225)"
2014,COMO,F,Malattie del sistema circolatorio,malattie ischemiche del cuore-di cui altre malattie ischemiche del cuore,9.039360974,45.80216962,161,"(45.80216962, 9.039360974)"
2012,PAVIA,M,Malattie del sistema osteomuscolare e del tessuto connettivo,altre malattie del sistema osteomuscolare e del tessuto connettivo,9.14034225,45.18407925,6,"(45.18407925, 9.14034225)"
2012,ITALIA,F,Cause esterne di traumatismo e avvelenamento,accidenti-di cui annegamento e sommersione accidentali,,,57,
2012,COMO,M,Malattie del sistema circolatorio,altre malattie del cuore,9.039360974,45.80216962,199,"(45.80216962, 9.039360974)"
2013,MONZA E DELLA BRIANZA,F,Malattie del sistema nervoso e degli organi di senso,morbo di parkinson,9.258430902,45.5823624,26,"(45.5823624, 9.258430902)"
2013,SONDRIO,F,Malattie del sistema respiratorio,malattie croniche delle basse vie respiratorie-di cui altre malattie croniche delle basse vie respiratorie,9.879429303,46.1707552,15,"(46.1707552, 9.879429303)"
2014,BRESCIA,F,Malattie dell'apparato genitourinario,altre malattie dell'apparato genitourinario,10.18167955,45.51939749,30,"(45.51939749, 10.18167955)"
2012,MONZA E DELLA BRIANZA,M,Malattie del sistema nervoso e degli organi di senso,malattia di alzheimer,9.258430902,45.5823624,45,"(45.5823624, 9.258430902)"
2012,COMO,M,Malattie del sistema circolatorio,altre malattie del sistema circolatorio,9.039360974,45.80216962,129,"(45.80216962, 9.039360974)"
2012,LECCO,F,Malattie del sistema circolatorio,malattie cerebrovascolari,9.388156645,45.85028614,176,"(45.85028614, 9.388156645)"
2013,PAVIA,M,Malattie dell'apparato digerente,altre malattie dell'apparato digerente,9.14034225,45.18407925,80,"(45.18407925, 9.14034225)"
2012,MILANO,M,"Complicazioni della gravidanza, del parto e del puerperio","complicazioni della gravidanza, del parto e del puerperio",9.18951,45.46427,,"(45.46427, 9.18951)"
2014,VARESE,M,Malattie dell'apparato digerente,"cirrosi, fibrosi ed epatite cronica",8.80650544,45.80041256,39,"(45.80041256, 8.80650544)"
2012,SONDRIO,M,Malattie del sistema respiratorio,influenza,9.879429303,46.1707552,,"(46.1707552, 9.879429303)"
2014,REGIONE LOMBARDIA,F,"Sintomi, segni, risultati anomali e cause mal definite",cause sconosciute e non specificate,,,68,
2012,LODI,M,"Complicazioni della gravidanza, del parto e del puerperio","complicazioni della gravidanza, del parto e del puerperio",9.510140481,45.31535435,,"(45.31535435, 9.510140481)"
2014,VARESE,M,Malattie del sistema nervoso e degli organi di senso,altre malattie del sistema nervoso e degli organi di senso,8.80650544,45.80041256,75,"(45.80041256, 8.80650544)"
2013,MANTOVA,F,Malattie del sistema respiratorio,influenza,10.77086348,45.14135331,1,"(45.14135331, 10.77086348)"
2014,CREMONA,F,Disturbi psichici e comportamentali,altri disturbi psichici e comportamentali,10.0131151,45.13644491,4,"(45.13644491, 10.0131151)"
2015,LECCO,F,Malattie del sistema respiratorio,altre malattie del sistema respiratorio,9.388156645,45.85028614,39,"(45.85028614, 9.388156645)"
2012,SONDRIO,F,Malattie dell'apparato genitourinario,altre malattie dell'apparato genitourinario,9.879429303,46.1707552,5,"(46.1707552, 9.879429303)"
2013,REGIONE LOMBARDIA,F,Malattie del sistema circolatorio,altre malattie del cuore,,,3997,
2014,BRESCIA,F,Malattie dell'apparato genitourinario,malattie del rene e dell'uretere,10.18167955,45.51939749,90,"(45.51939749, 10.18167955)"
2012,MONZA E DELLA BRIANZA,M,"Sintomi, segni, risultati anomali e cause mal definite",cause sconosciute e non specificate,9.258430902,45.5823624,4,"(45.5823624, 9.258430902)"
2015,BRESCIA,F,Malattie del sistema respiratorio,malattie croniche delle basse vie respiratorie-di cui asma,10.18167955,45.51939749,3,"(45.51939749, 10.18167955)"
2012,LECCO,F,Malformazioni congenite ed anomalie cromosomiche,malformazioni congenite ed anomalie cromosomiche,9.388156645,45.85028614,5,"(45.85028614, 9.388156645)"
2015,COMO,M,Malattie del sistema respiratorio,altre malattie del sistema respiratorio,9.039360974,45.80216962,71,"(45.80216962, 9.039360974)"
2014,LECCO,F,"Sintomi, segni, risultati anomali e cause mal definite","altri sintomi, segni, risultati anomali e cause mal definite",9.388156645,45.85028614,33,"(45.85028614, 9.388156645)"
2012,ITALIA,M,Malattie del sistema nervoso e degli organi di senso,altre malattie del sistema nervoso e degli organi di senso,,,4207,
2012,MONZA E DELLA BRIANZA,M,Malattie del sistema respiratorio,altre malattie del sistema respiratorio,9.258430902,45.5823624,58,"(45.5823624, 9.258430902)"
2014,MANTOVA,M,Malattie del sistema osteomuscolare e del tessuto connettivo,artrite reumatoide a osteoartrosi,10.77086348,45.14135331,,"(45.14135331, 10.77086348)"
2013,PAVIA,M,Disturbi psichici e comportamentali,altri disturbi psichici e comportamentali,9.14034225,45.18407925,6,"(45.18407925, 9.14034225)"
2014,BERGAMO,M,Malattie del sistema respiratorio,malattie croniche delle basse vie respiratorie-di cui asma,9.63853045,45.68012929,3,"(45.68012929, 9.63853045)"
2014,MANTOVA,F,Disturbi psichici e comportamentali,altri disturbi psichici e comportamentali,10.77086348,45.14135331,2,"(45.14135331, 10.77086348)"
2013,MONZA E DELLA BRIANZA,M,Malattie del sistema circolatorio,malattie ischemiche del cuore-di cui altre malattie ischemiche del cuore,9.258430902,45.5823624,207,"(45.5823624, 9.258430902)"
2014,MANTOVA,M,Cause esterne di traumatismo e avvelenamento,accidenti-di cui cadute accidentali,10.77086348,45.14135331,11,"(45.14135331, 10.77086348)"
2013,CREMONA,M,Malattie della cute e del tessuto sottocutaneo,malattie della cute e del tessuto sottocutaneo,10.0131151,45.13644491,4,"(45.13644491, 10.0131151)"
2013,REGIONE LOMBARDIA,F,Malattie del sistema circolatorio,altre malattie del sistema circolatorio,,,3561,
2014,VARESE,M,Cause esterne di traumatismo e avvelenamento,accidenti-di cui accidenti di trasporto,8.80650544,45.80041256,36,"(45.80041256, 8.80650544)"
2014,BRESCIA,M,Malformazioni congenite ed anomalie cromosomiche,malformazioni congenite ed anomalie cromosomiche,10.18167955,45.51939749,14,"(45.51939749, 10.18167955)"
2014,SONDRIO,M,Malattie del sistema osteomuscolare e del tessuto connettivo,altre malattie del sistema osteomuscolare e del tessuto connettivo,9.879429303,46.1707552,5,"(46.1707552, 9.879429303)"
2012,REGIONE LOMBARDIA,F,Malattie del sistema nervoso e degli organi di senso,altre malattie del sistema nervoso e degli organi di senso,,,816,
2014,ITALIA,M,Malattie del sistema respiratorio,malattie croniche delle basse vie respiratorie-di cui asma,,,120,
2013,BERGAMO,M,Malattie del sistema circolatorio,altre malattie del sistema circolatorio,9.63853045,45.68012929,168,"(45.68012929, 9.63853045)"
2013,LECCO,F,Malformazioni congenite ed anomalie cromosomiche,malformazioni congenite ed anomalie cromosomiche,9.388156645,45.85028614,4,"(45.85028614, 9.388156645)"
2015,MILANO,F,Malattie del sistema osteomuscolare e del tessuto connettivo,altre malattie del sistema osteomuscolare e del tessuto connettivo,9.18951,45.46427,88,"(45.46427, 9.18951)"
2012,REGIONE LOMBARDIA,M,"Sintomi, segni, risultati anomali e cause mal definite",cause sconosciute e non specificate,,,94,
2013,SONDRIO,M,Cause esterne di traumatismo e avvelenamento,accidenti-di cui cadute accidentali,9.879429303,46.1707552,10,"(46.1707552, 9.879429303)"
2013,SONDRIO,M,Malattie del sistema respiratorio,malattie croniche delle basse vie respiratorie-di cui altre malattie croniche delle basse vie respiratorie,9.879429303,46.1707552,24,"(46.1707552, 9.879429303)"
2014,BRESCIA,M,Disturbi psichici e comportamentali,altri disturbi psichici e comportamentali,10.18167955,45.51939749,12,"(45.51939749, 10.18167955)"
2013,VARESE,M,Malattie del sistema osteomuscolare e del tessuto connettivo,artrite reumatoide a osteoartrosi,8.80650544,45.80041256,2,"(45.80041256, 8.80650544)"
2012,SONDRIO,M,Malformazioni congenite ed anomalie cromosomiche,malformazioni congenite ed anomalie cromosomiche,9.879429303,46.1707552,3,"(46.1707552, 9.879429303)"
2014,BERGAMO,F,Malattie del sistema nervoso e degli organi di senso,morbo di parkinson,9.63853045,45.68012929,35,"(45.68012929, 9.63853045)"
2012,SONDRIO,M,Malattie del sistema respiratorio,malattie croniche delle basse vie respiratorie-di cui altre malattie croniche delle basse vie respiratorie,9.879429303,46.1707552,30,"(46.1707552, 9.879429303)"
2013,LODI,M,Cause esterne di traumatismo e avvelenamento,accidenti-di cui accidenti di trasporto,9.510140481,45.31535435,14,"(45.31535435, 9.510140481)"
2015,BRESCIA,M,Malattie dell'apparato digerente,altre malattie dell'apparato digerente,10.18167955,45.51939749,137,"(45.51939749, 10.18167955)"
2013,SONDRIO,M,Malattie del sistema nervoso e degli organi di senso,altre malattie del sistema nervoso e degli organi di senso,9.879429303,46.1707552,15,"(46.1707552, 9.879429303)"
2012,PAVIA,F,Malattie del sistema respiratorio,polmonite,9.14034225,45.18407925,54,"(45.18407925, 9.14034225)"
2014,VARESE,M,Malformazioni congenite ed anomalie cromosomiche,malformazioni congenite ed anomalie cromosomiche,8.80650544,45.80041256,6,"(45.80041256, 8.80650544)"
2015,LECCO,F,"Sintomi, segni, risultati anomali e cause mal definite",sindrome della morte improvvisa nell'infanzia,9.388156645,45.85028614,,"(45.85028614, 9.388156645)"
2014,SONDRIO,M,Disturbi psichici e comportamentali,"dipendenza da droghe, tossicomania",9.879429303,46.1707552,,"(46.1707552, 9.879429303)"
2014,CREMONA,M,Malattie del sistema respiratorio,polmonite,10.0131151,45.13644491,15,"(45.13644491, 10.0131151)"
2015,ITALIA,F,Malattie del sistema nervoso e degli organi di senso,morbo di parkinson,,,2880,
2012,PAVIA,M,Malattie del sistema circolatorio,malattie cerebrovascolari,9.14034225,45.18407925,231,"(45.18407925, 9.14034225)"
2012,LECCO,F,Cause esterne di traumatismo e avvelenamento,accidenti-di cui accidenti di trasporto,9.388156645,45.85028614,3,"(45.85028614, 9.388156645)"
2015,ITALIA,F,Malattie dell'apparato genitourinario,malattie del rene e dell'uretere,,,5952,
2015,ITALIA,M,Malattie del sistema osteomuscolare e del tessuto connettivo,artrite reumatoide a osteoartrosi,,,208,
2012,PAVIA,M,Malattie del sistema respiratorio,altre malattie del sistema respiratorio,9.14034225,45.18407925,47,"(45.18407925, 9.14034225)"
2012,ITALIA,M,Malattie del sistema circolatorio,malattie ischemiche del cuore-di cui infarto miocardico acuto,,,15212,
2012,MILANO,F,Malattie del sistema circolatorio,malattie ischemiche del cuore-di cui infarto miocardico acuto,9.18951,45.46427,640,"(45.46427, 9.18951)"
2013,COMO,M,Malattie del sistema nervoso e degli organi di senso,malattia di alzheimer,9.039360974,45.80216962,26,"(45.80216962, 9.039360974)"
2012,BRESCIA,F,Disturbi psichici e comportamentali,altri disturbi psichici e comportamentali,10.18167955,45.51939749,18,"(45.51939749, 10.18167955)"
2015,REGIONE LOMBARDIA,M,Alcune condizioni morbose che hanno origine nel periodo perinatale,alcune condizioni morbose che hanno origine nel periodo perinatale,,,66,
2015,MONZA E DELLA BRIANZA,F,Cause esterne di traumatismo e avvelenamento,accidenti-di cui cadute accidentali,9.258430902,45.5823624,13,"(45.5823624, 9.258430902)"
2012,CREMONA,F,Malattie del sistema osteomuscolare e del tessuto connettivo,altre malattie del sistema osteomuscolare e del tessuto connettivo,10.0131151,45.13644491,12,"(45.13644491, 10.0131151)"
2014,MONZA E DELLA BRIANZA,M,Malattie dell'apparato digerente,"ulcera dello stomaco, duodeno e digiuno",9.258430902,45.5823624,3,"(45.5823624, 9.258430902)"
2015,MANTOVA,F,"Sintomi, segni, risultati anomali e cause mal definite","altri sintomi, segni, risultati anomali e cause mal definite",10.77086348,45.14135331,49,"(45.14135331, 10.77086348)"
2013,MONZA E DELLA BRIANZA,M,Malattie del sistema nervoso e degli organi di senso,morbo di parkinson,9.258430902,45.5823624,39,"(45.5823624, 9.258430902)"
2014,LECCO,M,"Complicazioni della gravidanza, del parto e del puerperio","complicazioni della gravidanza, del parto e del puerperio",9.388156645,45.85028614,,"(45.85028614, 9.388156645)"
2012,VARESE,F,"Sintomi, segni, risultati anomali e cause mal definite",cause sconosciute e non specificate,8.80650544,45.80041256,1,"(45.80041256, 8.80650544)"
2012,LODI,F,"Sintomi, segni, risultati anomali e cause mal definite",sindrome della morte improvvisa nell'infanzia,9.510140481,45.31535435,,"(45.31535435, 9.510140481)"
2012,MANTOVA,M,Malattie della cute e del tessuto sottocutaneo,malattie della cute e del tessuto sottocutaneo,10.77086348,45.14135331,,"(45.14135331, 10.77086348)"
2013,CREMONA,F,Malattie del sistema respiratorio,altre malattie del sistema respiratorio,10.0131151,45.13644491,44,"(45.13644491, 10.0131151)"
2012,REGIONE LOMBARDIA,F,Malformazioni congenite ed anomalie cromosomiche,malformazioni congenite ed anomalie cromosomiche,,,93,
2014,MONZA E DELLA BRIANZA,F,Cause esterne di traumatismo e avvelenamento,accidenti-di cui cadute accidentali,9.258430902,45.5823624,29,"(45.5823624, 9.258430902)"
2012,MONZA E DELLA BRIANZA,M,Malattie dell'apparato digerente,altre malattie dell'apparato digerente,9.258430902,45.5823624,75,"(45.5823624, 9.258430902)"
2013,ITALIA,M,Cause esterne di traumatismo e avvelenamento,accidenti-di cui annegamento e sommersione accidentali,,,226,
2015,ITALIA,F,"Sintomi, segni, risultati anomali e cause mal definite",sindrome della morte improvvisa nell'infanzia,,,5,
2012,LODI,F,Malattie del sistema nervoso e degli organi di senso,malattia di alzheimer,9.510140481,45.31535435,31,"(45.31535435, 9.510140481)"
2012,LECCO,F,Malattie dell'apparato digerente,"ulcera dello stomaco, duodeno e digiuno",9.388156645,45.85028614,1,"(45.85028614, 9.388156645)"
2012,BERGAMO,M,Malattie del sistema respiratorio,influenza,9.63853045,45.68012929,3,"(45.68012929, 9.63853045)"
2015,BRESCIA,M,Malattie del sistema respiratorio,altre malattie del sistema respiratorio,10.18167955,45.51939749,127,"(45.51939749, 10.18167955)"
2014,PAVIA,M,"Sintomi, segni, risultati anomali e cause mal definite",sindrome della morte improvvisa nell'infanzia,9.14034225,45.18407925,,"(45.18407925, 9.14034225)"
2014,MILANO,F,"Sintomi, segni, risultati anomali e cause mal definite","altri sintomi, segni, risultati anomali e cause mal definite",9.18951,45.46427,235,"(45.46427, 9.18951)"
2013,COMO,F,Malattie della cute e del tessuto sottocutaneo,malattie della cute e del tessuto sottocutaneo,9.039360974,45.80216962,5,"(45.80216962, 9.039360974)"
2012,BRESCIA,F,"Sintomi, segni, risultati anomali e cause mal definite","altri sintomi, segni, risultati anomali e cause mal definite",10.18167955,45.51939749,67,"(45.51939749, 10.18167955)"
2012,LODI,M,Malattie del sistema nervoso e degli organi di senso,malattia di alzheimer,9.510140481,45.31535435,10,"(45.31535435, 9.510140481)"
2013,VARESE,F,Cause esterne di traumatismo e avvelenamento,accidenti-di cui accidenti di trasporto,8.80650544,45.80041256,10,"(45.80041256, 8.80650544)"
2013,SONDRIO,F,"Sintomi, segni, risultati anomali e cause mal definite",cause sconosciute e non specificate,9.879429303,46.1707552,,"(46.1707552, 9.879429303)"
2012,MONZA E DELLA BRIANZA,F,Malattie del sistema respiratorio,polmonite,9.258430902,45.5823624,76,"(45.5823624, 9.258430902)"
2014,LECCO,M,Malattie del sistema nervoso e degli organi di senso,morbo di parkinson,9.388156645,45.85028614,15,"(45.85028614, 9.388156645)"
2014,REGIONE LOMBARDIA,M,Malattie del sistema nervoso e degli organi di senso,altre malattie del sistema nervoso e degli organi di senso,,,728,
2014,CREMONA,M,Disturbi psichici e comportamentali,"dipendenza da droghe, tossicomania",10.0131151,45.13644491,,"(45.13644491, 10.0131151)"
2014,CREMONA,F,Malattie del sistema circolatorio,malattie cerebrovascolari,10.0131151,45.13644491,252,"(45.13644491, 10.0131151)"
2014,LECCO,F,Malattie del sistema nervoso e degli organi di senso,morbo di parkinson,9.388156645,45.85028614,14,"(45.85028614, 9.388156645)"
2012,BRESCIA,M,Disturbi psichici e comportamentali,altri disturbi psichici e comportamentali,10.18167955,45.51939749,2,"(45.51939749, 10.18167955)"
2015,MONZA E DELLA BRIANZA,M,Malattie del sistema nervoso e degli organi di senso,malattia di alzheimer,9.258430902,45.5823624,69,"(45.5823624, 9.258430902)"
2013,REGIONE LOMBARDIA,F,Cause esterne di traumatismo e avvelenamento,accidenti-di cui annegamento e sommersione accidentali,,,18,
2013,MANTOVA,F,Cause esterne di traumatismo e avvelenamento,accidenti-di cui annegamento e sommersione accidentali,10.77086348,45.14135331,1,"(45.14135331, 10.77086348)"
2014,PAVIA,M,Disturbi psichici e comportamentali,altri disturbi psichici e comportamentali,9.14034225,45.18407925,4,"(45.18407925, 9.14034225)"
2012,MILANO,M,Malattie del sistema circolatorio,malattie ischemiche del cuore-di cui infarto miocardico acuto,9.18951,45.46427,667,"(45.46427, 9.18951)"
2015,COMO,F,Malattie del sistema circolatorio,malattie cerebrovascolari,9.039360974,45.80216962,322,"(45.80216962, 9.039360974)"
2013,VARESE,F,Malattie del sistema nervoso e degli organi di senso,altre malattie del sistema nervoso e degli organi di senso,8.80650544,45.80041256,73,"(45.80041256, 8.80650544)"
2013,MANTOVA,F,"Sintomi, segni, risultati anomali e cause mal definite",sindrome della morte improvvisa nell'infanzia,10.77086348,45.14135331,,"(45.14135331, 10.77086348)"
2012,BERGAMO,M,Cause esterne di traumatismo e avvelenamento,accidenti-di cui cadute accidentali,9.63853045,45.68012929,39,"(45.68012929, 9.63853045)"
2012,PAVIA,F,Malattie del sistema osteomuscolare e del tessuto connettivo,altre malattie del sistema osteomuscolare e del tessuto connettivo,9.14034225,45.18407925,14,"(45.18407925, 9.14034225)"
2012,PAVIA,M,Cause esterne di traumatismo e avvelenamento,accidenti-di cui cadute accidentali,9.14034225,45.18407925,21,"(45.18407925, 9.14034225)"
2014,COMO,M,Malattie del sistema circolatorio,malattie ischemiche del cuore-di cui altre malattie ischemiche del cuore,9.039360974,45.80216962,153,"(45.80216962, 9.039360974)"
2014,LECCO,M,Malattie dell'apparato genitourinario,altre malattie dell'apparato genitourinario,9.388156645,45.85028614,3,"(45.85028614, 9.388156645)"
2015,MILANO,F,Malattie del sistema nervoso e degli organi di senso,morbo di parkinson,9.18951,45.46427,156,"(45.46427, 9.18951)"
2012,BRESCIA,F,Malattie del sistema circolatorio,malattie ischemiche del cuore-di cui infarto miocardico acuto,10.18167955,45.51939749,305,"(45.51939749, 10.18167955)"
2014,CREMONA,M,Malattie dell'apparato digerente,"ulcera dello stomaco, duodeno e digiuno",10.0131151,45.13644491,1,"(45.13644491, 10.0131151)"
2013,MONZA E DELLA BRIANZA,F,"Complicazioni della gravidanza, del parto e del puerperio","complicazioni della gravidanza, del parto e del puerperio",9.258430902,45.5823624,,"(45.5823624, 9.258430902)"
2013,CREMONA,M,Malattie del sistema respiratorio,malattie croniche delle basse vie respiratorie-di cui altre malattie croniche delle basse vie respiratorie,10.0131151,45.13644491,64,"(45.13644491, 10.0131151)"
2013,ITALIA,F,Malattie del sistema circolatorio,malattie ischemiche del cuore-di cui altre malattie ischemiche del cuore,,,23457,
2013,CREMONA,M,Malattie del sistema circolatorio,malattie ischemiche del cuore-di cui infarto miocardico acuto,10.0131151,45.13644491,77,"(45.13644491, 10.0131151)"
2014,BERGAMO,M,Malattie del sistema circolatorio,altre malattie del cuore,9.63853045,45.68012929,297,"(45.68012929, 9.63853045)"
2015,CREMONA,M,"Sintomi, segni, risultati anomali e cause mal definite","altri sintomi, segni, risultati anomali e cause mal definite",10.0131151,45.13644491,14,"(45.13644491, 10.0131151)"
2014,LECCO,F,Cause esterne di traumatismo e avvelenamento,accidenti-di cui accidenti di trasporto,9.388156645,45.85028614,3,"(45.85028614, 9.388156645)"
2012,REGIONE LOMBARDIA,F,Alcune condizioni morbose che hanno origine nel periodo perinatale,alcune condizioni morbose che hanno origine nel periodo perinatale,,,59,
2015,ITALIA,M,Malattie del sistema circolatorio,malattie cerebrovascolari,,,24218,
2013,SONDRIO,M,Disturbi psichici e comportamentali,altri disturbi psichici e comportamentali,9.879429303,46.1707552,,"(46.1707552, 9.879429303)"
2012,COMO,F,Malattie del sistema respiratorio,malattie croniche delle basse vie respiratorie-di cui asma,9.039360974,45.80216962,4,"(45.80216962, 9.039360974)"
2013,PAVIA,M,Malattie del sistema nervoso e degli organi di senso,morbo di parkinson,9.14034225,45.18407925,21,"(45.18407925, 9.14034225)"
2012,BERGAMO,F,Malattie del sistema respiratorio,polmonite,9.63853045,45.68012929,100,"(45.68012929, 9.63853045)"
2014,ITALIA,F,Malattie dell'apparato genitourinario,malattie del rene e dell'uretere,,,5368,
2015,MANTOVA,M,Malattie del sistema osteomuscolare e del tessuto connettivo,artrite reumatoide a osteoartrosi,10.77086348,45.14135331,,"(45.14135331, 10.77086348)"
2015,VARESE,M,Malattie del sistema respiratorio,influenza,8.80650544,45.80041256,3,"(45.80041256, 8.80650544)"
2013,VARESE,M,Malattie del sistema circolatorio,altre malattie del cuore,8.80650544,45.80041256,244,"(45.80041256, 8.80650544)"
2015,LODI,F,"Sintomi, segni, risultati anomali e cause mal definite","altri sintomi, segni, risultati anomali e cause mal definite",9.510140481,45.31535435,33,"(45.31535435, 9.510140481)"
2013,MILANO,F,Malattie del sistema osteomuscolare e del tessuto connettivo,artrite reumatoide a osteoartrosi,9.18951,45.46427,44,"(45.46427, 9.18951)"
2014,CREMONA,F,Malattie del sistema circolatorio,altre malattie del cuore,10.0131151,45.13644491,174,"(45.13644491, 10.0131151)"
2013,BRESCIA,F,Malattie del sistema respiratorio,malattie croniche delle basse vie respiratorie-di cui asma,10.18167955,45.51939749,6,"(45.51939749, 10.18167955)"
2015,ITALIA,F,Malattie del sistema nervoso e degli organi di senso,malattia di alzheimer,,,8162,
2014,LODI,F,Malattie della cute e del tessuto sottocutaneo,malattie della cute e del tessuto sottocutaneo,9.510140481,45.31535435,5,"(45.31535435, 9.510140481)"
2012,CREMONA,F,Cause esterne di traumatismo e avvelenamento,accidenti-di cui cadute accidentali,10.0131151,45.13644491,15,"(45.13644491, 10.0131151)"
2014,MONZA E DELLA BRIANZA,M,Malattie del sistema respiratorio,malattie croniche delle basse vie respiratorie-di cui altre malattie croniche delle basse vie respiratorie,9.258430902,45.5823624,106,"(45.5823624, 9.258430902)"
2014,PAVIA,M,Malattie dell'apparato digerente,altre malattie dell'apparato digerente,9.14034225,45.18407925,75,"(45.18407925, 9.14034225)"
2014,LECCO,F,Malattie dell'apparato digerente,"ulcera dello stomaco, duodeno e digiuno",9.388156645,45.85028614,2,"(45.85028614, 9.388156645)"
2012,BERGAMO,F,Malattie del sistema osteomuscolare e del tessuto connettivo,artrite reumatoide a osteoartrosi,9.63853045,45.68012929,12,"(45.68012929, 9.63853045)"
2013,COMO,F,Malattie dell'apparato digerente,"cirrosi, fibrosi ed epatite cronica",9.039360974,45.80216962,17,"(45.80216962, 9.039360974)"
2015,MILANO,F,Alcune condizioni morbose che hanno origine nel periodo perinatale,alcune condizioni morbose che hanno origine nel periodo perinatale,9.18951,45.46427,17,"(45.46427, 9.18951)"
2013,LODI,F,Malattie del sistema nervoso e degli organi di senso,morbo di parkinson,9.510140481,45.31535435,9,"(45.31535435, 9.510140481)"
2014,MONZA E DELLA BRIANZA,F,Malattie del sistema nervoso e degli organi di senso,malattia di alzheimer,9.258430902,45.5823624,95,"(45.5823624, 9.258430902)"
2012,PAVIA,F,Malattie del sistema respiratorio,malattie croniche delle basse vie respiratorie-di cui asma,9.14034225,45.18407925,2,"(45.18407925, 9.14034225)"
2012,LODI,F,Malattie del sistema circolatorio,malattie ischemiche del cuore-di cui infarto miocardico acuto,9.510140481,45.31535435,42,"(45.31535435, 9.510140481)"
2013,PAVIA,F,Malattie del sistema osteomuscolare e del tessuto connettivo,altre malattie del sistema osteomuscolare e del tessuto connettivo,9.14034225,45.18407925,12,"(45.18407925, 9.14034225)"
2012,REGIONE LOMBARDIA,M,Malattie dell'apparato genitourinario,malattie del rene e dell'uretere,,,650,
2012,LODI,M,Malattie dell'apparato genitourinario,malattie del rene e dell'uretere,9.510140481,45.31535435,12,"(45.31535435, 9.510140481)"
2015,BERGAMO,M,"Sintomi, segni, risultati anomali e cause mal definite",cause sconosciute e non specificate,9.63853045,45.68012929,16,"(45.68012929, 9.63853045)"
2012,MANTOVA,M,Alcune condizioni morbose che hanno origine nel periodo perinatale,alcune condizioni morbose che hanno origine nel periodo perinatale,10.77086348,45.14135331,2,"(45.14135331, 10.77086348)"
2013,BRESCIA,F,Disturbi psichici e comportamentali,altri disturbi psichici e comportamentali,10.18167955,45.51939749,16,"(45.51939749, 10.18167955)"
2012,PAVIA,M,Malattie del sistema osteomuscolare e del tessuto connettivo,artrite reumatoide a osteoartrosi,9.14034225,45.18407925,3,"(45.18407925, 9.14034225)"
2015,MONZA E DELLA BRIANZA,F,Malattie del sistema circolatorio,altre malattie del sistema circolatorio,9.258430902,45.5823624,296,"(45.5823624, 9.258430902)"
2015,MANTOVA,F,Malattie dell'apparato digerente,"ulcera dello stomaco, duodeno e digiuno",10.77086348,45.14135331,1,"(45.14135331, 10.77086348)"
2015,BERGAMO,M,Malattie dell'apparato genitourinario,altre malattie dell'apparato genitourinario,9.63853045,45.68012929,17,"(45.68012929, 9.63853045)"
2015,MILANO,F,"Complicazioni della gravidanza, del parto e del puerperio","complicazioni della gravidanza, del parto e del puerperio",9.18951,45.46427,1,"(45.46427, 9.18951)"
2013,VARESE,F,Malformazioni congenite ed anomalie cromosomiche,malformazioni congenite ed anomalie cromosomiche,8.80650544,45.80041256,10,"(45.80041256, 8.80650544)"
2013,REGIONE LOMBARDIA,M,Alcune condizioni morbose che hanno origine nel periodo perinatale,alcune condizioni morbose che hanno origine nel periodo perinatale,,,72,
2013,VARESE,M,Malattie dell'apparato digerente,"cirrosi, fibrosi ed epatite cronica",8.80650544,45.80041256,48,"(45.80041256, 8.80650544)"
2013,MILANO,F,"Sintomi, segni, risultati anomali e cause mal definite",sindrome della morte improvvisa nell'infanzia,9.18951,45.46427,,"(45.46427, 9.18951)"
2015,LECCO,M,Malattie del sistema circolatorio,malattie ischemiche del cuore-di cui altre malattie ischemiche del cuore,9.388156645,45.85028614,107,"(45.85028614, 9.388156645)"
2012,SONDRIO,F,Malattie dell'apparato digerente,altre malattie dell'apparato digerente,9.879429303,46.1707552,33,"(46.1707552, 9.879429303)"
2015,SONDRIO,M,Malattie dell'apparato genitourinario,malattie del rene e dell'uretere,9.879429303,46.1707552,23,"(46.1707552, 9.879429303)"
