ANNO,ATS STRUTTURA,CODICE DRG,DESCRIZIONE DRG,DEGENZA MEDIA TOTALE,ACCESSI MEDI TOTALE
2012,328 - ATS DI PAVIA,178,ULCERA PEPTICA NON COMPLICATA SENZA CC,7.73913,0
2012,328 - ATS DI PAVIA,279,"CELLULITE, ETA' < 18",4.363636,1
2012,328 - ATS DI PAVIA,297,"DIST. NUTRIZIONE E METABOLISMO,ETA' >17 SENZA CC",13.394977,16.666667
2012,328 - ATS DI PAVIA,306,PROSTATECTOMIA CON CC,4.75,0
2012,328 - ATS DI PAVIA,312,"INT. SU URETRA, ETA' > 17 CON CC",7,0
2012,328 - ATS DI PAVIA,331,"ALTRE DIA. RENE E VIE URINARIE,ETA' >17 CON CC",7.463918,1.066667
2012,328 - ATS DI PAVIA,357,INT. UTERO E ANNESSI PER T.M. DI OVAIO O ANNESSI,8.5,0
2012,328 - ATS DI PAVIA,382,FALSO TRAVAGLIO,1.404255,0
2012,328 - ATS DI PAVIA,397,DISTURBI DELLA COAGULAZIONE,7.689922,2.15625
2012,328 - ATS DI PAVIA,401,LINFOMA E LEUCEMIA NON ACUTA CON ALTRI INT. CON CC,20.692308,0
2012,328 - ATS DI PAVIA,418,INFEZIONI POST-CHIRURGICHE E POST-TRAUMATICHE,10.269231,0
2012,328 - ATS DI PAVIA,509,USTIONESPESS SNZ TRPPELLE/LESINAL SNZ CC/TRAUMRIL,12,0
2012,328 - ATS DI PAVIA,537,ESCISS. LOCALE E RIMOZ. DI MEZZI DI FISS. INTERNA ECCETTO ANCA E FEMORE CON CC,8.2,0
2012,328 - ATS DI PAVIA,547,BYPASS CORONAR. CON CATETERISMO CARDIACO CON DIAGNOSI CARDIOVASCOLARE MAGGIORE,16.75,0
2012,328 - ATS DI PAVIA,569,INT MAGG SU INTESTINO CRASSO E TENUE CON CC CON DIA GASTROINTESTINALE MAGG,21.506024,0
2012,328 - ATS DI PAVIA,577,INSERZIONE DI STENT CAROTIDEO,3.767857,0
2012,REGIONE LOMBARDIA,103,TRAPIANTO DI CUORE O IMPIANTO DI SISTEMA DI ASSISTENZA CARDIACA,53.565217,0
2012,REGIONE LOMBARDIA,197,COLECISTECTOMIA SENZA ESPLORAZ. DOTTO COM. CON CC,16.497307,0
2012,REGIONE LOMBARDIA,378,GRAVIDANZA ECTOPICA,3.242206,1.454545
2012,REGIONE LOMBARDIA,385,NEONATI MORTI/TRASFERITI AD ALTRE STRUTT. ASSIST.,7.225907,0
2012,REGIONE LOMBARDIA,403,LINFOMA E LEUCEMIA NON ACUTA CON CC,15.765493,5.191489
2012,REGIONE LOMBARDIA,482,"TRACHEOSTOMIA PER DIST. ORALI,LARINGEI O FARINGEI",21.92404,0
2012,REGIONE LOMBARDIA,535,IMP. DI DEFIBRILL. CARD. CON CATETERISMO CARD. CON IMA INSUFF. CARD. O SHOCK,13.575269,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,032,"COMMOZIONE CEREBRALE, ETA' > 17 SENZA CC",5.359223,3
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,091,"POLMONITE SEMPLICE E PLEURITE, ETA' < 18",5.00355,3
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,190,"ALTRE DIA. APP. DIGERENTE, ET{  < 18",4.615789,1.121951
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,193,INT. SU VIE BILIARI ESCL. COLECISTECTOMIA CON CC,22.136054,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,202,CIRROSI ED EPATITE ALCOOLICA,11.437855,4.593496
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,276,PATOLOGIE NON MALIGNE DELLA MAMMELLA,3.71875,5.315789
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,388,PREMATURITA' SENZA AFFEZIONI MAGGIORI,8.210059,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,403,LINFOMA E LEUCEMIA NON ACUTA CON CC,15.11588,12.424242
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,404,LINFOMA E LEUCEMIA NON ACUTA SENZA CC,8.601185,3.516529
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,413,"ALTRE ALTERAZIONI MIELOPROLIF., ETC. CON CC",12.59292,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,431,DISTURBI MENTALI DELL'INFANZIA,5.627615,1.524017
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,454,"ALTRE DIA. TRAUMATISMI, AVVEL., ETC. CON CC",11.578947,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,502,INT. GINOCCHIO CON DIA. PRINC. DI INFEZIONE SNZ CC,13.125,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,525,IMPIANTO DI ALTRO SISTEMA DI ASSISTENZA CARDIACA,52.375,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,533,INTERVENTI VASCOLARI EXTRACRANICI CON CC,9.05625,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,555,INT SISTEMA CARDIOVASC VIA PERCUTANEA CON DIAGNOSI CARDIOVASCOLARE MAGGIORE,10.26547,0
2013,322 - ATS DELL'INSUBRIA,073,"ALTRE DIA. ORECCHIO, NASO, BOCCA, GOLA, ETA'> 17",6.695541,4.070513
2013,322 - ATS DELL'INSUBRIA,136,"MAL. CARDIACHE CONGENITE E VALV.,ETA' >17 SENZA CC",7.5,1.5
2013,322 - ATS DELL'INSUBRIA,141,SINCOPE E COLLASSO CON CC,8.104167,0
2013,322 - ATS DELL'INSUBRIA,172,T.M. APP. DIGERENTE CON CC,13.28642,2
2013,322 - ATS DELL'INSUBRIA,272,MAL. MAGGIORI DELLA PELLE CON CC,20.029412,0
2013,322 - ATS DELL'INSUBRIA,274,T.M. MAMMELLA CON CC,14.906977,0
2013,322 - ATS DELL'INSUBRIA,317,RICOVERO PER DIALISI RENALE,5.444444,16.454545
2013,322 - ATS DELL'INSUBRIA,371,PARTO CESAREO SENZA CC,4.568824,0
2013,322 - ATS DELL'INSUBRIA,539,LINFOMA E LEUCEMIA CON INTERVENTI CHIRURGICI MAGGIORI CON CC,26.090909,0
2013,322 - ATS DELL'INSUBRIA,543,CRANIOT. CON IMP. DI DISPOS. MAGG. O DIAPR ACUTA COMPL. DEL SIST. NERVOSO CENTR,19.321429,0
2013,322 - ATS DELL'INSUBRIA,553,ALTRI INTERVENTI VASCOLARI CON CC CON DIAGNOSI CARDIOVASCOLARE MAGGIORE,17,0
2013,322 - ATS DELL'INSUBRIA,577,INSERZIONE DI STENT CAROTIDEO,4.32,0
2013,323 - ATS DELLA MONTAGNA,099,SEGNI E SINTOMI RESPIRATORI CON CC,12.357143,0
2013,323 - ATS DELLA MONTAGNA,102,ALTRE DIA. APP. RESPIRATORIO SENZA CC,8.734694,0
2013,323 - ATS DELLA MONTAGNA,139,ARITMIA E ALTERAZIONI CONDUZIONE CARDIACA SENZA CC,3.933555,1
2013,323 - ATS DELLA MONTAGNA,179,MAL. INFIAMMATORIE INTESTINO,8.731707,1
2013,323 - ATS DELLA MONTAGNA,188,"ALTRE DIA. APP. DIGERENTE, ETA' > 17 CON CC",8.864407,0
2013,323 - ATS DELLA MONTAGNA,241,MAL. TESSUTO CONNETTIVO SENZA CC,13.551724,0
2013,323 - ATS DELLA MONTAGNA,255,"TRAUMI BRACCIO, GAMBA ESCL. PIEDE, ETA' < 18",1.98,0
2013,323 - ATS DELLA MONTAGNA,283,MAL. MINORI DELLA PELLE CON CC,7.666667,1
2013,323 - ATS DELLA MONTAGNA,320,"INFEZIONI RENE E VIE URINARIE, ETA' > 17 CON CC",8.314286,1.3125
2013,323 - ATS DELLA MONTAGNA,397,DISTURBI DELLA COAGULAZIONE,6.880952,0
2013,323 - ATS DELLA MONTAGNA,422,"MAL. VIRALI, FEBBRE ORIGINE SCONOSC., ETA' < 18",3.971831,0
2013,323 - ATS DELLA MONTAGNA,463,SEGNI E SINTOMI CON CC,8.307692,0
2013,323 - ATS DELLA MONTAGNA,473,"LEUCEMIA ACUTA SENZA INT. CHIR. MAGGIORI, ETA' >17",10.75,0
2013,323 - ATS DELLA MONTAGNA,523,ABUSO O DIPEND. ALCOOL/FARMACI SNZ T RIAB. SNZ. CC,5.57971,0
2013,323 - ATS DELLA MONTAGNA,545,REVISIONE DI SOSTITUZIONE DELL'ANCA O DEL GINOCCHIO,13.637681,0
2013,323 - ATS DELLA MONTAGNA,562,"CONVULSIONI, ETÃ > 17 ANNI CON CC",8.30137,0
2013,324 - ATS DELLA BRIANZA,012,MAL. DEGENERATIVE SIST. NERVOSO,33.51045,18.162963
2013,324 - ATS DELLA BRIANZA,028,"STUPORE E COMA TRAUMAT.,COMA <1 H,ETA'>17 CON CC",11.858824,0
2013,324 - ATS DELLA BRIANZA,058,"INT. SU TONSILLE E ADENOIDI, ETA'< 18",3.466667,0
2013,324 - ATS DELLA BRIANZA,076,ALTRI INT. SU APP. RESPIRATORIO CON CC,14.693069,0
2013,324 - ATS DELLA BRIANZA,086,VERSAMENTO PLEURICO SENZA CC,8.067568,1.2
2013,324 - ATS DELLA BRIANZA,087,EDEMA POLMONARE E INSUFF. RESPIRATORIA,12.677877,1.75
2013,324 - ATS DELLA BRIANZA,100,SEGNI E SINTOMI RESPIRATORI SENZA CC,2.566986,1.666667
2013,324 - ATS DELLA BRIANZA,110,INT. MAGGIORI SU SIST. CARDIOVASCOLARE CON CC,15.658986,0
2013,324 - ATS DELLA BRIANZA,134,IPERTENSIONE,5.727273,1
2013,324 - ATS DELLA BRIANZA,140,ANGINA PECTORIS,6.492754,0
2013,324 - ATS DELLA BRIANZA,150,LISI DI ADERENZE PERITONEALI CON CC,11.869565,0
2013,324 - ATS DELLA BRIANZA,179,MAL. INFIAMMATORIE INTESTINO,11.547619,1.125
2013,324 - ATS DELLA BRIANZA,252,"TRAUMI AVAMBRACCIO, MANO E PIEDE,ETA' <18",1.568182,1
2013,324 - ATS DELLA BRIANZA,333,"ALTRE DIA. RENE E VIE URINARIE,ETA' <18",5.967213,1.25
2013,324 - ATS DELLA BRIANZA,367,T.M. APP. RIPRODUTTIVO FEMMINILE SENZA CC,5.461538,2.333333
2013,324 - ATS DELLA BRIANZA,375,PARTO VAGINALE CON ALTRO INT. ESCL.STERIL. E/O D&C,6.125,0
2013,324 - ATS DELLA BRIANZA,432,ALTRE DIA. RELATIVE A DISTURBI MENTALI,7.25641,15.409091
2013,324 - ATS DELLA BRIANZA,446,"TRAUMATISMI, ETA' < 18",2.214286,1
2013,324 - ATS DELLA BRIANZA,447,"REAZIONI ALLERGICHE, ETA' > 17",5.642857,1
2013,324 - ATS DELLA BRIANZA,493,COLECISTECTOMIA LAPAR. SNZ. ESP. DOTTO COM. CON CC,11.358779,0
2013,324 - ATS DELLA BRIANZA,541,OSS. EXTRACORP. A MEMBRANE O TRACH. VM = 96 ORE O DIAPR NO FACCIA... INTCH MAGG.,36.579882,0
2013,324 - ATS DELLA BRIANZA,546,ARTRODESI VERTEB. ECCETTO CERV. CON DEVIAZIONE COLONNA VERTEB. O NEOPL. MALIGNA,18.5,0
2013,324 - ATS DELLA BRIANZA,556,INT SISTEMA CARDIOVASC VIA PERCUTANEA CON STENT NOMED SENZA DIA CARDIOVASC MAGG,5.390533,0
2013,324 - ATS DELLA BRIANZA,576,"SETTICEMIA SENZA VENTILAZIONE MECCANICA  = 96 ORE, ETÃ > 17 ANNI",14.090174,3.666667
2013,325 - ATS DI BERGAMO,001,"CRANIOTOMIA, ETÃ > 17 ANNI CON CC",22.085106,0
2013,325 - ATS DI BERGAMO,002,"CRANIOTOMIA, ETÃ > 17 ANNI SENZA CC",13.778976,0
2013,325 - ATS DI BERGAMO,130,MAL. VASCOLARI PERIFERICHE CON CC,9.724138,0
2013,325 - ATS DI BERGAMO,139,ARITMIA E ALTERAZIONI CONDUZIONE CARDIACA SENZA CC,4.096542,1.036082
2013,325 - ATS DI BERGAMO,143,DOLORE TORACICO,4.022305,0
2013,325 - ATS DI BERGAMO,146,RESEZIONE RETTALE CON CC,18.513514,0
2013,325 - ATS DI BERGAMO,205,"MAL.FEGATO ESCL. T.M.,CIRROSI,EPAT.ALCOOL. CON CC",13.251142,3
2013,325 - ATS DI BERGAMO,241,MAL. TESSUTO CONNETTIVO SENZA CC,9.030675,3.681529
2013,325 - ATS DI BERGAMO,244,MAL. OSSO E ARTROPATIE SPECIFICHE CON CC,12,0
2013,325 - ATS DI BERGAMO,253,"TRAUMI BRACCIO, GAMBA ESCL. PIEDE,ETA'>17 CON CC",11.75,0
2013,325 - ATS DI BERGAMO,284,MAL. MINORI DELLA PELLE SENZA CC,6.206107,1.316176
2013,325 - ATS DI BERGAMO,390,NEONATI CON ALTRE AFFEZIONI SIGNIFICATIVE,5.968531,0
2013,325 - ATS DI BERGAMO,425,REAZIONE ACUTA DI ADATTAMENTO E DISFUNZ. PSICOSOC.,6.755814,6.75
2013,325 - ATS DI BERGAMO,463,SEGNI E SINTOMI CON CC,9.421053,0
2013,325 - ATS DI BERGAMO,497,ARTRODESI VERTEBR. ESCL. QUELLA CERVICALE CON CC,19.529412,0
2013,325 - ATS DI BERGAMO,524,ISCHEMIA CEREBRALE TRANSITORIA,7.04023,1
2013,325 - ATS DI BERGAMO,525,IMPIANTO DI ALTRO SISTEMA DI ASSISTENZA CARDIACA,127,0
2013,325 - ATS DI BERGAMO,563,"CONVULSIONI, ETÃ > 17 ANNI SENZA CC",6.31746,0
2013,326 - ATS DI BRESCIA,001,"CRANIOTOMIA, ETÃ > 17 ANNI CON CC",17.215517,0
2013,326 - ATS DI BRESCIA,007,INT. SU NERVI E ALTRI INT. SIST. NERVOSO CON CC,10.857143,0
2013,326 - ATS DI BRESCIA,047,"ALTRE MAL. OCCHIO, ETA' > 17 SENZA CC",3.60166,1
2013,326 - ATS DI BRESCIA,070,"OTITE M.,INFEZ. VIE RESPIR. SUP.,ETA' < 18",3.667979,1
2013,326 - ATS DI BRESCIA,089,"POLMONITE SEMPLICE E PLEURITE, ETA' > 17 CON CC",10.679918,0
2013,326 - ATS DI BRESCIA,123,"MAL.CARDIOVASC. CON IMA, DECEDUTI",5.89916,0
2013,326 - ATS DI BRESCIA,141,SINCOPE E COLLASSO CON CC,8.048544,0
2013,326 - ATS DI BRESCIA,182,"GASTROENT., MISCELL. MAL. DIGER.,ETA'> 17 CON CC",8.085,0
2013,326 - ATS DI BRESCIA,195,COLECISTECTOMIA CON ESPLORAZ. DOTTO COM. CON CC,22,0
2013,326 - ATS DI BRESCIA,196,COLECISTECTOMIA CON ESPLORAZ. DOTTO COM. SENZA CC,5,0
2013,326 - ATS DI BRESCIA,199,PROC. DIAGNOST. EPATOBILIARI PER T.M.,10.263158,0
2013,326 - ATS DI BRESCIA,205,"MAL.FEGATO ESCL. T.M.,CIRROSI,EPAT.ALCOOL. CON CC",10.181818,0
2013,326 - ATS DI BRESCIA,207,MAL. VIE BILIARI CON CC,11.355263,0
2013,326 - ATS DI BRESCIA,210,"INT.ANCA,FEMORE ESCL.ARTICOL.MAGG.,ETA'>17 CON CC",13.192884,0
2013,326 - ATS DI BRESCIA,281,"TRAUMI PELLE,SOTTOCUT. E MAMMELLA,ETA'>17 SENZA CC",3.321078,1
2013,326 - ATS DI BRESCIA,282,"TRAUMI PELLE,SOTTOCUT. E MAMMELLA,ETA' <18",1.938547,0
2013,326 - ATS DI BRESCIA,288,INT. PER OBESITA',5.358601,0
2013,326 - ATS DI BRESCIA,317,RICOVERO PER DIALISI RENALE,3.608696,1.163636
2013,326 - ATS DI BRESCIA,351,STERILIZZAZIONE MASCHILE,1,1
2013,326 - ATS DI BRESCIA,387,PREMATURITA' CON AFFEZIONI MAGGIORI,15.732394,0
2013,326 - ATS DI BRESCIA,413,"ALTRE ALTERAZIONI MIELOPROLIF., ETC. CON CC",10.9375,0
2013,326 - ATS DI BRESCIA,427,NEVROSI ESCL. NEVROSI DEPRESSIVE,9.592593,1
2013,326 - ATS DI BRESCIA,431,DISTURBI MENTALI DELL'INFANZIA,20.916667,0
2013,326 - ATS DI BRESCIA,455,"ALTRE DIA. TRAUMATISMI, AVVEL., ETC. SENZA CC",6.060606,0
2013,326 - ATS DI BRESCIA,508,USTIONESPESS SNZ TRPPELLE/LESINAL CON CC/TRAUMRIL,13,0
2013,326 - ATS DI BRESCIA,509,USTIONESPESS SNZ TRPPELLE/LESINAL SNZ CC/TRAUMRIL,12.8,0
2013,326 - ATS DI BRESCIA,536,IMP. DI DEFIBRILL. CARD. CON CATETERISMO CARD. SENZA IMA INSUFF. CARD. O SHOCK,10.377358,0
2013,326 - ATS DI BRESCIA,547,BYPASS CORONAR. CON CATETERISMO CARDIACO CON DIAGNOSI CARDIOVASCOLARE MAGGIORE,13.959184,0
2013,326 - ATS DI BRESCIA,552,ALTRO IMPIANTO PACEMAKER CARDIACO PERM SENZA DIAGNOSI CARDIOVASCOLARE MAGGIORE,5.864815,0
2013,327 - ATS DELLA VAL PADANA,003,CRANIOTOMIA ETA' < 18,13,0
2013,327 - ATS DELLA VAL PADANA,048,"ALTRE MAL. OCCHIO, ETA' < 18",3.777778,1.333333
2013,327 - ATS DELLA VAL PADANA,097,"BRONCHITE E ASMA, ETA' > 17 SENZA CC",6.153846,0
2013,327 - ATS DELLA VAL PADANA,140,ANGINA PECTORIS,4.078571,0
2013,327 - ATS DELLA VAL PADANA,174,EMORRAGIA GASTROINTESTINALE CON CC,8.578125,0
2013,327 - ATS DELLA VAL PADANA,176,ULCERA PEPTICA COMPLICATA,8.529412,0
2013,327 - ATS DELLA VAL PADANA,252,"TRAUMI AVAMBRACCIO, MANO E PIEDE,ETA' <18",1.590909,1
2013,327 - ATS DELLA VAL PADANA,257,MASTECTOMIA TOTALE PER T.M. CON CC,4.648649,0
2013,327 - ATS DELLA VAL PADANA,296,"DIST. NUTRIZIONE E METABOLISMO,ETA' >17 CON CC",8.597173,0
2013,327 - ATS DELLA VAL PADANA,306,PROSTATECTOMIA CON CC,11,0
2013,327 - ATS DELLA VAL PADANA,307,PROSTATECTOMIA SENZA CC,2.916667,0
2013,327 - ATS DELLA VAL PADANA,328,"STENOSI URETRALE, ETA' > 17 CON CC",5.5,0
2013,327 - ATS DELLA VAL PADANA,330,"STENOSI URETRALE, ETA' < 18",7,0
2015,326 - ATS DI BRESCIA,043,IFEMA,4.571429,0
2013,327 - ATS DELLA VAL PADANA,450,"AVVEL.,EFFETTI TOSSICI DA FARMACI,ETA'>17 SENZA CC",5.815789,1
2013,327 - ATS DELLA VAL PADANA,466,RICOVERI SUCC. SENZA ANAMNESI T.M.COME DIA.SECOND.,6.658824,1.016611
2013,327 - ATS DELLA VAL PADANA,487,ALTRI TRAUMATISMI MULTIPLI RILEVANTI,11.604651,0
2013,327 - ATS DELLA VAL PADANA,521,ABUSO O DIPENDENZA DA ALCOOL/FARMACI CON CC,12.461538,0
2013,327 - ATS DELLA VAL PADANA,522,ABUSO O DIPEND. ALCOOL/FARMACI CON T RIAB. SNZ. CC,22.786008,0
2013,327 - ATS DELLA VAL PADANA,566,DIAGNOSI RELATIVE ALL'APPARATO RESPIRATORIO CON RESPIRAZIONE ASSISTITA < 96 ORE,9.641791,0
2013,327 - ATS DELLA VAL PADANA,574,DIA EMATOLOGICHE/IMMUNOLOGICHE MAGG ECCETTO ANEMIA FALCIFORME E COAGULOPATIE,8.126437,2.5
2013,327 - ATS DELLA VAL PADANA,575,"SETTICEMIA CON VENTILAZIONE MECCANICA = 96 ORE, ETÃ > 17 ANNI",19.333333,0
2013,328 - ATS DI PAVIA,011,NEOPLASIE SIST. NERVOSO SENZA CC,11.536913,0
2013,328 - ATS DI PAVIA,045,MAL. NEUROLOGICHE OCCHIO,6.254777,1.9
2013,328 - ATS DI PAVIA,074,"ALTRE DIA. ORECCHIO, NASO, BOCCA, GOLA, ETA'< 18",2.64,1
2013,328 - ATS DI PAVIA,129,ARRESTO CARDIACO SENZA CAUSA APPARENTE,4,0
2013,328 - ATS DI PAVIA,146,RESEZIONE RETTALE CON CC,20.28125,0
2013,328 - ATS DI PAVIA,159,"INT. ERNIA ESCL.INGUIN. E FEMOR.,ETA' >17 CON CC",10.741935,0
2013,328 - ATS DI PAVIA,191,"INT. SU PANCREAS, FEGATO E DI SHUNT CON CC",14.186667,0
2013,328 - ATS DI PAVIA,197,COLECISTECTOMIA SENZA ESPLORAZ. DOTTO COM. CON CC,19.257143,0
2013,328 - ATS DI PAVIA,199,PROC. DIAGNOST. EPATOBILIARI PER T.M.,14.2,0
2013,328 - ATS DI PAVIA,207,MAL. VIE BILIARI CON CC,11.943503,2
2013,328 - ATS DI PAVIA,300,MAL. ENDOCRINE CON CC,12.381818,0
2013,328 - ATS DI PAVIA,306,PROSTATECTOMIA CON CC,22.666667,0
2013,328 - ATS DI PAVIA,337,PROSTATECTOMIA TRANSURETRALE SENZA CC,4.931915,0
2013,328 - ATS DI PAVIA,338,INT. SUL TESTICOLO PER T.M.,3.724138,0
2013,328 - ATS DI PAVIA,356,INT. RICOSTRUTTIVI APP. RIPRODUTTIVO FEMM.,3.060403,0
2013,328 - ATS DI PAVIA,399,DISTURBI SIST. RETICOLOENDOT. E IMMUNIT. SENZA CC,7.282353,1.787234
2013,328 - ATS DI PAVIA,425,REAZIONE ACUTA DI ADATTAMENTO E DISFUNZ. PSICOSOC.,6.009434,1.428571
2013,328 - ATS DI PAVIA,426,NEVROSI DEPRESSIVE,8.401961,3.555556
2013,328 - ATS DI PAVIA,482,"TRACHEOSTOMIA PER DIST. ORALI,LARINGEI O FARINGEI",21.231579,0
2013,328 - ATS DI PAVIA,510,USTIONI NON ESTESE CON CC O TRAUMI RILEVANTI,13,0
2013,328 - ATS DI PAVIA,539,LINFOMA E LEUCEMIA CON INTERVENTI CHIRURGICI MAGGIORI CON CC,12.764706,0
2013,328 - ATS DI PAVIA,566,DIAGNOSI RELATIVE ALL'APPARATO RESPIRATORIO CON RESPIRAZIONE ASSISTITA < 96 ORE,12.718182,0
2013,REGIONE LOMBARDIA,048,"ALTRE MAL. OCCHIO, ETA' < 18",4.474048,1.13
2013,REGIONE LOMBARDIA,064,"T.M. ORECCHIO, NASO, BOCCA E GOLA",6.465028,1.059259
2013,REGIONE LOMBARDIA,091,"POLMONITE SEMPLICE E PLEURITE, ETA' < 18",5.029998,1.666667
2013,REGIONE LOMBARDIA,141,SINCOPE E COLLASSO CON CC,8.286364,1
2013,REGIONE LOMBARDIA,397,DISTURBI DELLA COAGULAZIONE,7.462271,3.205882
2013,REGIONE LOMBARDIA,469,DIA. PRINC. NON VALIDA COME DIAGNOSI DI DIMISSIONE,5.333333,1
2013,REGIONE LOMBARDIA,488,INFEZ. HIV CON INTERVENTO CHIRURGICO ESTESO,30.25,0
2013,REGIONE LOMBARDIA,548,BYPASS CORONAR. CON CATETERISMO CARDIACO SENZA DIAGNOSI CARDIOVASCOLARE MAGGIORE,15.017138,0
2013,REGIONE LOMBARDIA,565,DIAGNOSI RELATIVE ALL'APPARATO RESPIRATORIO CON RESPIRAZIONE ASSISTITA = 96 ORE,19.691649,0
2013,REGIONE LOMBARDIA,569,INT MAGG SU INTESTINO CRASSO E TENUE CON CC CON DIA GASTROINTESTINALE MAGG,19.463125,0
2013,REGIONE LOMBARDIA,570,INT MAGG SU INTESTINO CRASSO E TENUE CON CC SENZA DIA GASTROINTESTINALE MAGG,19.347701,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,080,"INFEZ. E INFIAMM. RESPIRATORIE, ETA' > 17 SENZA CC",12.231707,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,278,"CELLULITE, ETA' > 17 SENZA CC",7.840807,1.666667
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,285,"AMPUTAZ. ARTO INF. PER MAL. ENDOCRINE, ETC.",14.5,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,392,"SPLENECTOMIA, ETA' > 17",10.152941,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,414,"ALTRE ALTERAZIONI MIELOPROLIF., ETC. SENZA CC",6.775758,1.04
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,417,"SETTICEMIA, ETA' < 18",11.241758,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,466,RICOVERI SUCC. SENZA ANAMNESI T.M.COME DIA.SECOND.,6.035948,4.474152
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,496,ARTRODESI VERTEBR. COMBINATA ANTERIORE/POSTERIORE,10.776923,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,524,ISCHEMIA CEREBRALE TRANSITORIA,8.281352,1.166667
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,548,BYPASS CORONAR. CON CATETERISMO CARDIACO SENZA DIAGNOSI CARDIOVASCOLARE MAGGIORE,14.798561,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,566,DIAGNOSI RELATIVE ALL'APPARATO RESPIRATORIO CON RESPIRAZIONE ASSISTITA < 96 ORE,10.823065,0
2014,322 - ATS DELL'INSUBRIA,016,MAL. CEREBROVASCOLARI ASPECIFICHE CON CC,12.147368,0
2014,322 - ATS DELL'INSUBRIA,099,SEGNI E SINTOMI RESPIRATORI CON CC,9.330769,0
2014,322 - ATS DELL'INSUBRIA,167,APPENDICECTOMIA CON DIA.PRINC. NON COMPL. SENZA CC,3.657895,0
2014,322 - ATS DELL'INSUBRIA,297,DISTURBI DELLA NUTRIZIONE E MISCELLANEA DI DISTURB,7.793706,1
2014,322 - ATS DELL'INSUBRIA,300,MAL. ENDOCRINE CON CC,12.090909,0
2014,322 - ATS DELL'INSUBRIA,302,TRAPIANTO RENALE,19.861111,0
2014,322 - ATS DELL'INSUBRIA,384,ALTRE DIA. PREPARTO SENZA CC MEDICHE,3.525114,1
2014,322 - ATS DELL'INSUBRIA,413,"ALTRE ALTERAZIONI MIELOPROLIF., ETC. CON CC",14.625,0
2014,322 - ATS DELL'INSUBRIA,445,"TRAUMATISMI, ETA' > 17 SENZA CC",4.893617,1
2014,322 - ATS DELL'INSUBRIA,488,INFEZ. HIV CON INTERVENTO CHIRURGICO ESTESO,42.666667,0
2014,322 - ATS DELL'INSUBRIA,498,ARTRODESI VERTEBR. ESCL. QUELLA CERVICALE SENZA CC,6.728916,0
2014,323 - ATS DELLA MONTAGNA,011,NEOPLASIE SIST. NERVOSO SENZA CC,12.113208,0
2014,323 - ATS DELLA MONTAGNA,014,EMORRAGIA INTRACRANICA O INFARTO CEREBRALE,13.85041,0
2014,323 - ATS DELLA MONTAGNA,082,NEOPLASIE APP. RESPIRATORIO,12.298507,1
2014,323 - ATS DELLA MONTAGNA,085,VERSAMENTO PLEURICO CON CC,9.742857,0
2014,323 - ATS DELLA MONTAGNA,091,"POLMONITE SEMPLICE E PLEURITE, ETA' < 18",4.206612,0
2014,323 - ATS DELLA MONTAGNA,157,INT. SU ANO E STOMA CON CC,6.586207,0
2014,323 - ATS DELLA MONTAGNA,170,ALTRI INT. SU APP. DIGERENTE CON CC,19.384615,0
2014,323 - ATS DELLA MONTAGNA,255,"TRAUMI BRACCIO, GAMBA ESCL. PIEDE, ETA' < 18",1.583333,0
2014,323 - ATS DELLA MONTAGNA,279,"CELLULITE, ETA' < 18",5.846154,0
2014,323 - ATS DELLA MONTAGNA,288,INT. PER OBESITA',2,0
2014,323 - ATS DELLA MONTAGNA,310,INT. PER VIA TRANSURETRALE CON CC,6.116788,0
2014,323 - ATS DELLA MONTAGNA,371,PARTO CESAREO SENZA CC,4.841241,0
