ANNO,ATS STRUTTURA,CODICE STRUTTURA DI RICOVERO,DESCRIZIONE STRUTTURA DI RICOVERO,CODICE DISCIPLINA,DESCRIZIONE DISCIPLINA,DEGENZA MEDIA TOTALE,ACCESSI MEDI TOTALE
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030087-00,OSPEDALE CADUTI BOLLATESI - BOLLATE,60,LUNGODEGENTI,27.272727,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030057-00,OSPEDALE M. MELLONI - MILANO,73,TERAPIA INTENSIVA NEONATALE,11.925926,0
2013,324 - ATS DELLA BRIANZA,030024-00,OSPEDALE DI CIRCOLO S.L.MANDIC-MERATE,40,PSICHIATRIA,14.24,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030910-00,OSPEDALE FATEBENEFRATELLI E OFTALMICO - MILANO,34,OCULISTICA,2.522479,1
2015,327 - ATS DELLA VAL PADANA,030219-00,CASA DI CURA FIGLIE DI S.CAMILLO-CR,56,RECUPERO E RIABILITAZIONE FUNZIONALE,18.247758,0
2015,324 - ATS DELLA BRIANZA,030070-00,PRESIDIO OSPEDALIERO DI CARATE ,62,NEONATOLOGIA,4.582781,0
2015,327 - ATS DELLA VAL PADANA,030908-00,ISTITUTI OSPITALIERI - CREMONA,62,NEONATOLOGIA,12.867133,1
2012,324 - ATS DELLA BRIANZA,030078-00,PRESIDIO OSPEDALIERO DI VIMERCATE,50,UNITA' CORONARICA,5.542857,0
2016,328 - ATS DI PAVIA,030202-00,IST.DI CURA CITTA'DI PAVIA,26,MEDICINA GENERALE,4.509677,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030067-00,OSPEDALE MAGGIORE DI LODI,49,TERAPIA INTENSIVA,8.898148,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030911-00,ISTITUTO ORTOPEDICO GAETANO PINI - MILANO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,21.477404,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030281-01,OSPEDALE CIVILE DI LEGNANO,49,TERAPIA INTENSIVA,10.604651,0
2016,323 - ATS DELLA MONTAGNA,030035-00,C.O.F. LANZO HOSPITAL - RAMPONIO VERNA,09,CHIRURGIA GENERALE,1.857143,1
2017,325 - ATS DI BERGAMO,030905-00,OSPEDALE PAPA GIOVANNI XXIII - BG,30,NEUROCHIRURGIA,9.88178,0
2013,327 - ATS DELLA VAL PADANA,030218-00,CASA DI CURA S. CAMILLO - CREMONA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,16.740864,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030943-00,IST. CLIN. HUMANITAS - ROZZANO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,14.729874,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030914-00,OSPEDALE S. PAOLO - MILANO,49,TERAPIA INTENSIVA,10.602941,0
2016,322 - ATS DELL'INSUBRIA,030030-00,OSPEDALE  VALDUCE ,62,NEONATOLOGIA,8.954861,0
2016,322 - ATS DELL'INSUBRIA,030038-00,CASA DI CURA LE BETULLE-APPIANO GENTILE,43,UROLOGIA,2,0
2015,326 - ATS DI BRESCIA,030184-00,OSPEDALE DI MANERBIO,49,TERAPIA INTENSIVA,7.145161,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030943-00,IST. CLIN. HUMANITAS - ROZZANO,49,TERAPIA INTENSIVA,18.245161,1
2017,322 - ATS DELL'INSUBRIA,030030-00,OSPEDALE  VALDUCE ,49,TERAPIA INTENSIVA,12.844828,0
2013,325 - ATS DI BERGAMO,030148-00,POLICLINICO SAN PIETRO  - PONTE S. PIETRO,49,TERAPIA INTENSIVA,9.74359,0
2016,326 - ATS DI BRESCIA,030295-00,FONDAZIONE POLIAMBULANZA - BRESCIA,49,TERAPIA INTENSIVA,21.682432,0
2017,323 - ATS DELLA MONTAGNA,030274-01,OSPEDALE VALCAMONICA - ESINE,36,ORTOPEDIA E TRAUMATOLOGIA,4.959476,1
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030916-00,OSPEDALE L. SACCO - MILANO,32,NEUROLOGIA,9.712274,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030281-01,OSPEDALE CIVILE DI LEGNANO,49,TERAPIA INTENSIVA,9.089286,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030915-00,OSPEDALE S. CARLO BORROMEO - MILANO,14,CHIRURGIA VASCOLARE,7.161644,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030072-01,OSPEDALE DI  VIZZOLO PREDABISSI,36,ORTOPEDIA E TRAUMATOLOGIA,6.811453,1
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030083-00,OSPEDALE DELMATI - SANT'ANGELO LODIGIANO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,21.011494,0
2016,328 - ATS DI PAVIA,030193-00,OSPEDALE CIVILE - VIGEVANO,50,UNITA' CORONARICA,7.081967,0
2017,324 - ATS DELLA BRIANZA,030106-00,CASA DI CURA POLICLINICO - MONZA,50,UNITA' CORONARICA,8.214286,0
2014,322 - ATS DELL'INSUBRIA,030006-00,OSP. S. ANTONIO ABATE - GALLARATE,67,PENSIONANTI,7.561983,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030281-02,OSPEDALE DI CUGGIONO,38,OTORINOLARINGOIATRIA,1.59375,1
2015,322 - ATS DELL'INSUBRIA,030037-00,CASA DI CURA VILLA S. BENEDETTO-ALBESE,60,LUNGODEGENTI,37.988506,0
2015,324 - ATS DELLA BRIANZA,030909-00,OSPEDALE S.GERARDO - MONZA,33,NEUROPSICHIATRIA INFANTILE,13.59058,6.939577
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030087-00,OSPEDALE CADUTI BOLLATESI - BOLLATE,34,OCULISTICA,2.857143,1
2015,328 - ATS DI PAVIA,030924-00,POLICLINICO S. MATTEO - PAVIA,73,TERAPIA INTENSIVA NEONATALE,14.444444,0
2012,325 - ATS DI BERGAMO,030905-00,OSPEDALI RIUNITI - BERGAMO,RM,RIABILITAZIONE DI MANTENIMENTO,49.142857,0
2013,324 - ATS DELLA BRIANZA,030024-00,OSPEDALE DI CIRCOLO S.L.MANDIC-MERATE,31,NIDO,5.432836,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030913-00,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,10,CHIRURGIA MAXILLO-FACCIALE,2.115789,0
2014,328 - ATS DI PAVIA,030199-00,CASA DI CURA S. MARIA GRAZIE,36,ORTOPEDIA E TRAUMATOLOGIA,3.141892,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030925-00,FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGIORE POLICLINICO,50,UNITA' CORONARICA,4.138686,0
2014,324 - ATS DELLA BRIANZA,030070-00,PRESIDIO OSPEDALIERO DI CARATE ,31,NIDO,3.787879,0
2014,327 - ATS DELLA VAL PADANA,030227-01,PRESIDIO OSPEDALIERO - ASOLA,40,PSICHIATRIA,15.620112,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030934-00,"CENTRO CARDIOLOGICO ""FOND. MONZINO"" - MILANO",56,RECUPERO E RIABILITAZIONE FUNZIONALE,12,0
2012,324 - ATS DELLA BRIANZA,030903-00,"OSPEDALE DI CIRCOLO ""A. MANZONI"" - LECCO",40,PSICHIATRIA,18.617363,0
2012,326 - ATS DI BRESCIA,030906-00,PRES.OSPEDAL.SPEDALI CIVILI BRESCIA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,79.978261,0
2015,322 - ATS DELL'INSUBRIA,030902-00,OSPEDALE S. ANNA - COMO,40,PSICHIATRIA,9.216529,4.823529
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030941-00,ISTITUTO EUROPEO DI ONCOLOGIA-MILANO,12,CHIRURGIA PLASTICA,2.341365,0
2016,325 - ATS DI BERGAMO,030138-00,OSP.LE SS.TRINITA'-ROMANO DI LOMBARDIA,37,OSTETRICIA E GINECOLOGIA,0,1
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030066-00,OSPEDALE G.SALVINI-GARBAGNATE MIL.SE,60,LUNGODEGENTI,25.147059,0
2014,326 - ATS DI BRESCIA,030275-00,ISTITUTO CLINICO S. ROCCO S.P.A. - OME,56,RECUPERO E RIABILITAZIONE FUNZIONALE,12.203209,0
2014,324 - ATS DELLA BRIANZA,030106-00,CASA DI CURA POLICLINICO - MONZA,13,CHIRURGIA TORACICA,8.615385,0
2015,323 - ATS DELLA MONTAGNA,030026-00,OSPEDALE ERBA-  RENALDI - MENAGGIO,40,PSICHIATRIA,12.489362,0
2014,322 - ATS DELL'INSUBRIA,030017-00,CASA DI CURA MATER DOMINI - CASTELLANZA,34,OCULISTICA,1.565217,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030121-00,CASA DI CURA S. PIO X - MILANO,49,TERAPIA INTENSIVA,16.583333,0
2016,328 - ATS DI PAVIA,030193-00,OSPEDALE CIVILE - VIGEVANO,40,PSICHIATRIA,13.860068,0
2016,328 - ATS DI PAVIA,030938-00,IRCCS CENTRO MEDICO DI PAVIA,25,MEDICINA DEL LAVORO,3.845528,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030074-00,OSPEDALE CIVILE G. FORNAROLI - MAGENTA,12,CHIRURGIA PLASTICA,4.081481,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030363-00,RESIDENZA ANNI AZZURRI MIRASOLE - OPERA,RM,RIABILITAZIONE DI MANTENIMENTO,26.283333,0
2014,326 - ATS DI BRESCIA,030183-00,OSPEDALE VILLA DEI COLLI DI LONATO,60,LUNGODEGENTI,23.858696,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030363-00,RESIDENZA ANNI AZZURRI MIRASOLE - OPERA,60,LUNGODEGENTI,43.470219,0
2014,327 - ATS DELLA VAL PADANA,030239-00,OSP.CIVILE DESTRA SECCHIA-PIEVE CORIANO,49,TERAPIA INTENSIVA,10.872727,0
2013,322 - ATS DELL'INSUBRIA,030032-00,IST.CLINICO VILLA APRICA SPA-COMO,60,LUNGODEGENTI,31.777778,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030116-00,CLINICA SAN CARLO - PADERNO DUGNANO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,17.227139,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030913-00,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,62,NEONATOLOGIA,16.01497,0
2012,327 - ATS DELLA VAL PADANA,030357-00,OSP. SAN PELLEGRINO - CASTIGLIONE D/S,49,TERAPIA INTENSIVA,17.906977,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030051-00,P.O.  CITTA' DI SESTO S. GIOVANNI,08,CARDIOLOGIA,10.071685,0
2012,322 - ATS DELL'INSUBRIA,030006-00,OSP. S. ANTONIO ABATE - GALLARATE,35,ODONTOIATRIA E STOMATOLOGIA,0,1
2015,328 - ATS DI PAVIA,030190-00,OSPEDALE CARLO MIRA-CASORATE PRIMO,40,PSICHIATRIA,17.010695,0
2014,324 - ATS DELLA BRIANZA,030068-00,PRESIDIO OSPEDALIERO DI DESIO,25,MEDICINA DEL LAVORO,0,2.111111
2015,322 - ATS DELL'INSUBRIA,030347-00,CASA DI CURA VILLA S. GIUSEPPE-ANZANO DEL PARCO ,60,LUNGODEGENTI,37.751445,0
2012,326 - ATS DI BRESCIA,030906-00,PRES.OSPEDAL.SPEDALI CIVILI BRESCIA,20,IMMUNOLOGIA,0,6.913043
2016,322 - ATS DELL'INSUBRIA,030902-00,OSPEDALE S. ANNA - COMO,34,OCULISTICA,2.113208,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030116-00,CLINICA SAN CARLO - PADERNO DUGNANO,49,TERAPIA INTENSIVA,11.465116,0
2016,328 - ATS DI PAVIA,030194-00,OSPEDALE CIVILE - VOGHERA,31,NIDO,6.087719,0
2012,323 - ATS DELLA MONTAGNA,030274-02,OSPEDALE VALCAMONICA - EDOLO,49,TERAPIA INTENSIVA,37.5,0
2016,322 - ATS DELL'INSUBRIA,030010-00,OSPEDALE GALMARINI - TRADATE,34,OCULISTICA,1.133333,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030100-00,CASA DI CURA IGEA - MILANO,98,DAY SURGERY,0,1
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030281-02,OSPEDALE DI CUGGIONO,36,ORTOPEDIA E TRAUMATOLOGIA,1.902116,0
2016,326 - ATS DI BRESCIA,030161-00,PRESIDIO OSPEDALIERO DI SALO',40,PSICHIATRIA,12.265207,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030074-00,OSPEDALE CIVILE G. FORNAROLI - MAGENTA,62,NEONATOLOGIA,7.141593,0
2017,327 - ATS DELLA VAL PADANA,030907-00,OSPEDALE C. POMA - MANTOVA,14,CHIRURGIA VASCOLARE,6.941176,11.090909
2012,326 - ATS DI BRESCIA,030275-00,ISTITUTO CLINICO S. ROCCO S.P.A.,34,OCULISTICA,2.555556,0
2017,327 - ATS DELLA VAL PADANA,030239-00,OSP.CIVILE DESTRA SECCHIA-PIEVE CORIANO,37,OSTETRICIA E GINECOLOGIA,3.145019,1
2017,322 - ATS DELL'INSUBRIA,030006-00,OSP. S. ANTONIO ABATE - GALLARATE,40,PSICHIATRIA,12.962644,0
2017,323 - ATS DELLA MONTAGNA,030274-01,OSPEDALE VALCAMONICA - ESINE,49,TERAPIA INTENSIVA,12.047619,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030116-00,CLINICA SAN CARLO - PADERNO DUGNANO,14,CHIRURGIA VASCOLARE,8.539683,0
2017,324 - ATS DELLA BRIANZA,030078-00,PRESIDIO OSPEDALIERO DI VIMERCATE,49,TERAPIA INTENSIVA,12.47619,2
2012,326 - ATS DI BRESCIA,030159-00,P.O. MONTICHIARI- A.O. SPEDALI CIVILI,64,ONCOLOGIA,0,1
2015,325 - ATS DI BERGAMO,030133-00,OSPEDALE PESENTI FENAROLI - ALZANO L.,40,PSICHIATRIA,18.096939,1
2015,322 - ATS DELL'INSUBRIA,030006-00,OSP. S. ANTONIO ABATE - GALLARATE,56,RECUPERO E RIABILITAZIONE FUNZIONALE,17.084291,0
2013,326 - ATS DI BRESCIA,030906-00,PRES.OSPEDAL.SPEDALI CIVILI BRESCIA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,82.4375,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030367-00,OSPEDALE S. GIUSEPPE - MILANO,12,CHIRURGIA PLASTICA,1.304348,1
2015,323 - ATS DELLA MONTAGNA,030904-00,OSPEDALE MORELLI - SONDALO,31,NIDO,1.083333,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030948-00,IRCCS MULTIMEDICA - MILANO,50,UNITA' CORONARICA,5.842105,0
2015,322 - ATS DELL'INSUBRIA,030006-00,OSP. S. ANTONIO ABATE - GALLARATE,60,LUNGODEGENTI,26.419355,0
2015,328 - ATS DI PAVIA,030193-00,OSPEDALE CIVILE - VIGEVANO,31,NIDO,4.088608,0
2017,328 - ATS DI PAVIA,030198-00,ISTITUTO CLINICO BEATO MATTEO,12,CHIRURGIA PLASTICA,3.747664,1
2016,326 - ATS DI BRESCIA,030906-00,PRES.OSPEDAL.SPEDALI CIVILI BRESCIA,20,IMMUNOLOGIA,0,5.555556
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030363-00,RESIDENZA ANNI AZZURRI MIRASOLE - OPERA,RM,RIABILITAZIONE DI MANTENIMENTO,23.317073,0
2017,323 - ATS DELLA MONTAGNA,030031-00,OSP. MORIGGIA PELASCINI - GRAVEDONA,31,NIDO,3.543478,0
2017,327 - ATS DELLA VAL PADANA,030209-00,OSPEDALE MAGGIORE - CREMA,54,EMODIALISI,9.581818,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030072-01,OSPEDALE DI  VIZZOLO PREDABISSI,50,UNITA' CORONARICA,4.083333,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030105-00,CASA DI CURA S. CAMILLO - MILANO,34,OCULISTICA,1.117647,1
2016,323 - ATS DELLA MONTAGNA,030042-00,OSPEDALE SONDRIO,31,NIDO,3.5,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030359-00,FONDAZIONE EUROPEA DI RICERCA BIOMEDICA-CERNUSCO S/NAVIGLIO,60,LUNGODEGENTI,29.684932,0
2016,322 - ATS DELL'INSUBRIA,030017-00,CASA DI CURA MATER DOMINI - CASTELLANZA,38,OTORINOLARINGOIATRIA,1.173913,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030925-00,FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGIORE POLICLINICO,25,MEDICINA DEL LAVORO,3.510417,1.5
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030283-00,OSPEDALE G.CASATI-PASSIRANA RHO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,20.624,0
2014,326 - ATS DI BRESCIA,030163-00,PRESIDIO OSPEDALIERO DI ISEO,62,NEONATOLOGIA,2.5,0
2014,325 - ATS DI BERGAMO,030132-00,OSPEDALE CIVILE - S.GIOVANNI BIANCO,31,NIDO,4,0
2014,323 - ATS DELLA MONTAGNA,030274-02,OSPEDALE VALCAMONICA - EDOLO,08,CARDIOLOGIA,15.5,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030119-00,IST.CLINICO S.SIRO SPA-MILANO,60,LUNGODEGENTI,21.622642,0
2015,322 - ATS DELL'INSUBRIA,030004-00,OSPEDALE DI CIRCOLO - BUSTO ARSIZIO,61,MEDICINA NUCLEARE,3.99505,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030913-00,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,61,MEDICINA NUCLEARE,3.958848,0
2017,327 - ATS DELLA VAL PADANA,030353-00,OSPEDALE CIVILE DI VOLTA MANTOVANA,RM,RIABILITAZIONE DI MANTENIMENTO,18.457516,0
2017,326 - ATS DI BRESCIA,030368-00,C.TRO RIAB.E.SPALENZA-FOND.DON GNOCCHI,28,UNITA' SPINALE,55,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030121-00,CASA DI CURA S. PIO X - MILANO,31,NIDO,4.526316,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030058-00,OSPEDALE BASSINI - CINISELLO BALSAMO,37,OSTETRICIA E GINECOLOGIA,1,1
2016,327 - ATS DELLA VAL PADANA,030217-00,CASA DI CURA ANCELLE DELLA CARITA'-CR,RM,RIABILITAZIONE DI MANTENIMENTO,21.777778,0
2015,325 - ATS DI BERGAMO,030905-00,OSPEDALE PAPA GIOVANNI XXIII - BG,RM,RIABILITAZIONE DI MANTENIMENTO,19,0
2013,327 - ATS DELLA VAL PADANA,030908-00,ISTITUTI OSPITALIERI - CREMONA,73,TERAPIA INTENSIVA NEONATALE,13,0
2013,325 - ATS DI BERGAMO,030149-00,CASA DI CURA QUARENGHI-S.PELLEGRINO T.,RM,RIABILITAZIONE DI MANTENIMENTO,28.5,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030101-00,CASA DI CURA VILLA LETIZIA - MILANO,02,DAY HOSPITAL,1.25,0
2012,323 - ATS DELLA MONTAGNA,030044-00,OSPEDALE GENERALE DI ZONA - CHIAVENNA,37,OSTETRICIA E GINECOLOGIA,3.616027,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030051-00,P.O.  CITTA' DI SESTO S. GIOVANNI,37,OSTETRICIA E GINECOLOGIA,3.958986,1
2012,326 - ATS DI BRESCIA,030157-00,OSPEDALE CIVILE LA MEMORIA DI GAVARDO,39,PEDIATRIA,4.709052,0
2012,325 - ATS DI BERGAMO,030138-00,OSPEDALE SS.TRINITA'-ROMANO DI LOMBARDIA,26,MEDICINA GENERALE,9.175665,0
2012,322 - ATS DELL'INSUBRIA,030017-00,CASA DI CURA MATER DOMINI - CASTELLANZA,36,ORTOPEDIA E TRAUMATOLOGIA,5.755061,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030935-00,IRCCS    S. RAFFAELE - MILANO,43,UROLOGIA,6.635036,0
2012,326 - ATS DI BRESCIA,030157-00,OSPEDALE CIVILE LA MEMORIA DI GAVARDO,36,ORTOPEDIA E TRAUMATOLOGIA,4.869643,1
2012,325 - ATS DI BERGAMO,030132-00,OSPEDALE CIVILE - S.GIOVANNI BIANCO,36,ORTOPEDIA E TRAUMATOLOGIA,4.159675,1
2012,325 - ATS DI BERGAMO,030133-00,OSPEDALE PESENTI FENAROLI - ALZANO L.,36,ORTOPEDIA E TRAUMATOLOGIA,4.437946,1
2012,326 - ATS DI BRESCIA,030295-00,POLIAMBULANZA - BRESCIA,31,NIDO,6.563536,0
2012,322 - ATS DELL'INSUBRIA,030364-00,"""LA FONDAZIONE"" DI A.BORGHI & C.-BREBBIA",RM,RIABILITAZIONE DI MANTENIMENTO,23.106796,0
2012,325 - ATS DI BERGAMO,030905-00,OSPEDALI RIUNITI - BERGAMO,10,CHIRURGIA MAXILLO-FACCIALE,2.461538,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030913-00,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,38,OTORINOLARINGOIATRIA,4.826833,1
2012,326 - ATS DI BRESCIA,030171-00,OSPEDALE S. ORSOLA F.B.F. - BRESCIA,21,GERIATRIA,9.106742,0
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030943-00,IST. CLIN. HUMANITAS - ROZZANO,09,CHIRURGIA GENERALE,6.732719,0
2012,328 - ATS DI PAVIA,030202-00,IST.DI CURA CITTA'DI PAVIA,09,CHIRURGIA GENERALE,2.867347,0
2012,325 - ATS DI BERGAMO,030382-00,OSPEDALE M. O. ANTONIO LOCATELLI,09,CHIRURGIA GENERALE,5.577586,1
2012,322 - ATS DELL'INSUBRIA,030032-00,IST.CLINICO VILLA APRICA SPA-COMO,26,MEDICINA GENERALE,9.514634,1
2012,323 - ATS DELLA MONTAGNA,030042-00,OSPEDALE CIVILE - SONDRIO,37,OSTETRICIA E GINECOLOGIA,3.769365,1
2012,325 - ATS DI BERGAMO,030905-00,OSPEDALI RIUNITI - BERGAMO,49,TERAPIA INTENSIVA,20.218884,1.742857
2012,324 - ATS DELLA BRIANZA,030903-00,"OSPEDALE DI CIRCOLO ""A. MANZONI"" - LECCO",07,CARDIOCHIRURGIA,9.318898,0
2012,322 - ATS DELL'INSUBRIA,030029-00,OSP.SACRA FAMIGLIA - F.B.F. - ERBA,08,CARDIOLOGIA,6.788235,1
2012,328 - ATS DI PAVIA,030202-00,IST.DI CURA CITTA'DI PAVIA,08,CARDIOLOGIA,4.423756,0
2012,325 - ATS DI BERGAMO,030131-00,OSPEDALE DI TREVIGLIO E CARAVAGGIO,32,NEUROLOGIA,12.02005,1
2012,328 - ATS DI PAVIA,030193-00,OSPEDALE CIVILE - VIGEVANO,08,CARDIOLOGIA,8.918511,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030910-00,OSPEDALE FATEBENEFRATELLI E OFTALMICO,51,ASTANTERIA,8.858871,0
2012,322 - ATS DELL'INSUBRIA,030004-00,OSPEDALE DI CIRCOLO - BUSTO ARSIZIO,09,CHIRURGIA GENERALE,8.706629,1
2012,326 - ATS DI BRESCIA,030156-00,OSPEDALE DI DESENZANO,39,PEDIATRIA,4.537901,0
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030915-00,OSPEDALE S. CARLO BORROMEO - MILANO,68,PNEUMOLOGIA,9.904858,0
2012,322 - ATS DELL'INSUBRIA,030029-00,OSP.SACRA FAMIGLIA - F.B.F. - ERBA,49,TERAPIA INTENSIVA,9.828125,0
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030080-00,OSPEDALE CIVICO ROSSI - CASALPUSTERLENGO,60,LUNGODEGENTI,21.879433,0
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030935-00,IRCCS    S. RAFFAELE - MILANO,26,MEDICINA GENERALE,11.025543,2.561798
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030281-01,OSPEDALE DI LEGNANO,43,UROLOGIA,7.368946,0
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030925-00,FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGIORE POLICLINICO,67,PENSIONANTI,4.207171,0
2012,322 - ATS DELL'INSUBRIA,030030-00,OSP.GENERALE DI ZONA VALDUCE - COMO,37,OSTETRICIA E GINECOLOGIA,3.415038,1
2012,325 - ATS DI BERGAMO,030144-00,CASA DI CURA BEATO PALAZZOLO - BERGAMO,60,LUNGODEGENTI,31.951613,0
2012,325 - ATS DI BERGAMO,030905-00,OSPEDALI RIUNITI - BERGAMO,73,TERAPIA INTENSIVA NEONATALE,43.860465,0
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030079-00,OSPEDALE CIVICO - CODOGNO,31,NIDO,3.837349,0
2012,323 - ATS DELLA MONTAGNA,030904-00,OSPEDALE MORELLI - SONDALO,28,UNITA' SPINALE,33.005747,0
2012,324 - ATS DELLA BRIANZA,030024-00,"OSPEDALE DI CIRCOLO""S.L.MANDIC""- MERATE",32,NEUROLOGIA,8.518883,0
2012,328 - ATS DI PAVIA,030193-00,OSPEDALE CIVILE - VIGEVANO,40,PSICHIATRIA,15.312676,0
2012,326 - ATS DI BRESCIA,030159-00,P.O. MONTICHIARI- A.O. SPEDALI CIVILI,40,PSICHIATRIA,12.926655,4.528571
2012,325 - ATS DI BERGAMO,030379-00,HABILITA ISTITUTO CLINICO OSPEDALE DI SARNICO,60,LUNGODEGENTI,27.350515,0
2013,322 - ATS DELL'INSUBRIA,030022-00,OSPEDALE S. ANTONIO ABATE - CANTU',39,PEDIATRIA,2.821799,2.5
2013,325 - ATS DI BERGAMO,030140-00,OSPEDALE BOLOGNINI - SERIATE,09,CHIRURGIA GENERALE,5.615429,1
2012,323 - ATS DELLA MONTAGNA,030274-01,OSPEDALE VALCAMONICA - ESINE,37,OSTETRICIA E GINECOLOGIA,3.645802,1
2012,322 - ATS DELL'INSUBRIA,030397-00,CASA DI CURA LE TERRAZZE - CUNARDO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,33.023187,0
2012,328 - ATS DI PAVIA,030191-00,OSPEDALE S.MARTINO - MEDE,56,RECUPERO E RIABILITAZIONE FUNZIONALE,25.437008,0
2012,325 - ATS DI BERGAMO,030148-00,POLICLINICO SAN PIETRO S.P.A.,31,NIDO,2.444444,0
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030936-01,IST.AUXOLOGICO ITALIANO-I.S. S.LUCA-MI,56,RECUPERO E RIABILITAZIONE FUNZIONALE,25.776541,0
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030281-01,OSPEDALE DI LEGNANO,34,OCULISTICA,1.960784,0
2013,325 - ATS DI BERGAMO,030140-00,OSPEDALE BOLOGNINI - SERIATE,37,OSTETRICIA E GINECOLOGIA,3.568938,1
2013,323 - ATS DELLA MONTAGNA,030044-00,OSPEDALE DI CHIAVENNA,37,OSTETRICIA E GINECOLOGIA,3.507605,1
