ANNO,CODICE ATS RESIDENZA,DESCRIZIONE ATS RESIDENZA,COORDINATA GEOGRAFICA X,COORDINATA GEOGRAFICA Y,CODICE DISCIPLINA,DESCRIZIONE DISCIPLINA,TASSO RICOVERI STESSA ATS,TASSO RICOVERI ALTRA ATS,POSIZIONE
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,66,ONCOEMATOLOGIA,0,0.005899879052479,"(46.33431031, 10.32968894)"
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,64,ONCOLOGIA,0.439972055828887,1.13857633366529,"(46.33431031, 10.32968894)"
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,40,PSICHIATRIA,1.69192475255252,0.234834695885585,"(45.80802245, 8.837196022)"
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,11,CHIRURGIA PEDIATRICA,0.624380807327993,0.110078697245687,"(45.68701679, 9.63853045)"
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,70,RADIOTERAPIA,0.056327324209863,0.007588136940189,"(45.44410928, 9.198811423)"
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,19,"MALATTIE ENDOCRINE,DEL RICAMBIO E DELLA NUTRIZIONE",0.107623151426938,0.00232698705788,"(45.44410928, 9.198811423)"
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,58,GASTROENTEROLOGIA,0,0.275936552395307,"(46.33431031, 10.32968894)"
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,50,UNITA' CORONARICA,0.19026352543677,0.040422287455431,"(45.80802245, 8.837196022)"
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,30,NEUROCHIRURGIA,0.815739868378137,0.761962496918277,"(45.80802245, 8.837196022)"
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,70,RADIOTERAPIA,0,0.011620108764218,"(45.69919245, 9.298423314)"
2016,324,ATS DELLA BRIANZA,9.298423314,45.69919245,13,CHIRURGIA TORACICA,0.288717612604017,0.283739722731534,"(45.69919245, 9.298423314)"
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,26,MEDICINA GENERALE,17.863460023485,1.78367049660359,"(46.33431031, 10.32968894)"
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,08,CARDIOLOGIA,7.00034169749372,2.16606498194946,"(46.33431031, 10.32968894)"
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,32,NEUROLOGIA,1.9612264637989,0.93759086620341,"(46.33431031, 10.32968894)"
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,75,NEURO-RIABILITAZIONE,0,0.272700757873331,"(45.68701679, 9.63853045)"
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,21,GERIATRIA,0.874101996776749,0.037248664635373,"(45.69919245, 9.298423314)"
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,25,MEDICINA DEL LAVORO,0.096038724777561,0.01380748439294,"(45.44410928, 9.198811423)"
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,21,GERIATRIA,0,0.297178187305063,"(45.68701679, 9.63853045)"
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,52,DERMATOLOGIA,0.105124009082052,0.05794236721058,"(45.69919245, 9.298423314)"
2015,328,ATS DI PAVIA,9.14034225,45.20086141,31,NIDO,0.652425089571769,0.060139742893487,"(45.20086141, 9.14034225)"
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,43,UROLOGIA,7.00804296317416,0.68032244035449,"(45.68701679, 9.63853045)"
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,28,UNITA' SPINALE,0,0.00703651157902,"(45.65171815, 10.25368782)"
2017,328,ATS DI PAVIA,9.14034225,45.20086141,32,NEUROLOGIA,4.22292512941959,0.297852356596882,"(45.20086141, 9.14034225)"
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,75,NEURO-RIABILITAZIONE,0,0.07760490566477,"(45.1439181, 10.02604335)"
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,25,MEDICINA DEL LAVORO,0.003320031075491,0.0091300854576,"(45.69919245, 9.298423314)"
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,60,LUNGODEGENTI,0.312098991112145,0.135150009544099,"(45.80802245, 8.837196022)"
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,36,ORTOPEDIA E TRAUMATOLOGIA,11.9124307503246,2.04877231328378,"(45.68701679, 9.63853045)"
2014,328,ATS DI PAVIA,9.14034225,45.20086141,08,CARDIOLOGIA,6.94659746209372,1.22372457260827,"(45.20086141, 9.14034225)"
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,50,UNITA' CORONARICA,0.292326493923601,0.041209021169847,"(45.1439181, 10.02604335)"
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,29,NEFROLOGIA,1.37140695781999,0.085455979598633,"(45.44410928, 9.198811423)"
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,52,DERMATOLOGIA,0,0.154164517257532,"(46.33431031, 10.32968894)"
2012,328,ATS DI PAVIA,9.14034225,45.20086141,65,ONCOEMATOLOGIA PEDIATRICA,0.490977586779822,0,"(45.20086141, 9.14034225)"
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,60,LUNGODEGENTI,1.02457695372299,0.214026561641799,"(45.65171815, 10.25368782)"
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,21,GERIATRIA,0.566515424215535,0.036353930965703,"(45.44410928, 9.198811423)"
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,98,DAY SURGERY,5.31461437233996,0.189703423504721,"(45.44410928, 9.198811423)"
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,08,CARDIOLOGIA,5.94985336442355,2.18442724383886,"(45.69919245, 9.298423314)"
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,30,NEUROCHIRURGIA,1.93452292647033,0.949459105016111,"(46.33431031, 10.32968894)"
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,29,NEFROLOGIA,0,0.404976780345915,"(46.33431031, 10.32968894)"
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,19,"MALATTIE ENDOCRINE,DEL RICAMBIO E DELLA NUTRIZIONE",1.20470940927206,0.081928788921518,"(45.80802245, 8.837196022)"
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,28,UNITA' SPINALE,0.172421481338347,0.002972784161006,"(46.33431031, 10.32968894)"
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,43,UROLOGIA,3.77930029963611,2.37656934730121,"(45.69919245, 9.298423314)"
2015,328,ATS DI PAVIA,9.14034225,45.20086141,75,NEURO-RIABILITAZIONE,0.207755475450228,0.109344987079067,"(45.20086141, 9.14034225)"
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,56,RECUPERO E RIABILITAZIONE FUNZIONALE,6.15893031381173,0.929785851938811,"(45.68701679, 9.63853045)"
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,13,CHIRURGIA TORACICA,0.563300371656419,0.040318615684986,"(45.44410928, 9.198811423)"
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,47,GRANDI USTIONATI,0,0.002578633272793,"(45.65171815, 10.25368782)"
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,50,UNITA' CORONARICA,0.413395055267401,0.00703651157902,"(45.65171815, 10.25368782)"
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,34,OCULISTICA,1.47384895123453,0.357783270587458,"(45.44410928, 9.198811423)"
2015,328,ATS DI PAVIA,9.14034225,45.20086141,39,PEDIATRIA,3.06165963821389,0.697985500854713,"(45.20086141, 9.14034225)"
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,49,TERAPIA INTENSIVA,0.589224755007735,0.09369934942019,"(45.68701679, 9.63853045)"
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,38,OTORINOLARINGOIATRIA,4.20884654360067,1.40904294773352,"(45.1439181, 10.02604335)"
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,09,CHIRURGIA GENERALE,15.1142382549284,2.75148608978176,"(45.1439181, 10.02604335)"
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,35,ODONTOIATRIA E STOMATOLOGIA,0.237147094948087,0.115598583917347,"(45.69919245, 9.298423314)"
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,70,RADIOTERAPIA,0,0.00914002349817,"(45.69919245, 9.298423314)"
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,01,ALLERGOLOGIA,0.015176273880378,0,"(45.44410928, 9.198811423)"
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,66,ONCOEMATOLOGIA,0,0.015364963274246,"(45.80802245, 8.837196022)"
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,08,CARDIOLOGIA,6.3514008280994,1.3457675469287,"(45.80802245, 8.837196022)"
2012,328,ATS DI PAVIA,9.14034225,45.20086141,21,GERIATRIA,0,0.024268854099383,"(45.20086141, 9.14034225)"
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,35,ODONTOIATRIA E STOMATOLOGIA,0.395354483299536,0.025235392551034,"(45.44410928, 9.198811423)"
2016,324,ATS DELLA BRIANZA,9.298423314,45.69919245,28,UNITA' SPINALE,0,0.009126131432886,"(45.69919245, 9.298423314)"
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,39,PEDIATRIA,5.18400769840664,0.990755962320231,"(45.1439181, 10.02604335)"
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,33,NEUROPSICHIATRIA INFANTILE,0.477694148246684,0.109648656803954,"(45.69919245, 9.298423314)"
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,35,ODONTOIATRIA E STOMATOLOGIA,0,0.020692244251251,"(46.33431031, 10.32968894)"
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,62,NEONATOLOGIA,0.957209733626479,0.280017083534829,"(45.69919245, 9.298423314)"
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,13,CHIRURGIA TORACICA,0.277863594567767,0.085918348320296,"(45.68701679, 9.63853045)"
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,09,CHIRURGIA GENERALE,15.3042862621316,4.37181037788725,"(46.33431031, 10.32968894)"
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,08,CARDIOLOGIA,9.92763827404926,0.292015230529313,"(45.65171815, 10.25368782)"
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,73,TERAPIA INTENSIVA NEONATALE,0.04063421888841,0.011738774345541,"(45.68701679, 9.63853045)"
2012,328,ATS DI PAVIA,9.14034225,45.20086141,62,NEONATOLOGIA,0.602987682623127,0.341630792322081,"(45.20086141, 9.14034225)"
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,28,UNITA' SPINALE,0.2165953583318,0,"(46.33431031, 10.32968894)"
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,26,MEDICINA GENERALE,17.5108410277589,1.58411752559073,"(46.33431031, 10.32968894)"
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,69,RADIOLOGIA,0,0.000698407421557,"(45.80802245, 8.837196022)"
2016,328,ATS DI PAVIA,9.14034225,45.20086141,26,MEDICINA GENERALE,18.2579399407949,0.919832240120016,"(45.20086141, 9.14034225)"
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,37,OSTETRICIA E GINECOLOGIA,15.6024088704913,4.25079792772539,"(45.69919245, 9.298423314)"
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,39,PEDIATRIA,3.9224199944347,0.322201862051082,"(45.65171815, 10.25368782)"
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,28,UNITA' SPINALE,0,0.012877819115577,"(45.1439181, 10.02604335)"
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,50,UNITA' CORONARICA,0.463209670387996,0.018479914907566,"(45.44410928, 9.198811423)"
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,40,PSICHIATRIA,2.36771364313393,0.180990641893696,"(46.33431031, 10.32968894)"
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,10,CHIRURGIA MAXILLO-FACCIALE,0.903811904027547,0.054125617826745,"(45.65171815, 10.25368782)"
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,30,NEUROCHIRURGIA,0.871828354124572,0.658056556805992,"(45.1439181, 10.02604335)"
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,98,DAY SURGERY,0.616574327111591,0.291135666581935,"(45.65171815, 10.25368782)"
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,28,UNITA' SPINALE,0.033324436718561,0.002423595397714,"(45.44410928, 9.198811423)"
2015,328,ATS DI PAVIA,9.14034225,45.20086141,29,NEFROLOGIA,0.714387248916573,0.096588071919843,"(45.20086141, 9.14034225)"
2017,328,ATS DI PAVIA,9.14034225,45.20086141,13,CHIRURGIA TORACICA,0.263133370245098,0.299679671668028,"(45.20086141, 9.14034225)"
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,43,UROLOGIA,6.32577128716984,1.71792756813853,"(46.33431031, 10.32968894)"
2017,328,ATS DI PAVIA,9.14034225,45.20086141,48,NEFROLOGIA (ABILITAZIONE TRAPIANTO RENE),0.626769069403254,0.010963890426879,"(45.20086141, 9.14034225)"
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,36,ORTOPEDIA E TRAUMATOLOGIA,12.1162215127566,2.10692894405138,"(45.68701679, 9.63853045)"
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,26,MEDICINA GENERALE,12.9197925369273,1.08495440364262,"(45.80802245, 8.837196022)"
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,58,GASTROENTEROLOGIA,1.3514688050793,0.171694244609442,"(45.80802245, 8.837196022)"
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,70,RADIOTERAPIA,0.338083777419113,0.053108945878098,"(45.1439181, 10.02604335)"
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,14,CHIRURGIA VASCOLARE,0.956965574746664,0.058051220526912,"(45.65171815, 10.25368782)"
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,50,UNITA' CORONARICA,0.312725791887859,0.006013957536305,"(45.65171815, 10.25368782)"
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,33,NEUROPSICHIATRIA INFANTILE,0.124726652838445,0.08556828508684,"(45.44410928, 9.198811423)"
2012,328,ATS DI PAVIA,9.14034225,45.20086141,35,ODONTOIATRIA E STOMATOLOGIA,0,0.087741241743922,"(45.20086141, 9.14034225)"
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,61,MEDICINA NUCLEARE,0,0.139341005982769,"(46.33431031, 10.32968894)"
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,64,ONCOLOGIA,0.776901997344408,0.757791039120962,"(45.69919245, 9.298423314)"
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,12,CHIRURGIA PLASTICA,0,0.578576642119193,"(46.33431031, 10.32968894)"
2013,328,ATS DI PAVIA,9.14034225,45.20086141,09,CHIRURGIA GENERALE,22.2362663533302,2.23511728805769,"(45.20086141, 9.14034225)"
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,25,MEDICINA DEL LAVORO,0.203476947176827,0.005574710881557,"(45.80802245, 8.837196022)"
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,19,"MALATTIE ENDOCRINE,DEL RICAMBIO E DELLA NUTRIZIONE",0.163610471801415,0.031076849392448,"(45.68701679, 9.63853045)"
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,67,PENSIONANTI,0.095466923846662,0.338663686054582,"(45.80802245, 8.837196022)"
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,24,MALATTIE INFETTIVE E TROPICALI,0.619489746713011,0.144245644060285,"(45.80802245, 8.837196022)"
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,21,GERIATRIA,0.952224266263841,0.030743715402934,"(45.69919245, 9.298423314)"
2016,324,ATS DELLA BRIANZA,9.298423314,45.69919245,47,GRANDI USTIONATI,0,0.012444724681208,"(45.69919245, 9.298423314)"
2013,328,ATS DI PAVIA,9.14034225,45.20086141,61,MEDICINA NUCLEARE,0,0.055599932538748,"(45.20086141, 9.14034225)"
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,78,UROLOGIA PEDIATRICA,0.00174524029341,0,"(45.44410928, 9.198811423)"
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,11,CHIRURGIA PEDIATRICA,0.656534274606282,0.127158424065228,"(45.68701679, 9.63853045)"
2013,328,ATS DI PAVIA,9.14034225,45.20086141,24,MALATTIE INFETTIVE E TROPICALI,1.30103842140672,0.072279912300373,"(45.20086141, 9.14034225)"
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,34,OCULISTICA,0.752064636349705,0.459738142426104,"(45.1439181, 10.02604335)"
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,29,NEFROLOGIA,0,0.365467754156081,"(46.33431031, 10.32968894)"
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,37,OSTETRICIA E GINECOLOGIA,15.8739439561741,1.82375553677942,"(45.44410928, 9.198811423)"
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,69,RADIOLOGIA,0,0.001174652640531,"(45.44410928, 9.198811423)"
2014,328,ATS DI PAVIA,9.14034225,45.20086141,38,OTORINOLARINGOIATRIA,4.5173856428475,0.600008024423427,"(45.20086141, 9.14034225)"
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,10,CHIRURGIA MAXILLO-FACCIALE,0.614931404691869,0.049890661135378,"(45.44410928, 9.198811423)"
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,39,PEDIATRIA,2.95137228434952,1.00604711007328,"(45.68701679, 9.63853045)"
2013,328,ATS DI PAVIA,9.14034225,45.20086141,34,OCULISTICA,1.39741163780721,0.37807954126349,"(45.20086141, 9.14034225)"
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,30,NEUROCHIRURGIA,1.02078233551034,0.391915548055603,"(45.68701679, 9.63853045)"
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,21,GERIATRIA,0,0.313510568870868,"(45.68701679, 9.63853045)"
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,24,MALATTIE INFETTIVE E TROPICALI,0.91248366723914,0.099973310155683,"(45.44410928, 9.198811423)"
2013,328,ATS DI PAVIA,9.14034225,45.20086141,70,RADIOTERAPIA,0,0.037066621692499,"(45.20086141, 9.14034225)"
2015,328,ATS DI PAVIA,9.14034225,45.20086141,65,ONCOEMATOLOGIA PEDIATRICA,0.164017480618601,0,"(45.20086141, 9.14034225)"
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,49,TERAPIA INTENSIVA,0.606249808369313,0.207657980337995,"(45.80802245, 8.837196022)"
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,11,CHIRURGIA PEDIATRICA,0,0.470009547992705,"(46.33431031, 10.32968894)"
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,61,MEDICINA NUCLEARE,0.063967825084938,0.022523882072161,"(45.68701679, 9.63853045)"
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,26,MEDICINA GENERALE,19.0321168046485,0.531681049872199,"(45.65171815, 10.25368782)"
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,21,GERIATRIA,2.90247897535336,0.002617990657264,"(45.65171815, 10.25368782)"
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,67,PENSIONANTI,0,0.049255581053137,"(45.65171815, 10.25368782)"
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,26,MEDICINA GENERALE,15.042571017078,0.837802666358841,"(45.68701679, 9.63853045)"
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,10,CHIRURGIA MAXILLO-FACCIALE,1.15872060015697,0.04393661755242,"(45.65171815, 10.25368782)"
2012,328,ATS DI PAVIA,9.14034225,45.20086141,33,NEUROPSICHIATRIA INFANTILE,0.752334477080868,0.054138212990931,"(45.20086141, 9.14034225)"
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,18,EMATOLOGIA,0.449907534341102,0.051523153216977,"(45.68701679, 9.63853045)"
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,01,ALLERGOLOGIA,0,0.027199666804082,"(45.69919245, 9.298423314)"
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,52,DERMATOLOGIA,0.639524271966405,0.016022939275847,"(45.80802245, 8.837196022)"
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,51,ASTANTERIA,0.403968670557117,0.003859573285578,"(45.1439181, 10.02604335)"
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,18,EMATOLOGIA,0.328063729274091,0.207130432992662,"(45.1439181, 10.02604335)"
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,48,NEFROLOGIA (ABILITAZIONE TRAPIANTO RENE),0,0.095295861455271,"(45.1439181, 10.02604335)"
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,30,NEUROCHIRURGIA,1.05657503667786,0.352793201828389,"(45.68701679, 9.63853045)"
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,50,UNITA' CORONARICA,0.254802773599328,0.024574886793844,"(45.1439181, 10.02604335)"
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,50,UNITA' CORONARICA,0.417001687388518,0.019675431728895,"(45.44410928, 9.198811423)"
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,09,CHIRURGIA GENERALE,13.2671595632066,4.95555455846208,"(45.69919245, 9.298423314)"
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,98,DAY SURGERY,0.197645948258061,1.26552405675684,"(46.33431031, 10.32968894)"
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,48,NEFROLOGIA (ABILITAZIONE TRAPIANTO RENE),0,0.090519738475544,"(45.1439181, 10.02604335)"
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,13,CHIRURGIA TORACICA,0.369837788628652,0.151297277166267,"(45.1439181, 10.02604335)"
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,68,PNEUMOLOGIA,1.62366361237403,0.253431307194571,"(45.44410928, 9.198811423)"
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,40,PSICHIATRIA,2.24195403994218,0.235995162099177,"(46.33431031, 10.32968894)"
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,20,IMMUNOLOGIA,0,0.005181360573473,"(45.1439181, 10.02604335)"
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,66,ONCOEMATOLOGIA,0,0.029081892948721,"(45.69919245, 9.298423314)"
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,24,MALATTIE INFETTIVE E TROPICALI,0,0.243105584906108,"(46.33431031, 10.32968894)"
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,24,MALATTIE INFETTIVE E TROPICALI,0.964881650273061,0.045737325263627,"(45.65171815, 10.25368782)"
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,50,UNITA' CORONARICA,0.395878673221789,0.018325023080803,"(45.44410928, 9.198811423)"
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,26,MEDICINA GENERALE,18.4791732354834,0.484553150068001,"(45.65171815, 10.25368782)"
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,60,LUNGODEGENTI,1.13561845289447,0.049149773587688,"(45.1439181, 10.02604335)"
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,19,"MALATTIE ENDOCRINE,DEL RICAMBIO E DELLA NUTRIZIONE",0,0.010471962629056,"(45.65171815, 10.25368782)"
2017,328,ATS DI PAVIA,9.14034225,45.20086141,68,PNEUMOLOGIA,2.68980778472767,0.158976411189747,"(45.20086141, 9.14034225)"
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,73,TERAPIA INTENSIVA NEONATALE,0.228298110811595,0.004307511524747,"(45.65171815, 10.25368782)"
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,35,ODONTOIATRIA E STOMATOLOGIA,0,0.023316122580628,"(45.1439181, 10.02604335)"
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,52,DERMATOLOGIA,0.342118779958406,0.053388939652702,"(45.44410928, 9.198811423)"
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,68,PNEUMOLOGIA,0.366688800134783,0.21532831260986,"(45.68701679, 9.63853045)"
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,28,UNITA' SPINALE,0.052372993233951,0.007223861135717,"(45.68701679, 9.63853045)"
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,43,UROLOGIA,5.22749791352325,0.909181143771023,"(45.44410928, 9.198811423)"
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,14,CHIRURGIA VASCOLARE,0.785251026883249,0.04811166029044,"(45.65171815, 10.25368782)"
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,60,LUNGODEGENTI,0.621643630668816,0.059832432369407,"(45.44410928, 9.198811423)"
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,57,FISIOPATOLOGIA DELLA RIPRODUZIONE UMANA,0,0.101858526342182,"(45.1439181, 10.02604335)"
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,61,MEDICINA NUCLEARE,0,0.089226599354465,"(45.1439181, 10.02604335)"
2016,328,ATS DI PAVIA,9.14034225,45.20086141,07,CARDIOCHIRURGIA,0.529268550862708,0.372313049572388,"(45.20086141, 9.14034225)"
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,21,GERIATRIA,0.275497415109934,0.060790509437403,"(45.1439181, 10.02604335)"
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,60,LUNGODEGENTI,1.85551196200478,0.165196613469424,"(46.33431031, 10.32968894)"
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,32,NEUROLOGIA,2.10175840183124,0.924535874072863,"(46.33431031, 10.32968894)"
2014,328,ATS DI PAVIA,9.14034225,45.20086141,35,ODONTOIATRIA E STOMATOLOGIA,0,0.069301838687204,"(45.20086141, 9.14034225)"
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,67,PENSIONANTI,0,0.024926788303663,"(45.65171815, 10.25368782)"
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,07,CARDIOCHIRURGIA,0,0.855482462609517,"(46.33431031, 10.32968894)"
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,67,PENSIONANTI,0.066878355238317,0.353201313602361,"(45.80802245, 8.837196022)"
2015,328,ATS DI PAVIA,9.14034225,45.20086141,10,CHIRURGIA MAXILLO-FACCIALE,0,0.136681233848834,"(45.20086141, 9.14034225)"
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,73,TERAPIA INTENSIVA NEONATALE,0.186467556844019,0.012313895263284,"(45.65171815, 10.25368782)"
