ANNO,CODICE ATS RESIDENZA,DESCRIZIONE ATS RESIDENZA,COORDINATA GEOGRAFICA X,COORDINATA GEOGRAFICA Y,POSIZIONE ATS,CODICE MDC,DESCRIZIONE MDC,TASSO RICOVERI STESSA ATS,TASSO RICOVERI ALTRA ATS
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,1.55,1.14
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,0.00,3.05
2012,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,0.00,20.85
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,0.00,0.67
2016,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,10.14,4.20
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),,PREMDC (DRG SENZA SPECIFICA MDC),0.00,0.08
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,0.00,3.17
2017,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),18,MALATTIE INFETTIVE E PARASSITARIE,1.65,0.15
2014,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),14,"GRAVIDANZA, PARTO E PUERPERIO",0.00,10.83
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,0.00,16.71
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,0.00,2.72
2019,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,0.93,1.35
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,13.24,1.75
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),02,MALATTIE E DISTURBI OCCHIO,2.12,0.21
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),01,MALATTIE E DISTURBI SISTEMA NERVOSO,7.04,1.26
2019,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),#,DATO ERRATO,0.00,0.00
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",0.00,0.74
2018,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,1.15,1.16
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),06,MALATTIE E DISTURBI APPARATO DIGERENTE,0.00,12.13
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),PR,PREMDC (DRG SENZA SPECIFICA MDC),0.28,0.15
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,2.87,0.43
2018,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),06,MALATTIE E DISTURBI APPARATO DIGERENTE,11.72,0.58
2019,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),11,MALATTIE E DISTURBI RENE E VIE URINARIE,6.32,0.74
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,0.00,3.01
2018,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),02,MALATTIE E DISTURBI OCCHIO,1.10,0.51
2018,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,9.16,7.36
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),14,"GRAVIDANZA, PARTO E PUERPERIO",0.00,11.22
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,0.00,3.57
2012,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,0.00,6.88
2015,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),02,MALATTIE E DISTURBI OCCHIO,0.00,2.15
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,15.11,1.66
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,0.00,0.20
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,1.00,0.09
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,0.00,17.59
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),02,MALATTIE E DISTURBI OCCHIO,0.00,1.71
2016,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",3.61,1.03
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),24,TRAUMATISMI MULTIPLI,0.06,0.03
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,0.00,3.44
2018,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,7.24,2.01
2017,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),22,USTIONI,0.02,0.02
2019,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,0.37,0.03
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,2.76,0.28
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),22,USTIONI,0.00,0.12
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,0.00,4.53
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,0.00,15.38
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,2.13,0.76
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,4.84,0.48
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),06,MALATTIE E DISTURBI APPARATO DIGERENTE,0.00,12.51
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),02,MALATTIE E DISTURBI OCCHIO,1.38,0.38
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),NA,MDC NON APPLICABILE,0.07,0.02
2019,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,4.13,0.71
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),22,USTIONI,0.00,0.05
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),PR,PREMDC (DRG SENZA SPECIFICA MDC),0.00,0.46
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),02,MALATTIE E DISTURBI OCCHIO,0.00,2.57
2019,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),15,MALATTIE E DISTURBI PERIODO PERINATALE,0.95,0.04
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),18,MALATTIE INFETTIVE E PARASSITARIE,0.00,2.29
2018,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),22,USTIONI,0.04,0.04
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,0.00,2.82
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),11,MALATTIE E DISTURBI RENE E VIE URINARIE,0.00,6.49
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",4.13,1.23
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",4.60,0.71
2017,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),19,MALATTIE E DISTURBI MENTALI,2.77,0.25
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",0.00,0.76
2019,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),#,DATO ERRATO,0.00,0.00
2018,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),11,MALATTIE E DISTURBI RENE E VIE URINARIE,7.67,0.33
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),15,MALATTIE E DISTURBI PERIODO PERINATALE,0.00,1.51
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,0.00,9.59
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),11,MALATTIE E DISTURBI RENE E VIE URINARIE,0.00,7.06
2012,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),02,MALATTIE E DISTURBI OCCHIO,0.00,2.15
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),,PREMDC (DRG SENZA SPECIFICA MDC),0.00,0.08
2019,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),18,MALATTIE INFETTIVE E PARASSITARIE,1.36,0.33
2018,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),25,INFEZIONI DA HIV,0.14,0.01
2019,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,3.61,2.24
2017,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,4.19,1.90
2019,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,2.46,0.37
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),24,TRAUMATISMI MULTIPLI,0.00,0.11
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",0.00,2.26
2019,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,0.09,0.09
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),15,MALATTIE E DISTURBI PERIODO PERINATALE,0.00,2.03
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),06,MALATTIE E DISTURBI APPARATO DIGERENTE,10.02,1.05
2019,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),25,INFEZIONI DA HIV,0.07,0.03
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,0.00,3.85
2018,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,2.16,0.19
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,0.00,2.47
2018,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,1.35,1.27
2019,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,3.15,0.28
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),PR,PREMDC (DRG SENZA SPECIFICA MDC),0.00,0.48
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,1.12,0.19
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),15,MALATTIE E DISTURBI PERIODO PERINATALE,0.00,1.38
2018,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,3.20,0.83
2014,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,0.00,6.55
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),18,MALATTIE INFETTIVE E PARASSITARIE,1.94,0.20
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),14,"GRAVIDANZA, PARTO E PUERPERIO",0.00,12.68
2012,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,0.00,2.52
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),18,MALATTIE INFETTIVE E PARASSITARIE,1.34,0.38
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,0.00,2.90
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,3.97,0.41
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),14,"GRAVIDANZA, PARTO E PUERPERIO",0.00,10.77
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),PR,PREMDC (DRG SENZA SPECIFICA MDC),0.34,0.18
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,15.80,2.87
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),19,MALATTIE E DISTURBI MENTALI,2.62,0.60
2018,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",3.79,0.97
2018,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,4.02,1.72
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,0.00,0.29
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,0.00,4.52
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),22,USTIONI,0.00,0.06
2019,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",0.50,0.21
2018,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,3.78,0.36
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",0.52,0.20
2019,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,2.34,0.75
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),18,MALATTIE INFETTIVE E PARASSITARIE,1.77,0.07
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,0.00,5.67
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,0.00,2.67
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",0.00,2.11
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),22,USTIONI,0.00,0.05
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),11,MALATTIE E DISTURBI RENE E VIE URINARIE,0.00,7.95
2019,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),14,"GRAVIDANZA, PARTO E PUERPERIO",7.87,1.97
2016,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",1.15,1.01
2019,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,3.01,1.35
2019,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),PR,PREMDC (DRG SENZA SPECIFICA MDC),0.26,0.18
2017,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),15,MALATTIE E DISTURBI PERIODO PERINATALE,1.15,0.19
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),15,MALATTIE E DISTURBI PERIODO PERINATALE,1.44,0.13
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,2.80,0.24
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),25,INFEZIONI DA HIV,0.00,0.06
2018,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,17.63,0.79
2019,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),01,MALATTIE E DISTURBI SISTEMA NERVOSO,6.73,1.37
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,10.39,0.33
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,0.00,16.53
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),02,MALATTIE E DISTURBI OCCHIO,1.99,0.21
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),22,USTIONI,0.00,0.12
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),01,MALATTIE E DISTURBI SISTEMA NERVOSO,0.00,8.86
2019,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),19,MALATTIE E DISTURBI MENTALI,2.31,0.43
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),22,USTIONI,0.00,0.05
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),,PREMDC (DRG SENZA SPECIFICA MDC),0.00,0.10
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),02,MALATTIE E DISTURBI OCCHIO,2.06,0.33
2013,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),25,INFEZIONI DA HIV,0.00,0.20
2019,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,1.54,0.11
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",0.00,5.09
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",0.00,0.90
2019,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),NA,MDC NON APPLICABILE,0.09,0.02
2019,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,11.39,3.30
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",0.00,8.02
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),11,MALATTIE E DISTURBI RENE E VIE URINARIE,5.75,0.78
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,3.17,0.42
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,0.00,1.42
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,0.11,0.09
2018,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,18.79,1.80
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,3.32,0.85
2018,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,5.44,0.60
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),18,MALATTIE INFETTIVE E PARASSITARIE,0.00,2.30
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),11,MALATTIE E DISTURBI RENE E VIE URINARIE,5.33,0.63
2019,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,3.62,0.57
2019,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",0.85,0.08
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),25,INFEZIONI DA HIV,0.00,0.12
