ANNO,ATS STRUTTURA,CODICE DISCIPLINA,DESCRIZIONE DISCIPLINA,DEGENZA MEDIA TOTALE,ACCESSI MEDI TOTALE
2016,327 - ATS DELLA VAL PADANA,40,PSICHIATRIA,13.15342,5.166667
2016,328 - ATS DI PAVIA,07,CARDIOCHIRURGIA,12.957211,1
2016,REGIONE LOMBARDIA,28,UNITA' SPINALE,62.010959,0
2017,322 - ATS DELL'INSUBRIA,58,GASTROENTEROLOGIA,7.867694,2.4375
2017,322 - ATS DELL'INSUBRIA,60,LUNGODEGENTI,36.307958,0
2017,326 - ATS DI BRESCIA,50,UNITA' CORONARICA,5.228889,0
2017,327 - ATS DELLA VAL PADANA,33,NEUROPSICHIATRIA INFANTILE,0,1
2017,REGIONE LOMBARDIA,28,UNITA' SPINALE,56.002591,0
2017,REGIONE LOMBARDIA,47,GRANDI USTIONATI,22.967742,0
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,07,CARDIOCHIRURGIA,11.748258,1
2012,325 - ATS DI BERGAMO,39,PEDIATRIA,5.332797,2.485488
2012,325 - ATS DI BERGAMO,56,RECUPERO E RIABILITAZIONE FUNZIONALE,26.237324,27.3
2012,328 - ATS DI PAVIA,75,NEURO-RIABILITAZIONE,44.624521,0
2013,322 - ATS DELL'INSUBRIA,30,NEUROCHIRURGIA,9.103693,0
2013,323 - ATS DELLA MONTAGNA,32,NEUROLOGIA,9.084034,0
2013,324 - ATS DELLA BRIANZA,33,NEUROPSICHIATRIA INFANTILE,12.465035,7.532609
2013,326 - ATS DI BRESCIA,14,CHIRURGIA VASCOLARE,5.173965,1
2013,327 - ATS DELLA VAL PADANA,07,CARDIOCHIRURGIA,12.083682,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,28,UNITA' SPINALE,74.222222,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,RM,RIABILITAZIONE DI MANTENIMENTO,25.95082,0
2014,322 - ATS DELL'INSUBRIA,RM,RIABILITAZIONE DI MANTENIMENTO,27.089888,0
2014,324 - ATS DELLA BRIANZA,60,LUNGODEGENTI,19,0
2014,324 - ATS DELLA BRIANZA,62,NEONATOLOGIA,11.269352,0
2014,327 - ATS DELLA VAL PADANA,98,DAY SURGERY,0,1
2014,328 - ATS DI PAVIA,60,LUNGODEGENTI,38.707729,0
2014,REGIONE LOMBARDIA,66,ONCOEMATOLOGIA,8.447853,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,71,REUMATOLOGIA,9.012346,6.040956
2015,323 - ATS DELLA MONTAGNA,13,CHIRURGIA TORACICA,7.306723,1
2015,323 - ATS DELLA MONTAGNA,64,ONCOLOGIA,14.457143,1
2015,324 - ATS DELLA BRIANZA,21,GERIATRIA,11.443443,0
2015,324 - ATS DELLA BRIANZA,35,ODONTOIATRIA E STOMATOLOGIA,0,1
2015,326 - ATS DI BRESCIA,33,NEUROPSICHIATRIA INFANTILE,12.507009,0
2015,327 - ATS DELLA VAL PADANA,RM,RIABILITAZIONE DI MANTENIMENTO,19.800633,0
2015,328 - ATS DI PAVIA,50,UNITA' CORONARICA,4.777174,0
2015,REGIONE LOMBARDIA,66,ONCOEMATOLOGIA,7.585956,0
2016,325 - ATS DI BERGAMO,52,DERMATOLOGIA,10.302469,1
2016,325 - ATS DI BERGAMO,58,GASTROENTEROLOGIA,12.308005,1.421986
2016,325 - ATS DI BERGAMO,RM,RIABILITAZIONE DI MANTENIMENTO,30.5,0
2016,326 - ATS DI BRESCIA,49,TERAPIA INTENSIVA,13.28473,0
2016,327 - ATS DELLA VAL PADANA,07,CARDIOCHIRURGIA,10.685149,0
2016,327 - ATS DELLA VAL PADANA,18,EMATOLOGIA,11.292135,4.5
2016,328 - ATS DI PAVIA,50,UNITA' CORONARICA,7.562092,0
2016,REGIONE LOMBARDIA,70,RADIOTERAPIA,13.912415,1
2017,322 - ATS DELL'INSUBRIA,50,UNITA' CORONARICA,5.257143,0
2017,322 - ATS DELL'INSUBRIA,RM,RIABILITAZIONE DI MANTENIMENTO,29.539063,0
2017,325 - ATS DI BERGAMO,13,CHIRURGIA TORACICA,6.745562,1
2017,325 - ATS DI BERGAMO,18,EMATOLOGIA,19.188912,30
2017,325 - ATS DI BERGAMO,30,NEUROCHIRURGIA,9.88178,0
2017,327 - ATS DELLA VAL PADANA,52,DERMATOLOGIA,0,12.166667
2017,328 - ATS DI PAVIA,11,CHIRURGIA PEDIATRICA,1.900314,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,28,UNITA' SPINALE,69.573276,29.25
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,57,FISIOPATOLOGIA DELLA RIPRODUZIONE UMANA,0,1
2012,322 - ATS DELL'INSUBRIA,49,TERAPIA INTENSIVA,11.469214,0
2012,322 - ATS DELL'INSUBRIA,51,ASTANTERIA,4.903902,0
2012,323 - ATS DELLA MONTAGNA,32,NEUROLOGIA,9.294416,0
2012,323 - ATS DELLA MONTAGNA,60,LUNGODEGENTI,28.738966,0
2012,324 - ATS DELLA BRIANZA,21,GERIATRIA,11.675983,1
2012,325 - ATS DI BERGAMO,30,NEUROCHIRURGIA,10.884419,1
2012,325 - ATS DI BERGAMO,98,DAY SURGERY,0,1
2012,326 - ATS DI BRESCIA,20,IMMUNOLOGIA,0,6.913043
2012,327 - ATS DELLA VAL PADANA,13,CHIRURGIA TORACICA,11.458781,0
2012,327 - ATS DELLA VAL PADANA,31,NIDO,3.605932,0
2012,327 - ATS DELLA VAL PADANA,40,PSICHIATRIA,12.723146,8.363636
2012,328 - ATS DI PAVIA,30,NEUROCHIRURGIA,7.562393,0
2012,328 - ATS DI PAVIA,36,ORTOPEDIA E TRAUMATOLOGIA,5.064891,1
2012,REGIONE LOMBARDIA,06,CARDIOCHIRURGIA PEDIATRICA,13.610922,1
2013,324 - ATS DELLA BRIANZA,49,TERAPIA INTENSIVA,11.316076,1.083333
2013,325 - ATS DI BERGAMO,39,PEDIATRIA,5.123798,2.731302
2013,325 - ATS DI BERGAMO,60,LUNGODEGENTI,31.458692,0
2013,325 - ATS DI BERGAMO,61,MEDICINA NUCLEARE,3.931507,0
2013,325 - ATS DI BERGAMO,68,PNEUMOLOGIA,14.861723,0
2013,326 - ATS DI BRESCIA,50,UNITA' CORONARICA,5.070588,0
2013,327 - ATS DELLA VAL PADANA,33,NEUROPSICHIATRIA INFANTILE,0,1
2013,REGIONE LOMBARDIA,66,ONCOEMATOLOGIA,9.142157,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,73,TERAPIA INTENSIVA NEONATALE,22.542373,0
2014,322 - ATS DELL'INSUBRIA,33,NEUROPSICHIATRIA INFANTILE,0,1.258675
2014,324 - ATS DELLA BRIANZA,64,ONCOLOGIA,10.964103,1
2014,325 - ATS DI BERGAMO,33,NEUROPSICHIATRIA INFANTILE,0,1.261905
2014,328 - ATS DI PAVIA,33,NEUROPSICHIATRIA INFANTILE,6.033473,1.217978
2015,322 - ATS DELL'INSUBRIA,07,CARDIOCHIRURGIA,14.185039,0
2015,322 - ATS DELL'INSUBRIA,19,"MALATTIE ENDOCRINE,DEL RICAMBIO E DELLA NUTRIZIONE",9.042735,1.50655
2015,322 - ATS DELL'INSUBRIA,35,ODONTOIATRIA E STOMATOLOGIA,0,1
2015,322 - ATS DELL'INSUBRIA,50,UNITA' CORONARICA,5.753247,0
2015,322 - ATS DELL'INSUBRIA,58,GASTROENTEROLOGIA,7.32902,2.388889
2015,322 - ATS DELL'INSUBRIA,RM,RIABILITAZIONE DI MANTENIMENTO,40.710526,0
2015,323 - ATS DELLA MONTAGNA,30,NEUROCHIRURGIA,9.584437,1
2015,327 - ATS DELLA VAL PADANA,07,CARDIOCHIRURGIA,10.32233,0
2015,327 - ATS DELLA VAL PADANA,32,NEUROLOGIA,9.026455,1
2015,328 - ATS DI PAVIA,13,CHIRURGIA TORACICA,6.892405,0
2015,328 - ATS DI PAVIA,64,ONCOLOGIA,7.812143,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,66,ONCOEMATOLOGIA,7.64946,0
2016,326 - ATS DI BRESCIA,62,NEONATOLOGIA,15.003021,0
2016,328 - ATS DI PAVIA,40,PSICHIATRIA,13.505667,5.632353
2016,328 - ATS DI PAVIA,64,ONCOLOGIA,7.493763,4
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,50,UNITA' CORONARICA,5.798186,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,61,MEDICINA NUCLEARE,3.736842,0
2017,322 - ATS DELL'INSUBRIA,67,PENSIONANTI,8.888,1
2017,323 - ATS DELLA MONTAGNA,62,NEONATOLOGIA,4.964706,0
2017,326 - ATS DI BRESCIA,RM,RIABILITAZIONE DI MANTENIMENTO,16.95122,0
2017,327 - ATS DELLA VAL PADANA,07,CARDIOCHIRURGIA,10.6742,0
2017,327 - ATS DELLA VAL PADANA,68,PNEUMOLOGIA,11.276399,1
2017,327 - ATS DELLA VAL PADANA,RM,RIABILITAZIONE DI MANTENIMENTO,18.519108,0
2017,328 - ATS DI PAVIA,40,PSICHIATRIA,13.25222,5.142857
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,31,NIDO,4.024409,0
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,49,TERAPIA INTENSIVA,15.027614,2.8
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,66,ONCOEMATOLOGIA,10.086842,0
2012,322 - ATS DELL'INSUBRIA,21,GERIATRIA,11.885886,0
2012,324 - ATS DELLA BRIANZA,24,MALATTIE INFETTIVE E TROPICALI,16.190329,1.5
2012,324 - ATS DELLA BRIANZA,58,GASTROENTEROLOGIA,8.58,0
2012,325 - ATS DI BERGAMO,24,MALATTIE INFETTIVE E TROPICALI,16.814593,0
2012,325 - ATS DI BERGAMO,61,MEDICINA NUCLEARE,3.923077,0
2012,326 - ATS DI BRESCIA,31,NIDO,5.954545,0
2012,326 - ATS DI BRESCIA,33,NEUROPSICHIATRIA INFANTILE,11.216102,0
2012,327 - ATS DELLA VAL PADANA,32,NEUROLOGIA,9.545905,5.2
2012,327 - ATS DELLA VAL PADANA,33,NEUROPSICHIATRIA INFANTILE,0,1
2012,327 - ATS DELLA VAL PADANA,62,NEONATOLOGIA,12.952038,1.006329
2012,328 - ATS DI PAVIA,62,NEONATOLOGIA,19.009174,0
2012,REGIONE LOMBARDIA,28,UNITA' SPINALE,56.033543,29.25
2013,322 - ATS DELL'INSUBRIA,21,GERIATRIA,11.775519,0
2013,322 - ATS DELL'INSUBRIA,50,UNITA' CORONARICA,5.488525,0
2013,323 - ATS DELLA MONTAGNA,31,NIDO,3.2,0
2013,324 - ATS DELLA BRIANZA,50,UNITA' CORONARICA,4.45283,0
2013,327 - ATS DELLA VAL PADANA,RM,RIABILITAZIONE DI MANTENIMENTO,22.271137,0
2013,328 - ATS DI PAVIA,13,CHIRURGIA TORACICA,9.210526,0
2013,328 - ATS DI PAVIA,24,MALATTIE INFETTIVE E TROPICALI,13.43804,0
2013,328 - ATS DI PAVIA,30,NEUROCHIRURGIA,7.776629,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,24,MALATTIE INFETTIVE E TROPICALI,15.247276,4.878981
2014,322 - ATS DELL'INSUBRIA,18,EMATOLOGIA,21.315436,1
2014,325 - ATS DI BERGAMO,34,OCULISTICA,1.522667,1
2014,325 - ATS DI BERGAMO,49,TERAPIA INTENSIVA,16.096433,1.765957
2014,328 - ATS DI PAVIA,38,OTORINOLARINGOIATRIA,4.033749,1
2014,REGIONE LOMBARDIA,61,MEDICINA NUCLEARE,4.289474,0
2015,322 - ATS DELL'INSUBRIA,30,NEUROCHIRURGIA,9.558157,0
2015,322 - ATS DELL'INSUBRIA,51,ASTANTERIA,3.652047,0
2015,322 - ATS DELL'INSUBRIA,75,NEURO-RIABILITAZIONE,33.878472,0
2015,324 - ATS DELLA BRIANZA,24,MALATTIE INFETTIVE E TROPICALI,14.125815,0
2015,325 - ATS DI BERGAMO,30,NEUROCHIRURGIA,10.14775,0
2015,327 - ATS DELLA VAL PADANA,02,DAY HOSPITAL,0,1
2015,327 - ATS DELLA VAL PADANA,13,CHIRURGIA TORACICA,9.060172,0
2015,327 - ATS DELLA VAL PADANA,51,ASTANTERIA,5.114478,0
2015,327 - ATS DELLA VAL PADANA,64,ONCOLOGIA,8.05275,0
2015,REGIONE LOMBARDIA,31,NIDO,4.689021,0
2015,REGIONE LOMBARDIA,50,UNITA' CORONARICA,5.687812,0
2016,322 - ATS DELL'INSUBRIA,68,PNEUMOLOGIA,14.04734,0
2016,323 - ATS DELLA MONTAGNA,32,NEUROLOGIA,8.650572,0
2016,325 - ATS DI BERGAMO,49,TERAPIA INTENSIVA,16.264095,1.758065
2016,326 - ATS DI BRESCIA,28,UNITA' SPINALE,109.25,0
2016,326 - ATS DI BRESCIA,RM,RIABILITAZIONE DI MANTENIMENTO,14.889706,0
2016,327 - ATS DELLA VAL PADANA,70,RADIOTERAPIA,15.832353,1
2016,328 - ATS DI PAVIA,51,ASTANTERIA,1,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,RM,RIABILITAZIONE DI MANTENIMENTO,23.317073,0
2017,322 - ATS DELL'INSUBRIA,62,NEONATOLOGIA,11.332447,0
2017,323 - ATS DELLA MONTAGNA,13,CHIRURGIA TORACICA,6.698413,1
2017,326 - ATS DI BRESCIA,28,UNITA' SPINALE,55,0
2017,327 - ATS DELLA VAL PADANA,62,NEONATOLOGIA,11.217005,0
2017,328 - ATS DI PAVIA,13,CHIRURGIA TORACICA,8.774286,0
2017,REGIONE LOMBARDIA,SA,SUB ACUTI,0,0
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,73,TERAPIA INTENSIVA NEONATALE,17.680982,0
2012,322 - ATS DELL'INSUBRIA,31,NIDO,3.844509,0
2012,322 - ATS DELL'INSUBRIA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,24.347458,22.391304
2012,323 - ATS DELLA MONTAGNA,40,PSICHIATRIA,10.708706,3.4
2012,326 - ATS DI BRESCIA,98,DAY SURGERY,0,1
2012,328 - ATS DI PAVIA,49,TERAPIA INTENSIVA,12.861592,0
2012,REGIONE LOMBARDIA,61,MEDICINA NUCLEARE,4.119789,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,66,ONCOEMATOLOGIA,9.142157,0
2013,322 - ATS DELL'INSUBRIA,49,TERAPIA INTENSIVA,11.447859,1
2013,322 - ATS DELL'INSUBRIA,70,RADIOTERAPIA,2.957143,0
2013,324 - ATS DELLA BRIANZA,25,MEDICINA DEL LAVORO,0,2
2013,324 - ATS DELLA BRIANZA,RM,RIABILITAZIONE DI MANTENIMENTO,21.947368,0
2013,325 - ATS DI BERGAMO,28,UNITA' SPINALE,62.779412,0
2013,325 - ATS DI BERGAMO,31,NIDO,3.972447,0
2013,325 - ATS DI BERGAMO,98,DAY SURGERY,0,1
2013,326 - ATS DI BRESCIA,30,NEUROCHIRURGIA,8.780072,1
2013,327 - ATS DELLA VAL PADANA,31,NIDO,3.696203,0
2013,328 - ATS DI PAVIA,14,CHIRURGIA VASCOLARE,6.450109,0
2014,322 - ATS DELL'INSUBRIA,35,ODONTOIATRIA E STOMATOLOGIA,0,1
2014,322 - ATS DELL'INSUBRIA,50,UNITA' CORONARICA,4.839117,0
2014,324 - ATS DELLA BRIANZA,14,CHIRURGIA VASCOLARE,10.574324,1
2014,324 - ATS DELLA BRIANZA,21,GERIATRIA,11.702899,0
2014,325 - ATS DI BERGAMO,19,"MALATTIE ENDOCRINE,DEL RICAMBIO E DELLA NUTRIZIONE",0,1.565056
2014,325 - ATS DI BERGAMO,RM,RIABILITAZIONE DI MANTENIMENTO,38.25,0
2014,326 - ATS DI BRESCIA,52,DERMATOLOGIA,9.392857,1
2014,REGIONE LOMBARDIA,73,TERAPIA INTENSIVA NEONATALE,17.81864,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,70,RADIOTERAPIA,6.490698,0
2015,322 - ATS DELL'INSUBRIA,25,MEDICINA DEL LAVORO,7.123377,0
2015,322 - ATS DELL'INSUBRIA,60,LUNGODEGENTI,38.075342,0
2015,323 - ATS DELLA MONTAGNA,34,OCULISTICA,2.397321,1
2015,323 - ATS DELLA MONTAGNA,39,PEDIATRIA,3.452981,1
2015,324 - ATS DELLA BRIANZA,14,CHIRURGIA VASCOLARE,9.672707,1
2015,325 - ATS DI BERGAMO,34,OCULISTICA,1.526256,1
2015,327 - ATS DELLA VAL PADANA,18,EMATOLOGIA,12.022305,3.4
2015,327 - ATS DELLA VAL PADANA,31,NIDO,3.671353,0
2015,328 - ATS DI PAVIA,25,MEDICINA DEL LAVORO,3.873134,0
2015,328 - ATS DI PAVIA,49,TERAPIA INTENSIVA,16.749487,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,33,NEUROPSICHIATRIA INFANTILE,6.279221,5.09816
2016,323 - ATS DELLA MONTAGNA,34,OCULISTICA,2.185,1
2016,324 - ATS DELLA BRIANZA,07,CARDIOCHIRURGIA,11.925627,1
2016,325 - ATS DI BERGAMO,13,CHIRURGIA TORACICA,7.276056,1
2016,325 - ATS DI BERGAMO,50,UNITA' CORONARICA,8.024096,0
2016,326 - ATS DI BRESCIA,39,PEDIATRIA,4.761611,6.666667
2016,328 - ATS DI PAVIA,43,UROLOGIA,5.515067,1
2017,322 - ATS DELL'INSUBRIA,25,MEDICINA DEL LAVORO,8.023684,0
2017,322 - ATS DELL'INSUBRIA,32,NEUROLOGIA,10.71337,1
2017,326 - ATS DI BRESCIA,24,MALATTIE INFETTIVE E TROPICALI,13.504651,0
2017,328 - ATS DI PAVIA,12,CHIRURGIA PLASTICA,3.747664,1
2017,328 - ATS DI PAVIA,43,UROLOGIA,5.180024,1
2017,328 - ATS DI PAVIA,48,NEFROLOGIA (ABILITAZIONE TRAPIANTO RENE),11.155419,0
2017,REGIONE LOMBARDIA,78,UROLOGIA PEDIATRICA,2,1
2012,322 - ATS DELL'INSUBRIA,33,NEUROPSICHIATRIA INFANTILE,0,1.547069
2012,322 - ATS DELL'INSUBRIA,73,TERAPIA INTENSIVA NEONATALE,13.587302,0
2012,323 - ATS DELLA MONTAGNA,50,UNITA' CORONARICA,3.303797,0
2012,324 - ATS DELLA BRIANZA,33,NEUROPSICHIATRIA INFANTILE,10.966967,4.743542
2012,326 - ATS DI BRESCIA,RM,RIABILITAZIONE DI MANTENIMENTO,16.608108,0
2012,328 - ATS DI PAVIA,14,CHIRURGIA VASCOLARE,6.417116,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,RM,RIABILITAZIONE DI MANTENIMENTO,25.010989,0
2013,322 - ATS DELL'INSUBRIA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,24.325951,25
2013,324 - ATS DELLA BRIANZA,32,NEUROLOGIA,10.999772,4.714286
2013,324 - ATS DELLA BRIANZA,62,NEONATOLOGIA,10.424387,0
2013,325 - ATS DI BERGAMO,32,NEUROLOGIA,8.308305,0
2013,326 - ATS DI BRESCIA,11,CHIRURGIA PEDIATRICA,4.811785,1
2013,326 - ATS DI BRESCIA,40,PSICHIATRIA,15.082864,5.439024
2013,328 - ATS DI PAVIA,49,TERAPIA INTENSIVA,14.924901,0
2013,328 - ATS DI PAVIA,62,NEONATOLOGIA,19.396825,0
2013,REGIONE LOMBARDIA,28,UNITA' SPINALE,52.415289,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,51,ASTANTERIA,3.43839,0
2014,322 - ATS DELL'INSUBRIA,49,TERAPIA INTENSIVA,11.371598,1
2014,322 - ATS DELL'INSUBRIA,60,LUNGODEGENTI,37.386847,0
2014,322 - ATS DELL'INSUBRIA,75,NEURO-RIABILITAZIONE,28.309609,1
2014,323 - ATS DELLA MONTAGNA,09,CHIRURGIA GENERALE,7.148148,1
2014,323 - ATS DELLA MONTAGNA,36,ORTOPEDIA E TRAUMATOLOGIA,5.64207,1
2014,323 - ATS DELLA MONTAGNA,40,PSICHIATRIA,10.543321,1
2014,323 - ATS DELLA MONTAGNA,62,NEONATOLOGIA,6.715054,0
2014,324 - ATS DELLA BRIANZA,12,CHIRURGIA PLASTICA,2.160955,1
2014,324 - ATS DELLA BRIANZA,30,NEUROCHIRURGIA,7.877416,1
2014,325 - ATS DI BERGAMO,31,NIDO,4.251623,0
2014,325 - ATS DI BERGAMO,50,UNITA' CORONARICA,6.92,0
2014,327 - ATS DELLA VAL PADANA,18,EMATOLOGIA,12.20979,4.5
2014,327 - ATS DELLA VAL PADANA,54,EMODIALISI,10.6,0
2014,327 - ATS DELLA VAL PADANA,62,NEONATOLOGIA,11.955556,1.011111
2014,328 - ATS DI PAVIA,11,CHIRURGIA PEDIATRICA,2.042504,1
2014,328 - ATS DI PAVIA,73,TERAPIA INTENSIVA NEONATALE,25.833333,0
2014,REGIONE LOMBARDIA,31,NIDO,4.592003,0
2015,323 - ATS DELLA MONTAGNA,62,NEONATOLOGIA,5.41844,0
2015,323 - ATS DELLA MONTAGNA,68,PNEUMOLOGIA,12.642741,1
2015,325 - ATS DI BERGAMO,31,NIDO,4.648604,0
2015,325 - ATS DI BERGAMO,50,UNITA' CORONARICA,7.514706,0
2015,327 - ATS DELLA VAL PADANA,33,NEUROPSICHIATRIA INFANTILE,0,1.076923
2015,327 - ATS DELLA VAL PADANA,62,NEONATOLOGIA,12.676425,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,19,"MALATTIE ENDOCRINE,DEL RICAMBIO E DELLA NUTRIZIONE",7.809623,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,24,MALATTIE INFETTIVE E TROPICALI,15.721607,3.54717
2016,323 - ATS DELLA MONTAGNA,28,UNITA' SPINALE,38.827815,0
2016,325 - ATS DI BERGAMO,32,NEUROLOGIA,8.419854,0
2016,325 - ATS DI BERGAMO,62,NEONATOLOGIA,18.210778,1
2016,327 - ATS DELLA VAL PADANA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,21.685303,20.506024
2016,328 - ATS DI PAVIA,33,NEUROPSICHIATRIA INFANTILE,5.386207,1.245455
2017,323 - ATS DELLA MONTAGNA,28,UNITA' SPINALE,32.445714,0
2017,325 - ATS DI BERGAMO,49,TERAPIA INTENSIVA,15.989262,1.935484
2017,326 - ATS DI BRESCIA,75,NEURO-RIABILITAZIONE,40.080808,0
2017,326 - ATS DI BRESCIA,SA,SUB ACUTI,0,0
2017,REGIONE LOMBARDIA,19,"MALATTIE ENDOCRINE,DEL RICAMBIO E DELLA NUTRIZIONE",9.005533,1.276074
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,13,CHIRURGIA TORACICA,7.117101,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,25,MEDICINA DEL LAVORO,4.251462,1.707165
2012,322 - ATS DELL'INSUBRIA,30,NEUROCHIRURGIA,9.190866,0
2012,324 - ATS DELLA BRIANZA,52,DERMATOLOGIA,3.351738,1.295455
2012,325 - ATS DI BERGAMO,33,NEUROPSICHIATRIA INFANTILE,0,1.019048
2012,325 - ATS DI BERGAMO,68,PNEUMOLOGIA,14.7017,0
2012,326 - ATS DI BRESCIA,52,DERMATOLOGIA,10.299242,1
2012,327 - ATS DELLA VAL PADANA,60,LUNGODEGENTI,29.262245,0
2012,327 - ATS DELLA VAL PADANA,98,DAY SURGERY,0,1
2012,328 - ATS DI PAVIA,73,TERAPIA INTENSIVA NEONATALE,9.25,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,33,NEUROPSICHIATRIA INFANTILE,6.955378,3.559177
2013,322 - ATS DELL'INSUBRIA,51,ASTANTERIA,5.615287,0
2013,326 - ATS DI BRESCIA,49,TERAPIA INTENSIVA,11.35942,0
2013,326 - ATS DI BRESCIA,61,MEDICINA NUCLEARE,5.330645,0
2013,326 - ATS DI BRESCIA,70,RADIOTERAPIA,18.097826,1
2013,327 - ATS DELLA VAL PADANA,24,MALATTIE INFETTIVE E TROPICALI,12.591365,0
2013,327 - ATS DELLA VAL PADANA,50,UNITA' CORONARICA,6.631111,0
2013,328 - ATS DI PAVIA,18,EMATOLOGIA,12.594903,3.477612
2013,328 - ATS DI PAVIA,40,PSICHIATRIA,14.065735,4.630952
2013,328 - ATS DI PAVIA,52,DERMATOLOGIA,10.284672,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,70,RADIOTERAPIA,6.622222,0
2014,323 - ATS DELLA MONTAGNA,38,OTORINOLARINGOIATRIA,3.581058,1
2014,324 - ATS DELLA BRIANZA,58,GASTROENTEROLOGIA,10.977099,0
2014,325 - ATS DI BERGAMO,14,CHIRURGIA VASCOLARE,5.674935,1
2014,325 - ATS DI BERGAMO,60,LUNGODEGENTI,31.835052,0
2014,325 - ATS DI BERGAMO,68,PNEUMOLOGIA,14.231911,0
2014,325 - ATS DI BERGAMO,73,TERAPIA INTENSIVA NEONATALE,26.017544,0
2014,326 - ATS DI BRESCIA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,23.125518,0
2014,REGIONE LOMBARDIA,47,GRANDI USTIONATI,21.861111,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,31,NIDO,4.265957,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,73,TERAPIA INTENSIVA NEONATALE,18.403226,0
2015,322 - ATS DELL'INSUBRIA,68,PNEUMOLOGIA,14.203032,0
2015,322 - ATS DELL'INSUBRIA,70,RADIOTERAPIA,2.933333,0
2015,324 - ATS DELLA BRIANZA,62,NEONATOLOGIA,10.575739,0
2015,325 - ATS DI BERGAMO,10,CHIRURGIA MAXILLO-FACCIALE,2.92163,0
2015,325 - ATS DI BERGAMO,13,CHIRURGIA TORACICA,6.61442,1
2015,325 - ATS DI BERGAMO,61,MEDICINA NUCLEARE,3.69863,0
2015,326 - ATS DI BRESCIA,07,CARDIOCHIRURGIA,11.99031,0
2015,326 - ATS DI BRESCIA,49,TERAPIA INTENSIVA,12.387473,0
2015,326 - ATS DI BRESCIA,98,DAY SURGERY,4,1
2015,327 - ATS DELLA VAL PADANA,54,EMODIALISI,8.492228,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,73,TERAPIA INTENSIVA NEONATALE,15.861446,0
2016,322 - ATS DELL'INSUBRIA,25,MEDICINA DEL LAVORO,7.257143,0
2016,322 - ATS DELL'INSUBRIA,34,OCULISTICA,2.53284,1
2016,322 - ATS DELL'INSUBRIA,51,ASTANTERIA,1.471616,0
2016,322 - ATS DELL'INSUBRIA,RM,RIABILITAZIONE DI MANTENIMENTO,32.415584,0
2016,323 - ATS DELLA MONTAGNA,62,NEONATOLOGIA,5.576271,0
2016,323 - ATS DELLA MONTAGNA,64,ONCOLOGIA,15.442029,1
2016,323 - ATS DELLA MONTAGNA,75,NEURO-RIABILITAZIONE,41.133566,0
2016,324 - ATS DELLA BRIANZA,50,UNITA' CORONARICA,5.398438,1
2016,325 - ATS DI BERGAMO,24,MALATTIE INFETTIVE E TROPICALI,15.701353,0
2016,326 - ATS DI BRESCIA,70,RADIOTERAPIA,21.37469,1
2016,327 - ATS DELLA VAL PADANA,73,TERAPIA INTENSIVA NEONATALE,17.586207,0
2016,328 - ATS DI PAVIA,48,NEFROLOGIA (ABILITAZIONE TRAPIANTO RENE),12.93361,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,21,GERIATRIA,17.944483,1.794118
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,66,ONCOEMATOLOGIA,8.650376,0
