ANNO,CODICE_ATS_EROGAZIONE,DESCRIZIONE_ATS_EROGAZIONE,COORDINATA_GEOGRAFICA_X,COORDINATA_GEOGRAFICA_Y,ATC LIVELLO 1,DESCRIZIONE ATC LIVELLO 1,GENERE,FASCIA_ETA',CONF,Nuova colonna georeferenziata
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,A,APPARATO GASTROINTESTINALE E METABOLISMO,-,80 e +,24946,"(45.69919245, 9.298423314)"
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,B,SANGUE E ORGANI EMOPOIETICI,F,80 e +,206486,"(45.1439181, 10.02604335)"
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,R,SISTEMA RESPIRATORIO,F,40-64,356777,"(45.44410928, 9.198811423)"
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,C,SISTEMA CARDIOVASCOLARE,F,18-39,63172,"(45.44410928, 9.198811423)"
2017,30,REGIONE LOMBARDIA,,,J,ANTINFETTIVI PER USO SISTEMICO,F,65-79,1212507,
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,J,ANTINFETTIVI PER USO SISTEMICO,-,80 e +,16936,"(45.80802245, 8.837196022)"
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,J,ANTINFETTIVI PER USO SISTEMICO,F,65-79,409860,"(45.44410928, 9.198811423)"
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,65-79,2612,"(46.33431031, 10.32968894)"
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,S,ORGANI DI SENSO,F,80 e +,41081,"(45.65171815, 10.25368782)"
2015,328,ATS DI PAVIA,9.14034225,45.20086141,J,ANTINFETTIVI PER USO SISTEMICO,F,40-64,115191,"(45.20086141, 9.14034225)"
2017,30,REGIONE LOMBARDIA,,,R,SISTEMA RESPIRATORIO,F,80 e +,504630,
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,B,SANGUE E ORGANI EMOPOIETICI,F,80 e +,87193,"(46.33431031, 10.32968894)"
2012,30,REGIONE LOMBARDIA,,,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",F,65-79,957733,
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,J,ANTINFETTIVI PER USO SISTEMICO,F,80 e +,26624,"(46.33431031, 10.32968894)"
2017,30,REGIONE LOMBARDIA,,,M,SISTEMA MUSCOLO-SCHELETRICO,M,40-64,548957,
2017,328,ATS DI PAVIA,9.14034225,45.20086141,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,65-79,141012,"(45.20086141, 9.14034225)"
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",M,65-79,3915,"(45.80802245, 8.837196022)"
2013,30,REGIONE LOMBARDIA,,,S,ORGANI DI SENSO,M,18-39,20715,
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,40-64,242500,"(45.44410928, 9.198811423)"
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,D,DERMATOLOGICI,F,80 e +,823,"(46.33431031, 10.32968894)"
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,40-64,47113,"(45.1439181, 10.02604335)"
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,40-64,18244,"(46.33431031, 10.32968894)"
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,80 e +,11533,"(45.80802245, 8.837196022)"
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,M,SISTEMA MUSCOLO-SCHELETRICO,M,80 e +,40591,"(45.80802245, 8.837196022)"
2013,328,ATS DI PAVIA,9.14034225,45.20086141,C,SISTEMA CARDIOVASCOLARE,M,0-17,784,"(45.20086141, 9.14034225)"
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,M,SISTEMA MUSCOLO-SCHELETRICO,F,0-17,184,"(46.33431031, 10.32968894)"
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,S,ORGANI DI SENSO,F,40-64,18935,"(45.1439181, 10.02604335)"
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,-,80 e +,5243,"(45.44410928, 9.198811423)"
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,M,SISTEMA MUSCOLO-SCHELETRICO,F,65-79,215045,"(45.80802245, 8.837196022)"
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,M,SISTEMA MUSCOLO-SCHELETRICO,M,18-39,3606,"(46.33431031, 10.32968894)"
2015,328,ATS DI PAVIA,9.14034225,45.20086141,S,ORGANI DI SENSO,F,40-64,16115,"(45.20086141, 9.14034225)"
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,S,ORGANI DI SENSO,M,40-64,25160,"(45.65171815, 10.25368782)"
2017,328,ATS DI PAVIA,9.14034225,45.20086141,N,SISTEMA NERVOSO,F,0-17,5406,"(45.20086141, 9.14034225)"
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,A,APPARATO GASTROINTESTINALE E METABOLISMO,F,0-17,2219,"(46.33431031, 10.32968894)"
2013,328,ATS DI PAVIA,9.14034225,45.20086141,M,SISTEMA MUSCOLO-SCHELETRICO,M,65-79,39499,"(45.20086141, 9.14034225)"
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,M,SISTEMA MUSCOLO-SCHELETRICO,M,65-79,76891,"(45.68701679, 9.63853045)"
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",-,80 e +,218,"(45.80802245, 8.837196022)"
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,R,SISTEMA RESPIRATORIO,M,80 e +,16719,"(46.33431031, 10.32968894)"
2015,328,ATS DI PAVIA,9.14034225,45.20086141,C,SISTEMA CARDIOVASCOLARE,M,80 e +,377900,"(45.20086141, 9.14034225)"
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,S,ORGANI DI SENSO,F,80 e +,52967,"(45.80802245, 8.837196022)"
2016,30,REGIONE LOMBARDIA,,,S,ORGANI DI SENSO,M,80 e +,262958,
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",-,80 e +,2474,"(45.1439181, 10.02604335)"
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,D,DERMATOLOGICI,-,80 e +,482,"(45.69919245, 9.298423314)"
2016,30,REGIONE LOMBARDIA,,,D,DERMATOLOGICI,M,40-64,116281,
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,B,SANGUE E ORGANI EMOPOIETICI,M,80 e +,202392,"(45.80802245, 8.837196022)"
2013,328,ATS DI PAVIA,9.14034225,45.20086141,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,-,80 e +,1139,"(45.20086141, 9.14034225)"
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,M,SISTEMA MUSCOLO-SCHELETRICO,M,18-39,3439,"(46.33431031, 10.32968894)"
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",M,80 e +,1236,"(45.80802245, 8.837196022)"
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,18-39,3738,"(45.68701679, 9.63853045)"
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,V,VARI,F,0-17,22,"(45.1439181, 10.02604335)"
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,M,SISTEMA MUSCOLO-SCHELETRICO,F,65-79,156000,"(45.69919245, 9.298423314)"
2016,328,ATS DI PAVIA,9.14034225,45.20086141,S,ORGANI DI SENSO,M,65-79,33182,"(45.20086141, 9.14034225)"
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,R,SISTEMA RESPIRATORIO,F,80 e +,161678,"(45.44410928, 9.198811423)"
2017,328,ATS DI PAVIA,9.14034225,45.20086141,V,VARI,-,80 e +,203,"(45.20086141, 9.14034225)"
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,D,DERMATOLOGICI,F,65-79,5502,"(45.69919245, 9.298423314)"
2015,328,ATS DI PAVIA,9.14034225,45.20086141,M,SISTEMA MUSCOLO-SCHELETRICO,M,40-64,33657,"(45.20086141, 9.14034225)"
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,B,SANGUE E ORGANI EMOPOIETICI,F,65-79,343961,"(45.80802245, 8.837196022)"
2016,30,REGIONE LOMBARDIA,,,V,VARI,F,80 e +,53797,
2017,328,ATS DI PAVIA,9.14034225,45.20086141,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,18-39,7631,"(45.20086141, 9.14034225)"
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,J,ANTINFETTIVI PER USO SISTEMICO,M,18-39,88836,"(45.68701679, 9.63853045)"
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,V,VARI,F,65-79,2998,"(45.1439181, 10.02604335)"
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,C,SISTEMA CARDIOVASCOLARE,F,0-17,331,"(46.33431031, 10.32968894)"
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,M,SISTEMA MUSCOLO-SCHELETRICO,M,65-79,222256,"(45.44410928, 9.198811423)"
2016,30,REGIONE LOMBARDIA,,,A,APPARATO GASTROINTESTINALE E METABOLISMO,F,18-39,696021,
2015,328,ATS DI PAVIA,9.14034225,45.20086141,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",F,80 e +,3744,"(45.20086141, 9.14034225)"
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,N,SISTEMA NERVOSO,F,18-39,96019,"(45.65171815, 10.25368782)"
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,V,VARI,F,0-17,63,"(45.68701679, 9.63853045)"
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,40-64,47554,"(45.1439181, 10.02604335)"
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,S,ORGANI DI SENSO,F,40-64,7204,"(46.33431031, 10.32968894)"
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,C,SISTEMA CARDIOVASCOLARE,M,80 e +,2046135,"(45.44410928, 9.198811423)"
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,N,SISTEMA NERVOSO,F,80 e +,327067,"(45.65171815, 10.25368782)"
2016,30,REGIONE LOMBARDIA,,,D,DERMATOLOGICI,F,65-79,46800,
2013,328,ATS DI PAVIA,9.14034225,45.20086141,J,ANTINFETTIVI PER USO SISTEMICO,M,18-39,45135,"(45.20086141, 9.14034225)"
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,M,SISTEMA MUSCOLO-SCHELETRICO,F,40-64,128832,"(45.80802245, 8.837196022)"
2016,30,REGIONE LOMBARDIA,,,S,ORGANI DI SENSO,F,65-79,607684,
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,A,APPARATO GASTROINTESTINALE E METABOLISMO,-,80 e +,5025,"(46.33431031, 10.32968894)"
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,B,SANGUE E ORGANI EMOPOIETICI,M,18-39,9517,"(45.1439181, 10.02604335)"
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,M,SISTEMA MUSCOLO-SCHELETRICO,M,18-39,8668,"(45.69919245, 9.298423314)"
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,V,VARI,M,80 e +,4513,"(45.68701679, 9.63853045)"
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,N,SISTEMA NERVOSO,F,65-79,971593,"(45.44410928, 9.198811423)"
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,A,APPARATO GASTROINTESTINALE E METABOLISMO,M,40-64,159281,"(46.33431031, 10.32968894)"
2016,30,REGIONE LOMBARDIA,,,C,SISTEMA CARDIOVASCOLARE,F,18-39,197851,
2017,328,ATS DI PAVIA,9.14034225,45.20086141,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",M,0-17,870,"(45.20086141, 9.14034225)"
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,C,SISTEMA CARDIOVASCOLARE,F,40-64,888694,"(45.69919245, 9.298423314)"
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,M,SISTEMA MUSCOLO-SCHELETRICO,M,40-64,20756,"(46.33431031, 10.32968894)"
2017,30,REGIONE LOMBARDIA,,,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,40-64,151403,
2013,30,REGIONE LOMBARDIA,,,R,SISTEMA RESPIRATORIO,F,18-39,446132,
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,M,SISTEMA MUSCOLO-SCHELETRICO,M,0-17,315,"(45.1439181, 10.02604335)"
2017,30,REGIONE LOMBARDIA,,,B,SANGUE E ORGANI EMOPOIETICI,?,80 e +,18,
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,R,SISTEMA RESPIRATORIO,M,80 e +,59130,"(45.80802245, 8.837196022)"
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,V,VARI,M,40-64,2378,"(46.33431031, 10.32968894)"
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,N,SISTEMA NERVOSO,M,0-17,4313,"(46.33431031, 10.32968894)"
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,F,65-79,35238,"(45.65171815, 10.25368782)"
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,R,SISTEMA RESPIRATORIO,M,18-39,39034,"(45.1439181, 10.02604335)"
2016,30,REGIONE LOMBARDIA,,,N,SISTEMA NERVOSO,F,18-39,748337,
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,0-17,869,"(45.1439181, 10.02604335)"
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,65-79,180464,"(45.1439181, 10.02604335)"
2013,328,ATS DI PAVIA,9.14034225,45.20086141,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,65-79,27970,"(45.20086141, 9.14034225)"
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,S,ORGANI DI SENSO,M,65-79,59635,"(45.80802245, 8.837196022)"
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,R,SISTEMA RESPIRATORIO,M,40-64,23589,"(46.33431031, 10.32968894)"
2015,328,ATS DI PAVIA,9.14034225,45.20086141,S,ORGANI DI SENSO,M,40-64,15787,"(45.20086141, 9.14034225)"
2014,328,ATS DI PAVIA,9.14034225,45.20086141,B,SANGUE E ORGANI EMOPOIETICI,M,0-17,1071,"(45.20086141, 9.14034225)"
2014,328,ATS DI PAVIA,9.14034225,45.20086141,M,SISTEMA MUSCOLO-SCHELETRICO,M,0-17,232,"(45.20086141, 9.14034225)"
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,V,VARI,M,0-17,319,"(45.44410928, 9.198811423)"
2014,328,ATS DI PAVIA,9.14034225,45.20086141,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",M,80 e +,1215,"(45.20086141, 9.14034225)"
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,80 e +,2890,"(45.69919245, 9.298423314)"
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",-,80 e +,1458,"(45.44410928, 9.198811423)"
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,J,ANTINFETTIVI PER USO SISTEMICO,M,40-64,175772,"(45.69919245, 9.298423314)"
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,0-17,34893,"(45.44410928, 9.198811423)"
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,N,SISTEMA NERVOSO,F,0-17,15046,"(45.80802245, 8.837196022)"
2016,324,ATS DELLA BRIANZA,9.298423314,45.69919245,V,VARI,F,80 e +,6547,"(45.69919245, 9.298423314)"
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,R,SISTEMA RESPIRATORIO,M,18-39,49731,"(45.80802245, 8.837196022)"
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,A,APPARATO GASTROINTESTINALE E METABOLISMO,F,18-39,224688,"(45.44410928, 9.198811423)"
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,A,APPARATO GASTROINTESTINALE E METABOLISMO,M,0-17,39590,"(45.44410928, 9.198811423)"
2016,324,ATS DELLA BRIANZA,9.298423314,45.69919245,C,SISTEMA CARDIOVASCOLARE,M,65-79,1941300,"(45.69919245, 9.298423314)"
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,M,SISTEMA MUSCOLO-SCHELETRICO,M,65-79,71864,"(45.69919245, 9.298423314)"
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,C,SISTEMA CARDIOVASCOLARE,M,65-79,5093699,"(45.44410928, 9.198811423)"
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,N,SISTEMA NERVOSO,F,18-39,258221,"(45.44410928, 9.198811423)"
2014,328,ATS DI PAVIA,9.14034225,45.20086141,C,SISTEMA CARDIOVASCOLARE,F,0-17,539,"(45.20086141, 9.14034225)"
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",F,80 e +,10425,"(45.44410928, 9.198811423)"
2014,328,ATS DI PAVIA,9.14034225,45.20086141,M,SISTEMA MUSCOLO-SCHELETRICO,M,18-39,5742,"(45.20086141, 9.14034225)"
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,N,SISTEMA NERVOSO,M,18-39,255407,"(45.44410928, 9.198811423)"
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",F,0-17,10981,"(45.69919245, 9.298423314)"
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,65-79,12243,"(45.69919245, 9.298423314)"
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,N,SISTEMA NERVOSO,F,18-39,239941,"(45.44410928, 9.198811423)"
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,M,SISTEMA MUSCOLO-SCHELETRICO,M,80 e +,44453,"(45.80802245, 8.837196022)"
2014,328,ATS DI PAVIA,9.14034225,45.20086141,B,SANGUE E ORGANI EMOPOIETICI,M,18-39,7478,"(45.20086141, 9.14034225)"
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,M,SISTEMA MUSCOLO-SCHELETRICO,M,65-79,100675,"(45.80802245, 8.837196022)"
2014,328,ATS DI PAVIA,9.14034225,45.20086141,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,80 e +,74320,"(45.20086141, 9.14034225)"
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,A,APPARATO GASTROINTESTINALE E METABOLISMO,F,65-79,1017644,"(45.69919245, 9.298423314)"
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,18-39,9206,"(45.44410928, 9.198811423)"
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,V,VARI,F,40-64,9109,"(45.44410928, 9.198811423)"
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,B,SANGUE E ORGANI EMOPOIETICI,F,65-79,696845,"(45.44410928, 9.198811423)"
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,N,SISTEMA NERVOSO,M,0-17,4319,"(46.33431031, 10.32968894)"
2012,328,ATS DI PAVIA,9.14034225,45.20086141,J,ANTINFETTIVI PER USO SISTEMICO,F,18-39,61158,"(45.20086141, 9.14034225)"
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,B,SANGUE E ORGANI EMOPOIETICI,F,18-39,46874,"(45.65171815, 10.25368782)"
2016,328,ATS DI PAVIA,9.14034225,45.20086141,M,SISTEMA MUSCOLO-SCHELETRICO,F,65-79,71152,"(45.20086141, 9.14034225)"
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,R,SISTEMA RESPIRATORIO,F,80 e +,15955,"(46.33431031, 10.32968894)"
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,65-79,17431,"(45.80802245, 8.837196022)"
2015,30,REGIONE LOMBARDIA,,,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,-,80 e +,21650,
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,R,SISTEMA RESPIRATORIO,M,65-79,124610,"(45.80802245, 8.837196022)"
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,B,SANGUE E ORGANI EMOPOIETICI,F,18-39,41730,"(45.68701679, 9.63853045)"
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,M,SISTEMA MUSCOLO-SCHELETRICO,F,18-39,9905,"(45.1439181, 10.02604335)"
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",F,0-17,2906,"(45.65171815, 10.25368782)"
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,A,APPARATO GASTROINTESTINALE E METABOLISMO,M,80 e +,327284,"(45.65171815, 10.25368782)"
2014,30,REGIONE LOMBARDIA,,,V,VARI,M,0-17,1132,
2012,328,ATS DI PAVIA,9.14034225,45.20086141,R,SISTEMA RESPIRATORIO,F,40-64,48241,"(45.20086141, 9.14034225)"
2015,30,REGIONE LOMBARDIA,,,B,SANGUE E ORGANI EMOPOIETICI,F,65-79,1995463,
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,N,SISTEMA NERVOSO,M,0-17,11338,"(45.1439181, 10.02604335)"
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,V,VARI,F,65-79,13385,"(45.65171815, 10.25368782)"
2015,30,REGIONE LOMBARDIA,,,J,ANTINFETTIVI PER USO SISTEMICO,M,0-17,1040746,
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,R,SISTEMA RESPIRATORIO,M,0-17,95304,"(45.80802245, 8.837196022)"
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,0-17,97,"(46.33431031, 10.32968894)"
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",F,0-17,8492,"(45.44410928, 9.198811423)"
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,80 e +,19453,"(45.69919245, 9.298423314)"
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,R,SISTEMA RESPIRATORIO,F,0-17,51859,"(45.65171815, 10.25368782)"
2012,30,REGIONE LOMBARDIA,,,V,VARI,F,18-39,6227,
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,V,VARI,F,65-79,6408,"(45.68701679, 9.63853045)"
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,D,DERMATOLOGICI,M,0-17,786,"(45.1439181, 10.02604335)"
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,A,APPARATO GASTROINTESTINALE E METABOLISMO,M,80 e +,326686,"(45.68701679, 9.63853045)"
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,40-64,63248,"(45.68701679, 9.63853045)"
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,F,18-39,6078,"(45.65171815, 10.25368782)"
2012,328,ATS DI PAVIA,9.14034225,45.20086141,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,F,40-64,25648,"(45.20086141, 9.14034225)"
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",F,80 e +,1839,"(45.65171815, 10.25368782)"
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,N,SISTEMA NERVOSO,F,40-64,1140924,"(45.44410928, 9.198811423)"
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,N,SISTEMA NERVOSO,M,40-64,101395,"(46.33431031, 10.32968894)"
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,N,SISTEMA NERVOSO,M,80 e +,142509,"(45.80802245, 8.837196022)"
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,J,ANTINFETTIVI PER USO SISTEMICO,M,80 e +,45719,"(45.68701679, 9.63853045)"
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,0-17,2153,"(45.44410928, 9.198811423)"
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,18-39,3964,"(45.65171815, 10.25368782)"
2014,30,REGIONE LOMBARDIA,,,M,SISTEMA MUSCOLO-SCHELETRICO,M,80 e +,286914,
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,C,SISTEMA CARDIOVASCOLARE,F,40-64,733333,"(45.68701679, 9.63853045)"
2016,328,ATS DI PAVIA,9.14034225,45.20086141,S,ORGANI DI SENSO,F,18-39,987,"(45.20086141, 9.14034225)"
2016,328,ATS DI PAVIA,9.14034225,45.20086141,S,ORGANI DI SENSO,M,80 e +,20766,"(45.20086141, 9.14034225)"
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,J,ANTINFETTIVI PER USO SISTEMICO,M,0-17,150745,"(45.80802245, 8.837196022)"
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,S,ORGANI DI SENSO,-,80 e +,391,"(45.65171815, 10.25368782)"
