ANNO,ATS STRUTTURA,CODICE STRUTTURA DI RICOVERO,DESCRIZIONE STRUTTURA DI RICOVERO,CODICE MDC,DESCRIZIONE MDC,DEGENZA MEDIA TOTALE,ACCESSI MEDI TOTALE
2014,323 - ATS DELLA MONTAGNA,030026-00,OSPEDALE ERBA-  RENALDI - MENAGGIO,04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,14.039841,0
2014,326 - ATS DI BRESCIA,030163-00,PRESIDIO OSPEDALIERO DI ISEO,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,5.126984,0
2015,328 - ATS DI PAVIA,030194-00,OSPEDALE CIVILE - VOGHERA,18,MALATTIE INFETTIVE E PARASSITARIE,12.011858,0
2013,322 - ATS DELL'INSUBRIA,030012-00,OSPEDALE CARLO ONDOLI - ANGERA,03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",4.325,0
2015,326 - ATS DI BRESCIA,030932-00,FONDAZIONE S.MAUGERI - LUMEZZANE,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,22.684588,0
2015,327 - ATS DELLA VAL PADANA,030227-01,PRESIDIO OSPEDALIERO - ASOLA,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,3.032258,1
2014,326 - ATS DI BRESCIA,030178-00,IST.CLIN. CITTA' DI BRESCIA - BRESCIA,11,MALATTIE E DISTURBI RENE E VIE URINARIE,3.879452,1
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030910-00,OSPEDALE FATEBENEFRATELLI E OFTALMICO - MILANO,PR,PREMDC (DRG SENZA SPECIFICA MDC),31.246377,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030058-00,OSPEDALE BASSINI - CINISELLO BALSAMO,19,MALATTIE E DISTURBI MENTALI,14.242938,1
2015,322 - ATS DELL'INSUBRIA,030006-00,OSP. S. ANTONIO ABATE - GALLARATE,19,MALATTIE E DISTURBI MENTALI,9.602386,0
2015,328 - ATS DI PAVIA,030945-00,ISTITUTO SCIENTIFICO DI PAVIA,01,MALATTIE E DISTURBI SISTEMA NERVOSO,42.700658,0
2012,326 - ATS DI BRESCIA,030154-02,STABILIMENTO OSPEDALIERO DI ORZINUOVI,06,MALATTIE E DISTURBI APPARATO DIGERENTE,10.151515,0
2013,327 - ATS DELLA VAL PADANA,030357-00,OSP. SAN PELLEGRINO - CASTIGLIONE D/S,12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,5.222222,1
2012,328 - ATS DI PAVIA,030939-00,FOND.IST.NEUROL.C.MONDINO-PAVIA,25,INFEZIONI DA HIV,5,0
2012,323 - ATS DELLA MONTAGNA,030274-02,OSPEDALE VALCAMONICA - EDOLO,21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",4.375,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030389-01,SAN CARLO,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,1.5,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030057-00,OSPEDALE M. MELLONI - MILANO,18,MALATTIE INFETTIVE E PARASSITARIE,11.342105,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030913-00,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,25,INFEZIONI DA HIV,17.04908,10.189189
2013,322 - ATS DELL'INSUBRIA,030901-00,OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,10.913043,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030103-00,CASA DI CURA PALAZZOLO-FOND.DON GNOCCHI,04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,14.787302,0
2017,322 - ATS DELL'INSUBRIA,030364-00,FOND. GAETANO E PIERA BORGHI - BREBBIA,01,MALATTIE E DISTURBI SISTEMA NERVOSO,34.363636,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030100-00,CASA DI CURA IGEA - MILANO,04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,11.885246,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030950-00,SAN RAFFAELE TURRO,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,12,0
2016,322 - ATS DELL'INSUBRIA,030012-00,OSPEDALE CARLO ONDOLI - ANGERA,21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",3.111111,1
2012,325 - ATS DI BERGAMO,030379-00,HABILITA ISTITUTO CLINICO OSPEDALE DI SARNICO,11,MALATTIE E DISTURBI RENE E VIE URINARIE,11.5,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030077-00,OSPEDALE CROTTA OLTROCCHI-VAPRIO D'ADDA,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,10,0
2016,323 - ATS DELLA MONTAGNA,030274-01,OSPEDALE VALCAMONICA - ESINE,14,"GRAVIDANZA, PARTO E PUERPERIO",3.240043,1
2017,325 - ATS DI BERGAMO,030133-00,OSPEDALE PESENTI FENAROLI - ALZANO L.,25,INFEZIONI DA HIV,6.5,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030389-02,POLO CHIRURGICO CAPITANIO - MILANO,18,MALATTIE INFETTIVE E PARASSITARIE,3,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030269-00,CASA DI CURA CAPITANIO - MILANO,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,12,1
2017,328 - ATS DI PAVIA,030190-00,OSPEDALE CARLO MIRA-CASORATE PRIMO,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,37.540541,0
2017,325 - ATS DI BERGAMO,030337-00,VILLA SANT'APOLLONIA S.R.L. - BERGAMO,03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",1.142857,1
2015,326 - ATS DI BRESCIA,030362-00,RESIDENZA ANNI AZZURRI - REZZATO,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,25.091286,0
2017,322 - ATS DELL'INSUBRIA,030364-00,FOND. GAETANO E PIERA BORGHI - BREBBIA,06,MALATTIE E DISTURBI APPARATO DIGERENTE,8,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030946-00,ISTITUTO ORTOPEDICO GALEAZZI SPA - MILANO,PR,PREMDC (DRG SENZA SPECIFICA MDC),30.363636,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030389-01,SAN CARLO - MILANO,07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,1.163265,0
2014,326 - ATS DI BRESCIA,030178-00,IST.CLIN. CITTA' DI BRESCIA - BRESCIA,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,3.383333,1
2014,326 - ATS DI BRESCIA,030169-00,U.O. CARDIOLOGIA RIABILITATIVA FASANO D/G,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,14.715532,0
2014,322 - ATS DELL'INSUBRIA,030006-00,OSP. S. ANTONIO ABATE - GALLARATE,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,8.070175,2.14
2012,328 - ATS DI PAVIA,030190-00,OSPEDALE CARLO MIRA-CASORATE PRIMO,07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,11.6,0
2012,326 - ATS DI BRESCIA,030295-00,POLIAMBULANZA - BRESCIA,25,INFEZIONI DA HIV,6.666667,0
2012,326 - ATS DI BRESCIA,030154-01,PRESIDIO OSPEDALIERO DI CHIARI,20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,3.944444,0
2014,326 - ATS DI BRESCIA,030159-00,PRESIDIO OSPEDALIERO DI MONTICHIARI,18,MALATTIE INFETTIVE E PARASSITARIE,11.942029,0
2012,326 - ATS DI BRESCIA,030178-00,IST.CLIN. CITTA' DI BRESCIA SPA-BRESCIA,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,3.363636,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030074-00,OSPEDALE CIVILE G. FORNAROLI - MAGENTA,15,MALATTIE E DISTURBI PERIODO PERINATALE,8.248408,0
2012,324 - ATS DELLA BRIANZA,030931-00,ISTITUTO SCIENTIFICO MEDEA-BOSISIO P.,02,MALATTIE E DISTURBI OCCHIO,8.487805,1
2012,327 - ATS DELLA VAL PADANA,030355-00,OSPEDALE DI SUZZARA S.P.A.,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,4.338583,1
2014,325 - ATS DI BERGAMO,030145-00,CLINICA  CASTELLI - BERGAMO,12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,2.841121,1
2013,326 - ATS DI BRESCIA,030154-02,STABILIMENTO OSPEDALIERO DI ORZINUOVI,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,6,0
2015,323 - ATS DELLA MONTAGNA,030044-00,OSPEDALE DI CHIAVENNA,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,27.04,9
2015,322 - ATS DELL'INSUBRIA,030012-00,OSPEDALE CARLO ONDOLI - ANGERA,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,2.894444,1
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030087-00,OSPEDALE CADUTI BOLLATESI - BOLLATE,07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,10.217822,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030073-00,OSPEDALE DI CIRCOLO - RHO,25,INFEZIONI DA HIV,16.333333,0
2016,322 - ATS DELL'INSUBRIA,030010-00,OSPEDALE GALMARINI - TRADATE,12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,2.852941,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030066-00,OSPEDALE G.SALVINI-GARBAGNATE MIL.SE,15,MALATTIE E DISTURBI PERIODO PERINATALE,5.216216,0
2016,322 - ATS DELL'INSUBRIA,030347-00,CASA DI CURA VILLA S. GIUSEPPE-ANZANO DEL PARCO ,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,27.13289,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030057-00,OSPEDALE M. MELLONI - MILANO,18,MALATTIE INFETTIVE E PARASSITARIE,7.896552,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030080-00,OSPEDALE ROSSI - CASALPUSTERLENGO,19,MALATTIE E DISTURBI MENTALI,10.842105,0
2015,328 - ATS DI PAVIA,030193-00,OSPEDALE CIVILE - VIGEVANO,18,MALATTIE INFETTIVE E PARASSITARIE,11.236486,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030083-00,OSPEDALE DELMATI - SANT'ANGELO LODIGIANO,12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,6,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030125-00,CASA DI CURA AMBROSIANA SPA-CESANO B.,09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",3.705882,1
2014,322 - ATS DELL'INSUBRIA,030004-00,OSPEDALE DI CIRCOLO - BUSTO ARSIZIO,19,MALATTIE E DISTURBI MENTALI,13.176611,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030080-00,OSPEDALE ROSSI - CASALPUSTERLENGO,20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,9.222222,0
2012,328 - ATS DI PAVIA,030192-00,OSPEDALE SS.ANNUNZIATA - VARZI,21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",5.666667,0
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030067-00,OSPEDALE MAGGIORE - LODI,25,INFEZIONI DA HIV,7.75,0
2013,328 - ATS DI PAVIA,030939-00,FOND.IST.NEUROL.C.MONDINO-PAVIA,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,14.727273,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030125-00,CASA DI CURA AMBROSIANA SPA-CESANO B.,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,3.505495,1
2016,326 - ATS DI BRESCIA,030157-00,OSPEDALE CIVILE LA MEMORIA DI GAVARDO,03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",4.019802,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030922-00,"FOND.IRCCS ""ISTIT.NAZ.LE TUMORI""MILANO",18,MALATTIE INFETTIVE E PARASSITARIE,9.525926,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030937-00,IRCCS S.M.NASCENTE-FOND.DON C.GNOCCHI-MILANO,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,14.208191,30.4
2016,326 - ATS DI BRESCIA,030167-00,OSPEDALE DEI BAMBINI - BRESCIA,01,MALATTIE E DISTURBI SISTEMA NERVOSO,8.703046,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030058-00,OSPEDALE BASSINI - CINISELLO BALSAMO,10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",9.253731,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030057-00,OSPEDALE M. MELLONI - MILANO,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,5.181818,0
2016,327 - ATS DELLA VAL PADANA,030218-00,CASA DI CURA S. CAMILLO - CREMONA,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,9.956522,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030104-00,CASA DI CURA S.RAFFAELE TURRO,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,25.695652,0
2016,325 - ATS DI BERGAMO,030147-00,POLICLINICO SAN MARCO - OSIO SOTTO,20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,4.4375,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030051-00,P.O.  CITTA' DI SESTO S. GIOVANNI,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,7.588235,1
2017,328 - ATS DI PAVIA,030203-00,OSPEDALE ASILO VITTORIA - MORTARA,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,24.058594,0
2015,328 - ATS DI PAVIA,030197-00,CASA DI CURA VILLA ESPERIA,01,MALATTIE E DISTURBI SISTEMA NERVOSO,36.162706,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030103-00,CASA DI CURA PALAZZOLO-FOND.DON GNOCCHI,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,15.727273,0
2015,323 - ATS DELLA MONTAGNA,030031-00,OSP. MORIGGIA PELASCINI - GRAVEDONA,22,USTIONI,3.333333,0
2017,325 - ATS DI BERGAMO,030148-00,POLICLINICO SAN PIETRO  - PONTE S. PIETRO,07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,6.492958,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030072-01,OSPEDALE DI  VIZZOLO PREDABISSI,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,5.06734,1
2017,322 - ATS DELL'INSUBRIA,030902-00,OSPEDALE S. ANNA - COMO,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,8.616162,3.234043
2017,327 - ATS DELLA VAL PADANA,030357-00,OSP. SAN PELLEGRINO - CASTIGLIONE D/S,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,5.928571,1
2017,322 - ATS DELL'INSUBRIA,030025-00,OSPEDALE F. VILLA - MARIANO COMENSE,01,MALATTIE E DISTURBI SISTEMA NERVOSO,49.72,1.35
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030125-00,CASA DI CURA AMBROSIANA SPA-CESANO B.,18,MALATTIE INFETTIVE E PARASSITARIE,12.166667,0
2017,326 - ATS DI BRESCIA,030157-00,OSPEDALE CIVILE LA MEMORIA DI GAVARDO,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,5.786517,1
2017,322 - ATS DELL'INSUBRIA,030037-00,CASA DI CURA VILLA S. BENEDETTO-ALBESE,19,MALATTIE E DISTURBI MENTALI,28.935404,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030085-00,OSPEDALE UBOLDO - CERNUSCO S/NAVIGLIO,02,MALATTIE E DISTURBI OCCHIO,9,0
2017,324 - ATS DELLA BRIANZA,030078-00,PRESIDIO OSPEDALIERO DI VIMERCATE,NA,MDC NON APPLICABILE,34,0
2017,327 - ATS DELLA VAL PADANA,030357-00,OSP. SAN PELLEGRINO - CASTIGLIONE D/S,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,6.897094,1
2014,328 - ATS DI PAVIA,030203-00,OSPEDALE ASILO VITTORIA - MORTARA,10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",5.127753,1
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030281-01,OSPEDALE CIVILE DI LEGNANO,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,9.868263,1
2015,322 - ATS DELL'INSUBRIA,030030-00,OSPEDALE  VALDUCE ,15,MALATTIE E DISTURBI PERIODO PERINATALE,10.15812,0
2015,324 - ATS DELLA BRIANZA,030082-00,P.O. TRABATTONI RONZONI DI SEREGNO,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,29.259259,27.833333
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030937-00,IRCCS S.M.NASCENTE-FOND.DON C.GNOCCHI-MILANO,04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,30.833333,0
2013,327 - ATS DELLA VAL PADANA,030355-00,OSPEDALE DI SUZZARA S.P.A.,10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",4.543478,1
2014,326 - ATS DI BRESCIA,030156-00,OSPEDALE DI DESENZANO,PR,PREMDC (DRG SENZA SPECIFICA MDC),23.340909,0
2013,323 - ATS DELLA MONTAGNA,030045-00,OSPEDALE  MORBEGNO,11,MALATTIE E DISTURBI RENE E VIE URINARIE,15,0
2014,326 - ATS DI BRESCIA,030157-00,OSPEDALE CIVILE LA MEMORIA DI GAVARDO,02,MALATTIE E DISTURBI OCCHIO,6,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030103-00,CASA DI CURA PALAZZOLO-FOND.DON GNOCCHI,11,MALATTIE E DISTURBI RENE E VIE URINARIE,18.108108,0
2012,326 - ATS DI BRESCIA,030167-00,OSPEDALE DEI BAMBINI UMBERTO I - BRESCIA,24,TRAUMATISMI MULTIPLI,15.5,0
2013,325 - ATS DI BERGAMO,030354-00,NEPHROCARE S.P.A. - SERIATE,10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",5.708333,0
2015,328 - ATS DI PAVIA,030202-00,IST.DI CURA CITTA'DI PAVIA,10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",3.153846,0
2016,327 - ATS DELLA VAL PADANA,030259-00,CASA DI CURA S. CLEMENTE - MANTOVA,18,MALATTIE INFETTIVE E PARASSITARIE,11.555556,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030281-01,OSPEDALE CIVILE DI LEGNANO,PR,PREMDC (DRG SENZA SPECIFICA MDC),38.28,0
2016,322 - ATS DELL'INSUBRIA,030009-00,OSPEDALE A.BELLINI - SOMMA LOMBARDO,10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",7.490196,0
2016,326 - ATS DI BRESCIA,030167-00,OSPEDALE DEI BAMBINI - BRESCIA,19,MALATTIE E DISTURBI MENTALI,29.814159,0
2016,325 - ATS DI BERGAMO,030137-00,OSP.LE SS.CAPITANIO E GEROSA - LOVERE,09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",4.254902,1
2016,325 - ATS DI BERGAMO,030905-00,OSPEDALE PAPA GIOVANNI XXIII - BG,18,MALATTIE INFETTIVE E PARASSITARIE,12.819706,1
2016,322 - ATS DELL'INSUBRIA,030022-00,OSPEDALE S. ANTONIO ABATE - CANTU',04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,11.571995,1
2014,326 - ATS DI BRESCIA,030368-00,C.TRO RIAB.E.SPALENZA-FOND.DON GNOCCHI,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,26.640625,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030066-00,OSPEDALE G.SALVINI-GARBAGNATE MIL.SE,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,6.204082,1
2014,322 - ATS DELL'INSUBRIA,030282-01,OSPED.CIRCOLO CAUSA PIA LUVINI-CITTIGLIO,24,TRAUMATISMI MULTIPLI,10.25,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030072-01,OSPEDALE DI  VIZZOLO PREDABISSI,20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,7.352113,0
2015,322 - ATS DELL'INSUBRIA,030022-00,OSPEDALE S. ANTONIO ABATE - CANTU',13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,2.652174,1
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030389-02,POLO CHIRURGICO CAPITANIO - MILANO,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,4,0
2015,326 - ATS DI BRESCIA,030178-00,IST.CLIN. CITTA' DI BRESCIA - BRESCIA,21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",8.907407,1
2012,326 - ATS DI BRESCIA,030156-00,OSPEDALE DI DESENZANO,19,MALATTIE E DISTURBI MENTALI,5.076923,0
2012,322 - ATS DELL'INSUBRIA,030022-00,OSPEDALE S. ANTONIO ABATE - CANTU',19,MALATTIE E DISTURBI MENTALI,10.9217,2.5
2016,323 - ATS DELLA MONTAGNA,030042-00,OSPEDALE SONDRIO,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,11.981651,1
2017,326 - ATS DI BRESCIA,030178-00,IST.CLIN. CITTA' DI BRESCIA - BRESCIA,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,2.655738,1
2017,324 - ATS DELLA BRIANZA,030070-00,PRESIDIO OSPEDALIERO DI CARATE ,01,MALATTIE E DISTURBI SISTEMA NERVOSO,6.480447,1
2016,328 - ATS DI PAVIA,030190-00,OSPEDALE CARLO MIRA-CASORATE PRIMO,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,32.254237,0
2014,328 - ATS DI PAVIA,030939-00,FOND.IST.NEUROL.C.MONDINO-PAVIA,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,14.181818,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030067-00,OSPEDALE MAGGIORE DI LODI,07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,9.5,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030948-00,IRCCS MULTIMEDICA - MILANO,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,6.125,0
2015,327 - ATS DELLA VAL PADANA,030907-00,OSPEDALE C. POMA - MANTOVA,22,USTIONI,7.714286,18.333333
2016,324 - ATS DELLA BRIANZA,030381-00,FOND. MB PER IL BAMBINO E LA SUA MAMMA - MONZA,12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,0,1
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030072-01,OSPEDALE DI  VIZZOLO PREDABISSI,24,TRAUMATISMI MULTIPLI,38.666667,0
2014,322 - ATS DELL'INSUBRIA,030032-00,IST.CLINICO VILLA APRICA SPA-COMO,22,USTIONI,3,0
2016,322 - ATS DELL'INSUBRIA,030022-00,OSPEDALE S. ANTONIO ABATE - CANTU',07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,7.676806,3
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030934-00,"CENTRO CARDIOLOGICO ""FOND. MONZINO"" - MILANO",03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",6,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030934-00,"CENTRO CARDIOLOGICO ""FOND. MONZINO"" - MILANO",06,MALATTIE E DISTURBI APPARATO DIGERENTE,8.818182,0
2016,322 - ATS DELL'INSUBRIA,030030-00,OSPEDALE  VALDUCE ,21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",6.75,1
2015,323 - ATS DELLA MONTAGNA,030026-00,OSPEDALE ERBA-  RENALDI - MENAGGIO,07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,10.984848,0
2015,323 - ATS DELLA MONTAGNA,030031-00,OSP. MORIGGIA PELASCINI - GRAVEDONA,15,MALATTIE E DISTURBI PERIODO PERINATALE,5.48,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030110-00,CASA DI CURA S. GIOVANNI - MILANO,12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,2.15873,0
2015,322 - ATS DELL'INSUBRIA,030010-00,OSPEDALE GALMARINI - TRADATE,19,MALATTIE E DISTURBI MENTALI,6.448276,0
2016,327 - ATS DELLA VAL PADANA,030217-00,CASA DI CURA ANCELLE DELLA CARITA'-CR,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,26.32906,0
2016,323 - ATS DELLA MONTAGNA,030026-00,OSPEDALE ERBA-  RENALDI - MENAGGIO,04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,13.013841,0
2015,325 - ATS DI BERGAMO,030146-00,CASA DI CURA S. FRANCESCO - BERGAMO,04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,11.305556,0
2016,326 - ATS DI BRESCIA,030178-00,IST.CLIN. CITTA' DI BRESCIA - BRESCIA,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,5.909091,0
