ANNO,ATS STRUTTURA,CODICE MDC,DESCRIZIONE MDC,DEGENZA MEDIA TOTALE,ACCESSI MEDI TOTALE
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",4.032505,1.210602
2012,325 - ATS DI BERGAMO,04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,10.820395,1.219512
2013,324 - ATS DELLA BRIANZA,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,8.667595,1.340909
2014,326 - ATS DI BRESCIA,19,MALATTIE E DISTURBI MENTALI,15.46694,4.864198
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,11,MALATTIE E DISTURBI RENE E VIE URINARIE,6.933519,2.451602
2016,326 - ATS DI BRESCIA,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,7.796928,1.095517
2016,327 - ATS DELLA VAL PADANA,11,MALATTIE E DISTURBI RENE E VIE URINARIE,6.746025,1.007707
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,15,MALATTIE E DISTURBI PERIODO PERINATALE,9.354591,1
2017,326 - ATS DI BRESCIA,02,MALATTIE E DISTURBI OCCHIO,2.88659,1.005995
2017,325 - ATS DI BERGAMO,24,TRAUMATISMI MULTIPLI,18.184358,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,14,"GRAVIDANZA, PARTO E PUERPERIO",4.333324,1.003514
2015,327 - ATS DELLA VAL PADANA,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,8.278054,1.367713
2016,328 - ATS DI PAVIA,04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,14.832806,1.1375
2012,326 - ATS DI BRESCIA,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,7.313772,1.133295
2017,325 - ATS DI BERGAMO,10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",5.017628,1
2016,REGIONE LOMBARDIA,25,INFEZIONI DA HIV,15.905136,4.026316
2017,322 - ATS DELL'INSUBRIA,02,MALATTIE E DISTURBI OCCHIO,4,1.005529
2017,324 - ATS DELLA BRIANZA,18,MALATTIE INFETTIVE E PARASSITARIE,13.360562,1.25
2014,326 - ATS DI BRESCIA,12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,3.770824,1.030026
2015,324 - ATS DELLA BRIANZA,18,MALATTIE INFETTIVE E PARASSITARIE,13.365229,2
2015,322 - ATS DELL'INSUBRIA,02,MALATTIE E DISTURBI OCCHIO,3.181386,1.012313
2014,326 - ATS DI BRESCIA,21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",5.837209,1.436364
2016,328 - ATS DI PAVIA,02,MALATTIE E DISTURBI OCCHIO,4.540853,1.113122
2015,324 - ATS DELLA BRIANZA,07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,8.157472,3.514563
2013,328 - ATS DI PAVIA,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,3.89606,1.00267
2015,326 - ATS DI BRESCIA,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,7.895439,1.043876
2017,REGIONE LOMBARDIA,12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,4.465702,1.015008
2014,324 - ATS DELLA BRIANZA,14,"GRAVIDANZA, PARTO E PUERPERIO",3.984981,1.021973
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,11.005179,1.065079
2015,326 - ATS DI BRESCIA,19,MALATTIE E DISTURBI MENTALI,16.308255,5.082192
2013,328 - ATS DI PAVIA,14,"GRAVIDANZA, PARTO E PUERPERIO",3.917367,1.001756
2016,327 - ATS DELLA VAL PADANA,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,8.3903,1.834928
2012,325 - ATS DI BERGAMO,11,MALATTIE E DISTURBI RENE E VIE URINARIE,5.992766,1.561208
2014,REGIONE LOMBARDIA,02,MALATTIE E DISTURBI OCCHIO,2.753124,1.027064
2012,324 - ATS DELLA BRIANZA,  ,PREMDC (DRG SENZA SPECIFICA MDC),10.1,1
2017,322 - ATS DELL'INSUBRIA,NA,MDC NON APPLICABILE,8.748503,1
2014,REGIONE LOMBARDIA,09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",3.983496,1.149974
2016,326 - ATS DI BRESCIA,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,7.402227,1.124099
2015,322 - ATS DELL'INSUBRIA,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,3.324383,1.000899
2013,326 - ATS DI BRESCIA,11,MALATTIE E DISTURBI RENE E VIE URINARIE,5.597225,1.159236
2016,REGIONE LOMBARDIA,01,MALATTIE E DISTURBI SISTEMA NERVOSO,16.227364,3.353368
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,6.045477,2.330474
2017,322 - ATS DELL'INSUBRIA,15,MALATTIE E DISTURBI PERIODO PERINATALE,9.812565,1.4
2017,327 - ATS DELLA VAL PADANA,21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",6.128548,1.227273
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,5.998365,1.772046
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,11,MALATTIE E DISTURBI RENE E VIE URINARIE,7.005937,1.817441
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,01,MALATTIE E DISTURBI SISTEMA NERVOSO,13.716223,3.119977
2012,324 - ATS DELLA BRIANZA,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,8.328692,1.45827
2017,REGIONE LOMBARDIA,04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,11.153096,1.197327
2012,328 - ATS DI PAVIA,11,MALATTIE E DISTURBI RENE E VIE URINARIE,7.525619,1.025263
2014,327 - ATS DELLA VAL PADANA,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,9.520571,1.233196
2013,328 - ATS DI PAVIA,18,MALATTIE INFETTIVE E PARASSITARIE,12.080658,1.555556
2015,323 - ATS DELLA MONTAGNA,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,12.855519,5.148649
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,6.01788,2.143308
2013,322 - ATS DELL'INSUBRIA,01,MALATTIE E DISTURBI SISTEMA NERVOSO,15.043866,1.813362
2014,REGIONE LOMBARDIA,12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,4.547213,1.054918
2017,324 - ATS DELLA BRIANZA,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,8.562594,1.277487
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",2.848884,1.146671
2014,327 - ATS DELLA VAL PADANA,07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,7.464358,5.615385
2012,REGIONE LOMBARDIA,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,5.677075,1.895258
2015,324 - ATS DELLA BRIANZA,NA,MDC NON APPLICABILE,12.909091,1
2014,328 - ATS DI PAVIA,11,MALATTIE E DISTURBI RENE E VIE URINARIE,8.035975,1.031963
2012,323 - ATS DELLA MONTAGNA,14,"GRAVIDANZA, PARTO E PUERPERIO",3.693079,1.014768
2013,322 - ATS DELL'INSUBRIA,02,MALATTIE E DISTURBI OCCHIO,3.17846,1.048428
2013,327 - ATS DELLA VAL PADANA,  ,PREMDC (DRG SENZA SPECIFICA MDC),14.607143,1
2015,324 - ATS DELLA BRIANZA,10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",6.59572,1.206897
2015,327 - ATS DELLA VAL PADANA,01,MALATTIE E DISTURBI SISTEMA NERVOSO,15.502303,5.655786
2014,326 - ATS DI BRESCIA,06,MALATTIE E DISTURBI APPARATO DIGERENTE,6.548399,1.186181
2017,326 - ATS DI BRESCIA,09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",4.470718,1.015123
2012,327 - ATS DELLA VAL PADANA,04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,10.163874,1.939394
2016,327 - ATS DELLA VAL PADANA,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,8.383725,1.323722
2012,325 - ATS DI BERGAMO,21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",6.700949,1
2015,REGIONE LOMBARDIA,06,MALATTIE E DISTURBI APPARATO DIGERENTE,7.316977,1.08131
2015,324 - ATS DELLA BRIANZA,01,MALATTIE E DISTURBI SISTEMA NERVOSO,18.365993,4.836364
2017,325 - ATS DI BERGAMO,04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,10.88021,1.288557
2014,323 - ATS DELLA MONTAGNA,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,6.804089,1.074324
2013,328 - ATS DI PAVIA,22,USTIONI,6.545455,1
2017,322 - ATS DELL'INSUBRIA,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,5.759293,1.268519
2013,326 - ATS DI BRESCIA,01,MALATTIE E DISTURBI SISTEMA NERVOSO,14.926388,1.017812
2016,328 - ATS DI PAVIA,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,5.504225,1.355357
2013,REGIONE LOMBARDIA,PR,PREMDC (DRG SENZA SPECIFICA MDC),34.234685,1
2014,325 - ATS DI BERGAMO,09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",3.37902,1.001308
2014,322 - ATS DELL'INSUBRIA,21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",5.700704,2.126126
2017,REGIONE LOMBARDIA,18,MALATTIE INFETTIVE E PARASSITARIE,12.346508,2.646154
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,19,MALATTIE E DISTURBI MENTALI,13.223079,8.350121
2017,326 - ATS DI BRESCIA,10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",4.907161,1
2016,327 - ATS DELLA VAL PADANA,02,MALATTIE E DISTURBI OCCHIO,2.702479,1.110515
2013,328 - ATS DI PAVIA,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,8.104567,3.179811
2012,REGIONE LOMBARDIA,10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",6.32713,1.557161
2016,327 - ATS DELLA VAL PADANA,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,8.888956,1.245536
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,8.480951,2.319077
2016,REGIONE LOMBARDIA,03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",3.142058,1.135046
2013,REGIONE LOMBARDIA,15,MALATTIE E DISTURBI PERIODO PERINATALE,10.117148,1.030303
2013,327 - ATS DELLA VAL PADANA,10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",6.090781,2.214286
2016,327 - ATS DELLA VAL PADANA,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,7.488992,1.245614
2014,328 - ATS DI PAVIA,21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",5.899563,1
2016,322 - ATS DELL'INSUBRIA,01,MALATTIE E DISTURBI SISTEMA NERVOSO,15.636793,1.137931
2015,324 - ATS DELLA BRIANZA,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,3.694172,1.01651
2014,REGIONE LOMBARDIA,07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,8.061157,2.434959
2015,326 - ATS DI BRESCIA,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,8.318133,2.829082
2016,REGIONE LOMBARDIA,PR,PREMDC (DRG SENZA SPECIFICA MDC),33.813925,1
2014,327 - ATS DELLA VAL PADANA,02,MALATTIE E DISTURBI OCCHIO,2.721417,1.060224
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,06,MALATTIE E DISTURBI APPARATO DIGERENTE,6.952881,1.089821
2013,322 - ATS DELL'INSUBRIA,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,3.511473,1.000325
2017,327 - ATS DELLA VAL PADANA,01,MALATTIE E DISTURBI SISTEMA NERVOSO,16.020967,5.133515
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,14,"GRAVIDANZA, PARTO E PUERPERIO",4.206385,1.00168
2016,REGIONE LOMBARDIA,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,6.993648,1.877775
2017,322 - ATS DELL'INSUBRIA,09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",4.730101,1.251078
2012,REGIONE LOMBARDIA,07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,8.291405,2.576956
2013,322 - ATS DELL'INSUBRIA,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,9.565405,1.107157
2014,324 - ATS DELLA BRIANZA,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,4.859031,1.920495
2017,322 - ATS DELL'INSUBRIA,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,8.375,1.964539
2015,328 - ATS DI PAVIA,03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",3.797749,1.001357
2015,324 - ATS DELLA BRIANZA,02,MALATTIE E DISTURBI OCCHIO,2.404998,1.017204
2017,325 - ATS DI BERGAMO,07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,8.28585,2.25228
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,4.316862,1.021881
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,NA,MDC NON APPLICABILE,8.883861,1.058824
2012,323 - ATS DELLA MONTAGNA,04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,11.725936,1
2016,324 - ATS DELLA BRIANZA,12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,4.621083,1.021136
2012,326 - ATS DI BRESCIA,11,MALATTIE E DISTURBI RENE E VIE URINARIE,6.092208,1.122308
2014,322 - ATS DELL'INSUBRIA,02,MALATTIE E DISTURBI OCCHIO,3.014295,1.015887
2015,325 - ATS DI BERGAMO,01,MALATTIE E DISTURBI SISTEMA NERVOSO,18.365992,10.484472
2014,326 - ATS DI BRESCIA,01,MALATTIE E DISTURBI SISTEMA NERVOSO,15.59299,1.133858
2013,327 - ATS DELLA VAL PADANA,11,MALATTIE E DISTURBI RENE E VIE URINARIE,7.06502,1.258953
2014,323 - ATS DELLA MONTAGNA,14,"GRAVIDANZA, PARTO E PUERPERIO",3.573279,1.005025
2016,REGIONE LOMBARDIA,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,8.423691,1.428914
2014,REGIONE LOMBARDIA,  ,PREMDC (DRG SENZA SPECIFICA MDC),12.696721,1.152
2015,323 - ATS DELLA MONTAGNA,12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,6.055294,1.001364
2017,324 - ATS DELLA BRIANZA,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,9.512806,1.554945
2013,REGIONE LOMBARDIA,03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",3.0727,1.237912
2017,328 - ATS DI PAVIA,21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",6.831496,1
2013,328 - ATS DI PAVIA,  ,PREMDC (DRG SENZA SPECIFICA MDC),18.58,1
2012,322 - ATS DELL'INSUBRIA,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,9.140524,3.895609
2015,328 - ATS DI PAVIA,06,MALATTIE E DISTURBI APPARATO DIGERENTE,7.344992,1.001147
2013,327 - ATS DELLA VAL PADANA,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,10.233202,1.325626
2016,325 - ATS DI BERGAMO,09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",3.864558,1.000962
2013,324 - ATS DELLA BRIANZA,09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",3.115566,1.0311
2017,REGIONE LOMBARDIA,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,3.585066,1.010067
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,15,MALATTIE E DISTURBI PERIODO PERINATALE,9.597238,1.297872
2016,322 - ATS DELL'INSUBRIA,PR,PREMDC (DRG SENZA SPECIFICA MDC),36.68008,0
2015,322 - ATS DELL'INSUBRIA,06,MALATTIE E DISTURBI APPARATO DIGERENTE,7.083371,1.016969
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,22,USTIONI,14.947761,1.125
2013,323 - ATS DELLA MONTAGNA,12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,5.604819,1.001927
2012,324 - ATS DELLA BRIANZA,14,"GRAVIDANZA, PARTO E PUERPERIO",3.854962,1.012346
2017,322 - ATS DELL'INSUBRIA,12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,4.637917,1.024504
2015,326 - ATS DI BRESCIA,09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",4.525844,1.072137
2012,REGIONE LOMBARDIA,03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",3.127436,1.206727
2015,REGIONE LOMBARDIA,19,MALATTIE E DISTURBI MENTALI,13.931855,7.469394
2015,325 - ATS DI BERGAMO,09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",3.851096,1.000461
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",2.915273,1.310198
2015,322 - ATS DELL'INSUBRIA,01,MALATTIE E DISTURBI SISTEMA NERVOSO,16.015317,1.175287
2012,324 - ATS DELLA BRIANZA,02,MALATTIE E DISTURBI OCCHIO,2.327013,1.166667
2016,324 - ATS DELLA BRIANZA,19,MALATTIE E DISTURBI MENTALI,14.424397,5.59611
2012,327 - ATS DELLA VAL PADANA,06,MALATTIE E DISTURBI APPARATO DIGERENTE,7.012139,1.036606
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",7.333908,1.121429
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,4.335946,1.038895
2014,322 - ATS DELL'INSUBRIA,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,8.942845,1.098546
2012,323 - ATS DELLA MONTAGNA,01,MALATTIE E DISTURBI SISTEMA NERVOSO,18.491314,1.15
2012,324 - ATS DELLA BRIANZA,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,7.222729,4.19209
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,02,MALATTIE E DISTURBI OCCHIO,2.582099,1.00903
2014,325 - ATS DI BERGAMO,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,8.328011,1.37575
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,  ,PREMDC (DRG SENZA SPECIFICA MDC),11.836975,1.056338
2014,327 - ATS DELLA VAL PADANA,19,MALATTIE E DISTURBI MENTALI,12.554229,4.466667
2015,326 - ATS DI BRESCIA,06,MALATTIE E DISTURBI APPARATO DIGERENTE,6.585688,1.190976
2017,327 - ATS DELLA VAL PADANA,10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",5.533231,1.2
2014,325 - ATS DI BERGAMO,04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,10.810267,1.226601
2013,324 - ATS DELLA BRIANZA,20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,7.192661,5.5
2016,328 - ATS DI PAVIA,01,MALATTIE E DISTURBI SISTEMA NERVOSO,20.067256,3.24186
2014,324 - ATS DELLA BRIANZA,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,3.837203,1.016694
2016,326 - ATS DI BRESCIA,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,4.478824,1.0032
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,18,MALATTIE INFETTIVE E PARASSITARIE,13.202409,2.2
2012,324 - ATS DELLA BRIANZA,09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",3.22154,1.020161
2013,322 - ATS DELL'INSUBRIA,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,7.948148,2.170103
2015,326 - ATS DI BRESCIA,14,"GRAVIDANZA, PARTO E PUERPERIO",3.618341,1.002165
2017,322 - ATS DELL'INSUBRIA,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,9.100976,1.33691
2016,327 - ATS DELLA VAL PADANA,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,9.539691,1.103688
2013,328 - ATS DI PAVIA,01,MALATTIE E DISTURBI SISTEMA NERVOSO,18.913747,4.690229
2017,323 - ATS DELLA MONTAGNA,11,MALATTIE E DISTURBI RENE E VIE URINARIE,6.296536,1.69378
2017,328 - ATS DI PAVIA,07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,8.754573,1
2014,322 - ATS DELL'INSUBRIA,11,MALATTIE E DISTURBI RENE E VIE URINARIE,7.362385,1.140166
2015,326 - ATS DI BRESCIA,11,MALATTIE E DISTURBI RENE E VIE URINARIE,5.559777,1.20584
2016,324 - ATS DELLA BRIANZA,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,4.752732,1.417015
2017,324 - ATS DELLA BRIANZA,04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,11.024841,1.157556
2017,323 - ATS DELLA MONTAGNA,14,"GRAVIDANZA, PARTO E PUERPERIO",3.274738,1.010582
2017,327 - ATS DELLA VAL PADANA,02,MALATTIE E DISTURBI OCCHIO,2.606702,1.055866
2016,326 - ATS DI BRESCIA,NA,MDC NON APPLICABILE,9.615385,1
2016,322 - ATS DELL'INSUBRIA,06,MALATTIE E DISTURBI APPARATO DIGERENTE,7.178093,1.029736
2017,328 - ATS DI PAVIA,18,MALATTIE INFETTIVE E PARASSITARIE,12.329475,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,4.314337,1.021378
2017,326 - ATS DI BRESCIA,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,7.514597,2.40678
2017,328 - ATS DI PAVIA,06,MALATTIE E DISTURBI APPARATO DIGERENTE,6.959184,1.001689
2017,326 - ATS DI BRESCIA,06,MALATTIE E DISTURBI APPARATO DIGERENTE,6.684789,1.142906
2015,327 - ATS DELLA VAL PADANA,04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,10.151042,1.37037
2016,324 - ATS DELLA BRIANZA,06,MALATTIE E DISTURBI APPARATO DIGERENTE,7.012604,1.062812
2017,324 - ATS DELLA BRIANZA,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,3.642835,1.020333
2014,324 - ATS DELLA BRIANZA,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,8.590506,1.223471
2012,322 - ATS DELL'INSUBRIA,10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",6.485134,1.916496
2012,327 - ATS DELLA VAL PADANA,12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,5.566004,1.004184
2016,324 - ATS DELLA BRIANZA,04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,10.605574,1.185345
2015,326 - ATS DI BRESCIA,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,4.370566,1.007372
2015,324 - ATS DELLA BRIANZA,22,USTIONI,6.28,1
2015,325 - ATS DI BERGAMO,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,3.163845,1.004856
2015,326 - ATS DI BRESCIA,01,MALATTIE E DISTURBI SISTEMA NERVOSO,16.094884,1.125731
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",2.890574,1.132846
2014,REGIONE LOMBARDIA,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,6.891503,2.140485
2017,323 - ATS DELLA MONTAGNA,04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,12.121558,1
2014,323 - ATS DELLA MONTAGNA,10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",6.740157,1
2016,324 - ATS DELLA BRIANZA,10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",6.066849,1.2
2015,322 - ATS DELL'INSUBRIA,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,8.619048,2.542169
2016,323 - ATS DELLA MONTAGNA,14,"GRAVIDANZA, PARTO E PUERPERIO",3.477155,1.005168
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,7.911753,2.581489
2015,REGIONE LOMBARDIA,PR,PREMDC (DRG SENZA SPECIFICA MDC),34.061825,1
2017,324 - ATS DELLA BRIANZA,25,INFEZIONI DA HIV,16.6125,0
2017,326 - ATS DI BRESCIA,NA,MDC NON APPLICABILE,10.428571,1
